day,month,year,date
12,12,2007,2007-12-12
17,9,2016,2016-09-17
20,12,1982,1982-12-20
18,2,1977,1977-02-18
13,2,1986,1986-02-13
22,9,2008,2008-09-22
4,11,2009,2009-11-04
29,10,2014,2014-10-29
3,10,1977,1977-10-03
11,3,1971,1971-03-11
1,6,1976,1976-06-01
11,10,2016,2016-10-11
7,2,2017,2017-02-07
26,6,2007,2007-06-26
9,6,2020,2020-06-09
8,7,2020,2020-07-08
17,10,2018,2018-10-17
9,9,1997,1997-09-09
13,9,2019,2019-09-13
7,8,2016,2016-08-07
7,7,2001,2001-07-07
6,1,2007,2007-01-06
15,5,2021,2021-05-15
9,10,2001,2001-10-09
10,8,1976,1976-08-10
29,12,2007,2007-12-29
28,6,2001,2001-06-28
17,9,1994,1994-09-17
2,6,2024,2024-06-02
24,9,2007,2007-09-24
2,11,2009,2009-11-02
19,9,1995,1995-09-19
11,2,2001,2001-02-11
6,6,2022,2022-06-06
3,10,2014,2014-10-03
25,8,2015,2015-08-25
15,2,2006,2006-02-15
27,9,2019,2019-09-27
3,12,1971,1971-12-03
13,2,1991,1991-02-13
19,8,1997,1997-08-19
1,12,2000,2000-12-01
25,11,2018,2018-11-25
11,9,1974,1974-09-11
12,3,2010,2010-03-12
12,6,1990,1990-06-12
25,8,1985,1985-08-25
3,2,2018,2018-02-03
11,10,2009,2009-10-11
21,12,1975,1975-12-21
29,10,2004,2004-10-29
18,3,1999,1999-03-18
29,5,1972,1972-05-29
24,11,2016,2016-11-24
19,9,1999,1999-09-19
10,6,2023,2023-06-10
26,11,2014,2014-11-26
11,5,2023,2023-05-11
29,8,1970,1970-08-29
24,5,1985,1985-05-24
5,8,2008,2008-08-05
10,6,1983,1983-06-10
19,12,1989,1989-12-19
1,5,2013,2013-05-01
4,4,2017,2017-04-04
16,9,2013,2013-09-16
17,3,2012,2012-03-17
5,9,2013,2013-09-05
10,9,1997,1997-09-10
15,3,2017,2017-03-15
1,5,2005,2005-05-01
28,1,2013,2013-01-28
14,10,1970,1970-10-14
14,4,1998,1998-04-14
11,2,2007,2007-02-11
14,9,2003,2003-09-14
19,11,1981,1981-11-19
15,6,2004,2004-06-15
27,6,1992,1992-06-27
4,1,1975,1975-01-04
23,8,2012,2012-08-23
20,1,2007,2007-01-20
16,3,2012,2012-03-16
15,6,1983,1983-06-15
26,5,1998,1998-05-26
16,6,2023,2023-06-16
19,11,1972,1972-11-19
16,3,2004,2004-03-16
22,6,1978,1978-06-22
22,12,1987,1987-12-22
6,4,1974,1974-04-06
15,1,2009,2009-01-15
8,8,1979,1979-08-08
5,3,2014,2014-03-05
18,12,1993,1993-12-18
19,10,2007,2007-10-19
5,1,1989,1989-01-05
30,4,1985,1985-04-30
12,11,2012,2012-11-12
31,3,1977,1977-03-31
14,9,1996,1996-09-14
23,1,1974,1974-01-23
21,4,2000,2000-04-21
9,12,2014,2014-12-09
24,4,2014,2014-04-24
15,6,2015,2015-06-15
1,7,2002,2002-07-01
20,9,2006,2006-09-20
4,10,2022,2022-10-04
2,2,1982,1982-02-02
23,11,1977,1977-11-23
14,11,2004,2004-11-14
18,7,2010,2010-07-18
21,3,2017,2017-03-21
29,9,2003,2003-09-29
17,8,1992,1992-08-17
1,3,1994,1994-03-01
6,12,2013,2013-12-06
26,7,2015,2015-07-26
4,2,1993,1993-02-04
1,6,1995,1995-06-01
17,9,1999,1999-09-17
5,5,1999,1999-05-05
2,12,2023,2023-12-02
16,2,1976,1976-02-16
22,8,1977,1977-08-22
9,5,2022,2022-05-09
6,3,2004,2004-03-06
18,10,1983,1983-10-18
25,2,2001,2001-02-25
29,2,1992,1992-02-29
25,9,1991,1991-09-25
13,9,2008,2008-09-13
25,6,2002,2002-06-25
8,11,2000,2000-11-08
23,7,1990,1990-07-23
21,5,1981,1981-05-21
8,4,2009,2009-04-08
10,10,1977,1977-10-10
9,2,1970,1970-02-09
14,7,2006,2006-07-14
9,6,2008,2008-06-09
9,6,2009,2009-06-09
2,3,2012,2012-03-02
6,6,1981,1981-06-06
4,1,1992,1992-01-04
9,5,1978,1978-05-09
8,7,1984,1984-07-08
8,8,2005,2005-08-08
17,11,1988,1988-11-17
12,11,2018,2018-11-12
4,5,1996,1996-05-04
27,12,1976,1976-12-27
23,6,1993,1993-06-23
29,7,1972,1972-07-29
30,5,1985,1985-05-30
23,1,2008,2008-01-23
22,12,1992,1992-12-22
5,2,1992,1992-02-05
16,11,1982,1982-11-16
7,12,2005,2005-12-07
8,7,2022,2022-07-08
10,8,1971,1971-08-10
12,9,1991,1991-09-12
11,4,1985,1985-04-11
24,11,2020,2020-11-24
17,8,1982,1982-08-17
2,3,2022,2022-03-02
14,3,2015,2015-03-14
25,6,1998,1998-06-25
22,8,2022,2022-08-22
1,10,2002,2002-10-01
4,5,1994,1994-05-04
11,3,2021,2021-03-11
18,2,1983,1983-02-18
10,1,1997,1997-01-10
26,7,1996,1996-07-26
23,7,2020,2020-07-23
24,1,1971,1971-01-24
19,6,1977,1977-06-19
26,8,2020,2020-08-26
9,11,2008,2008-11-09
3,12,1984,1984-12-03
2,10,2019,2019-10-02
11,1,2020,2020-01-11
15,5,1977,1977-05-15
1,6,1990,1990-06-01
15,3,2017,2017-03-15
17,12,2011,2011-12-17
21,3,1985,1985-03-21
28,8,2016,2016-08-28
1,8,1973,1973-08-01
17,8,2011,2011-08-17
19,3,1983,1983-03-19
7,6,1971,1971-06-07
26,4,1976,1976-04-26
22,4,1985,1985-04-22
24,6,1977,1977-06-24
22,4,1991,1991-04-22
15,6,2009,2009-06-15
1,4,1986,1986-04-01
29,11,1992,1992-11-29
9,12,2012,2012-12-09
15,7,1999,1999-07-15
31,5,2024,2024-05-31
10,12,1975,1975-12-10
19,8,1978,1978-08-19
23,4,1977,1977-04-23
22,8,1976,1976-08-22
21,7,1998,1998-07-21
14,1,1993,1993-01-14
14,11,2010,2010-11-14
30,7,1976,1976-07-30
6,2,2011,2011-02-06
2,3,2005,2005-03-02
21,1,2017,2017-01-21
14,7,1989,1989-07-14
27,10,2006,2006-10-27
14,5,1981,1981-05-14
25,11,2021,2021-11-25
1,3,2018,2018-03-01
4,12,1992,1992-12-04
8,10,2005,2005-10-08
19,2,2015,2015-02-19
16,7,1970,1970-07-16
30,1,2014,2014-01-30
19,12,2005,2005-12-19
30,8,1998,1998-08-30
10,8,2020,2020-08-10
9,3,1994,1994-03-09
22,1,1971,1971-01-22
16,11,2008,2008-11-16
7,10,1989,1989-10-07
31,8,1976,1976-08-31
1,2,1988,1988-02-01
11,3,1994,1994-03-11
19,1,1975,1975-01-19
16,10,1995,1995-10-16
2,3,1972,1972-03-02
26,8,1995,1995-08-26
29,1,1970,1970-01-29
31,8,1986,1986-08-31
24,8,2003,2003-08-24
26,12,1976,1976-12-26
8,7,1998,1998-07-08
24,3,2024,2024-03-24
19,6,1996,1996-06-19
14,2,2020,2020-02-14
5,2,1980,1980-02-05
12,6,2020,2020-06-12
4,1,2024,2024-01-04
11,9,1988,1988-09-11
3,11,1981,1981-11-03
22,5,1988,1988-05-22
13,7,1975,1975-07-13
11,2,2010,2010-02-11
21,6,1982,1982-06-21
15,2,2010,2010-02-15
26,11,1984,1984-11-26
17,6,1984,1984-06-17
21,12,2022,2022-12-21
3,7,1996,1996-07-03
15,10,1988,1988-10-15
22,10,2022,2022-10-22
1,10,2010,2010-10-01
12,3,1975,1975-03-12
6,9,1980,1980-09-06
29,7,1984,1984-07-29
24,10,2022,2022-10-24
9,9,2015,2015-09-09
11,7,2000,2000-07-11
14,1,2022,2022-01-14
4,3,1977,1977-03-04
7,2,2022,2022-02-07
5,2,1983,1983-02-05
24,1,1971,1971-01-24
23,9,1981,1981-09-23
18,11,1982,1982-11-18
23,3,1999,1999-03-23
14,12,2003,2003-12-14
25,11,1976,1976-11-25
16,6,2021,2021-06-16
9,5,2011,2011-05-09
31,1,1984,1984-01-31
15,1,1982,1982-01-15
7,2,1973,1973-02-07
17,12,2000,2000-12-17
18,11,1979,1979-11-18
4,6,1996,1996-06-04
21,5,1975,1975-05-21
12,8,2022,2022-08-12
5,2,1977,1977-02-05
30,4,2024,2024-04-30
26,8,1985,1985-08-26
8,11,1989,1989-11-08
28,10,1970,1970-10-28
12,9,1981,1981-09-12
18,2,2012,2012-02-18
20,5,2018,2018-05-20
15,12,2002,2002-12-15
4,3,2022,2022-03-04
24,1,2018,2018-01-24
3,7,1970,1970-07-03
7,4,1985,1985-04-07
25,5,2007,2007-05-25
10,1,2023,2023-01-10
31,8,2004,2004-08-31
21,7,1989,1989-07-21
19,7,1980,1980-07-19
11,2,2016,2016-02-11
20,5,1971,1971-05-20
14,12,1976,1976-12-14
10,7,2005,2005-07-10
25,1,2000,2000-01-25
26,3,1986,1986-03-26
18,3,1989,1989-03-18
16,12,1982,1982-12-16
14,3,1989,1989-03-14
22,1,1986,1986-01-22
14,1,1999,1999-01-14
23,11,2002,2002-11-23
7,10,2023,2023-10-07
10,3,1979,1979-03-10
14,4,1971,1971-04-14
13,8,2020,2020-08-13
17,9,1978,1978-09-17
18,9,1974,1974-09-18
11,8,2024,2024-08-11
26,12,1985,1985-12-26
29,11,2013,2013-11-29
26,1,2023,2023-01-26
4,11,2011,2011-11-04
3,12,2018,2018-12-03
5,6,1992,1992-06-05
24,6,2003,2003-06-24
5,9,1970,1970-09-05
27,12,2013,2013-12-27
17,6,1986,1986-06-17
11,11,1982,1982-11-11
20,1,1981,1981-01-20
29,4,2019,2019-04-29
4,11,1985,1985-11-04
5,8,1976,1976-08-05
30,6,2011,2011-06-30
4,9,2015,2015-09-04
2,8,2010,2010-08-02
30,3,1987,1987-03-30
8,6,2013,2013-06-08
15,9,1992,1992-09-15
1,6,1995,1995-06-01
22,4,1976,1976-04-22
9,3,1975,1975-03-09
24,9,2014,2014-09-24
22,9,1975,1975-09-22
8,9,2008,2008-09-08
5,7,1971,1971-07-05
21,7,2000,2000-07-21
12,12,2011,2011-12-12
23,6,1982,1982-06-23
2,7,2013,2013-07-02
28,10,1978,1978-10-28
7,4,1996,1996-04-07
19,3,2007,2007-03-19
17,5,1985,1985-05-17
26,4,1987,1987-04-26
7,6,1971,1971-06-07
29,10,1987,1987-10-29
8,12,2014,2014-12-08
14,3,1990,1990-03-14
11,2,1994,1994-02-11
7,1,2000,2000-01-07
15,1,2015,2015-01-15
26,2,2000,2000-02-26
21,8,1992,1992-08-21
28,3,2015,2015-03-28
27,8,1990,1990-08-27
27,11,2010,2010-11-27
1,5,1984,1984-05-01
19,8,1989,1989-08-19
20,8,1992,1992-08-20
29,4,1975,1975-04-29
17,8,1982,1982-08-17
4,10,1971,1971-10-04
15,12,2003,2003-12-15
15,11,2017,2017-11-15
16,4,1985,1985-04-16
1,8,1977,1977-08-01
16,8,2000,2000-08-16
8,2,1987,1987-02-08
10,4,1986,1986-04-10
11,8,1994,1994-08-11
29,4,1983,1983-04-29
15,5,1971,1971-05-15
27,7,1986,1986-07-27
15,5,2012,2012-05-15
4,7,2023,2023-07-04
10,2,1974,1974-02-10
19,11,2022,2022-11-19
12,4,1984,1984-04-12
5,3,1986,1986-03-05
3,7,2015,2015-07-03
31,5,1991,1991-05-31
10,5,1976,1976-05-10
28,9,1981,1981-09-28
27,2,2000,2000-02-27
5,1,1979,1979-01-05
1,12,1987,1987-12-01
4,5,2004,2004-05-04
17,5,2022,2022-05-17
19,10,1998,1998-10-19
14,4,2021,2021-04-14
20,5,2021,2021-05-20
8,11,2008,2008-11-08
26,2,1993,1993-02-26
8,3,1994,1994-03-08
12,12,1991,1991-12-12
22,2,2015,2015-02-22
24,8,1974,1974-08-24
28,4,1984,1984-04-28
9,3,2023,2023-03-09
5,5,1998,1998-05-05
19,11,2006,2006-11-19
17,3,2024,2024-03-17
19,8,1976,1976-08-19
21,6,2011,2011-06-21
12,12,2021,2021-12-12
13,10,2014,2014-10-13
10,10,2009,2009-10-10
9,4,1974,1974-04-09
29,10,2023,2023-10-29
1,6,1992,1992-06-01
23,4,1978,1978-04-23
26,6,2005,2005-06-26
27,10,2017,2017-10-27
6,9,1985,1985-09-06
11,6,1985,1985-06-11
16,6,1974,1974-06-16
3,5,2002,2002-05-03
31,5,2024,2024-05-31
12,11,2015,2015-11-12
30,7,1971,1971-07-30
4,3,2006,2006-03-04
31,3,1974,1974-03-31
6,6,1986,1986-06-06
21,11,2013,2013-11-21
18,7,2002,2002-07-18
9,4,1989,1989-04-09
30,4,1976,1976-04-30
30,12,1981,1981-12-30
3,11,1982,1982-11-03
21,1,2007,2007-01-21
11,5,1982,1982-05-11
20,7,1988,1988-07-20
21,2,1992,1992-02-21
28,11,2012,2012-11-28
4,9,1975,1975-09-04
7,3,1974,1974-03-07
18,3,2016,2016-03-18
17,11,2001,2001-11-17
14,3,1982,1982-03-14
13,6,1991,1991-06-13
13,11,1987,1987-11-13
21,1,2020,2020-01-21
22,6,1996,1996-06-22
11,6,1983,1983-06-11
31,12,1992,1992-12-31
25,7,2015,2015-07-25
28,5,2000,2000-05-28
16,7,2011,2011-07-16
21,9,1979,1979-09-21
9,8,1972,1972-08-09
23,10,1982,1982-10-23
28,12,1979,1979-12-28
25,10,2017,2017-10-25
29,1,2002,2002-01-29
13,9,1980,1980-09-13
25,2,1979,1979-02-25
25,7,2014,2014-07-25
3,12,2004,2004-12-03
19,12,1971,1971-12-19
11,1,1971,1971-01-11
11,1,1997,1997-01-11
29,5,1971,1971-05-29
15,6,1979,1979-06-15
16,9,1974,1974-09-16
5,8,1998,1998-08-05
20,11,1986,1986-11-20
21,6,1998,1998-06-21
30,4,1971,1971-04-30
2,11,2004,2004-11-02
28,10,2012,2012-10-28
26,2,1975,1975-02-26
25,3,2017,2017-03-25
11,7,2015,2015-07-11
19,10,1999,1999-10-19
22,11,1990,1990-11-22
17,7,2009,2009-07-17
1,9,1993,1993-09-01
23,4,1982,1982-04-23
2,11,1989,1989-11-02
22,12,2004,2004-12-22
22,2,2014,2014-02-22
24,7,2014,2014-07-24
18,12,1991,1991-12-18
30,10,2010,2010-10-30
8,7,1977,1977-07-08
11,3,2024,2024-03-11
25,12,2022,2022-12-25
6,7,2024,2024-07-06
9,3,2021,2021-03-09
12,11,1976,1976-11-12
30,11,2008,2008-11-30
15,5,1977,1977-05-15
14,11,1975,1975-11-14
21,6,1976,1976-06-21
30,10,1994,1994-10-30
21,9,1970,1970-09-21
27,4,1983,1983-04-27
24,11,1984,1984-11-24
31,10,1980,1980-10-31
12,1,1986,1986-01-12
28,8,1988,1988-08-28
15,4,1980,1980-04-15
19,9,1983,1983-09-19
12,5,1999,1999-05-12
15,3,2000,2000-03-15
12,11,1972,1972-11-12
30,5,1983,1983-05-30
16,8,2017,2017-08-16
2,2,2019,2019-02-02
9,6,2002,2002-06-09
10,9,1985,1985-09-10
6,4,2023,2023-04-06
12,5,2003,2003-05-12
29,5,1980,1980-05-29
28,8,1970,1970-08-28
12,2,1984,1984-02-12
20,3,2003,2003-03-20
12,10,2003,2003-10-12
20,2,2013,2013-02-20
28,3,1982,1982-03-28
23,7,1976,1976-07-23
5,12,1983,1983-12-05
23,6,2021,2021-06-23
11,9,2008,2008-09-11
11,7,1975,1975-07-11
7,3,2011,2011-03-07
24,12,1977,1977-12-24
8,12,1998,1998-12-08
8,4,2024,2024-04-08
5,7,1986,1986-07-05
4,3,2007,2007-03-04
19,11,1974,1974-11-19
20,2,2000,2000-02-20
20,3,2004,2004-03-20
2,3,1971,1971-03-02
4,12,2020,2020-12-04
27,4,1989,1989-04-27
3,10,1973,1973-10-03
18,11,2014,2014-11-18
23,6,2024,2024-06-23
6,11,1986,1986-11-06
13,7,2005,2005-07-13
27,8,1975,1975-08-27
16,12,1994,1994-12-16
12,11,2012,2012-11-12
14,12,2001,2001-12-14
4,9,1997,1997-09-04
30,5,2006,2006-05-30
2,11,1996,1996-11-02
21,11,2002,2002-11-21
8,4,1988,1988-04-08
10,3,2010,2010-03-10
4,5,1983,1983-05-04
3,7,2007,2007-07-03
15,12,1972,1972-12-15
28,3,2000,2000-03-28
17,9,1981,1981-09-17
1,2,2012,2012-02-01
22,10,1992,1992-10-22
6,9,1981,1981-09-06
30,9,1987,1987-09-30
2,2,2024,2024-02-02
15,1,1987,1987-01-15
20,4,1979,1979-04-20
20,5,1992,1992-05-20
17,8,2019,2019-08-17
6,1,1993,1993-01-06
7,9,1978,1978-09-07
13,12,2009,2009-12-13
22,5,1984,1984-05-22
27,10,1994,1994-10-27
11,2,1995,1995-02-11
23,3,1976,1976-03-23
16,1,2008,2008-01-16
24,8,1987,1987-08-24
23,10,2004,2004-10-23
25,2,1977,1977-02-25
12,6,2023,2023-06-12
13,9,2019,2019-09-13
7,1,1994,1994-01-07
31,5,1972,1972-05-31
11,6,2014,2014-06-11
26,3,1987,1987-03-26
7,3,2024,2024-03-07
15,9,2017,2017-09-15
3,4,1976,1976-04-03
17,3,2016,2016-03-17
8,4,2018,2018-04-08
2,1,2001,2001-01-02
23,5,1977,1977-05-23
26,3,1985,1985-03-26
26,9,1973,1973-09-26
27,1,2017,2017-01-27
22,11,2007,2007-11-22
7,1,1979,1979-01-07
27,3,1992,1992-03-27
6,9,1990,1990-09-06
25,1,1988,1988-01-25
7,12,1976,1976-12-07
28,9,2003,2003-09-28
11,8,1973,1973-08-11
1,11,1982,1982-11-01
11,9,2002,2002-09-11
9,1,2010,2010-01-09
11,7,1974,1974-07-11
5,12,2016,2016-12-05
8,10,1975,1975-10-08
19,12,1986,1986-12-19
5,4,1992,1992-04-05
12,6,1974,1974-06-12
22,2,1977,1977-02-22
13,5,1991,1991-05-13
14,8,1971,1971-08-14
16,1,2007,2007-01-16
16,8,1981,1981-08-16
10,12,2016,2016-12-10
2,12,2018,2018-12-02
10,11,1981,1981-11-10
18,9,2000,2000-09-18
2,4,2004,2004-04-02
13,3,1982,1982-03-13
17,6,1998,1998-06-17
26,8,1998,1998-08-26
6,6,1989,1989-06-06
8,11,1989,1989-11-08
4,6,2007,2007-06-04
30,4,1987,1987-04-30
26,4,1992,1992-04-26
15,6,2003,2003-06-15
14,4,2012,2012-04-14
27,7,2017,2017-07-27
26,1,1993,1993-01-26
20,4,1982,1982-04-20
6,12,2002,2002-12-06
4,1,2006,2006-01-04
26,7,1973,1973-07-26
30,1,1971,1971-01-30
14,2,1974,1974-02-14
5,1,2009,2009-01-05
29,10,1977,1977-10-29
14,12,2010,2010-12-14
8,5,2022,2022-05-08
30,12,1992,1992-12-30
7,1,2013,2013-01-07
19,12,2006,2006-12-19
27,4,2008,2008-04-27
16,2,1981,1981-02-16
11,9,1988,1988-09-11
14,12,1999,1999-12-14
11,11,1993,1993-11-11
12,5,1996,1996-05-12
9,6,2014,2014-06-09
30,1,1986,1986-01-30
26,8,1973,1973-08-26
30,12,1989,1989-12-30
4,5,1990,1990-05-04
26,4,1991,1991-04-26
19,6,1999,1999-06-19
25,7,1987,1987-07-25
9,5,1992,1992-05-09
15,3,2002,2002-03-15
29,12,1991,1991-12-29
16,6,2008,2008-06-16
16,7,2000,2000-07-16
11,11,1985,1985-11-11
30,8,2018,2018-08-30
4,4,2016,2016-04-04
14,12,2021,2021-12-14
9,8,2002,2002-08-09
19,5,1972,1972-05-19
29,8,1976,1976-08-29
25,1,1981,1981-01-25
25,4,1981,1981-04-25
15,12,1985,1985-12-15
28,6,2023,2023-06-28
21,2,2011,2011-02-21
30,10,2009,2009-10-30
13,10,2001,2001-10-13
18,11,2001,2001-11-18
29,6,2022,2022-06-29
11,7,1986,1986-07-11
30,3,2019,2019-03-30
15,7,2005,2005-07-15
13,7,1993,1993-07-13
20,9,2020,2020-09-20
9,10,2006,2006-10-09
20,12,1983,1983-12-20
18,3,2000,2000-03-18
11,6,2002,2002-06-11
3,10,1970,1970-10-03
27,8,2009,2009-08-27
8,11,1998,1998-11-08
2,2,2006,2006-02-02
2,12,1976,1976-12-02
10,1,2012,2012-01-10
1,1,1971,1971-01-01
30,10,1996,1996-10-30
12,3,1996,1996-03-12
20,8,1993,1993-08-20
3,3,1999,1999-03-03
7,8,1989,1989-08-07
15,10,1983,1983-10-15
10,8,1970,1970-08-10
31,5,2008,2008-05-31
8,3,1986,1986-03-08
7,1,1984,1984-01-07
27,1,1997,1997-01-27
7,9,1987,1987-09-07
2,12,1970,1970-12-02
25,6,2014,2014-06-25
1,12,1997,1997-12-01
20,12,1979,1979-12-20
4,11,1978,1978-11-04
25,9,1977,1977-09-25
16,9,1995,1995-09-16
21,7,2016,2016-07-21
24,4,2023,2023-04-24
8,6,1990,1990-06-08
1,9,2021,2021-09-01
17,7,1997,1997-07-17
19,3,1993,1993-03-19
25,2,2023,2023-02-25
24,1,1977,1977-01-24
4,1,1979,1979-01-04
17,7,1993,1993-07-17
8,11,2003,2003-11-08
16,4,1990,1990-04-16
9,5,2001,2001-05-09
24,1,1991,1991-01-24
19,5,2008,2008-05-19
22,3,1981,1981-03-22
16,8,2009,2009-08-16
21,12,1970,1970-12-21
9,3,2001,2001-03-09
21,1,1993,1993-01-21
17,6,1974,1974-06-17
14,1,2008,2008-01-14
11,7,1988,1988-07-11
7,2,1978,1978-02-07
28,3,1992,1992-03-28
31,3,2001,2001-03-31
2,11,1981,1981-11-02
9,5,1972,1972-05-09
11,8,2005,2005-08-11
18,7,1994,1994-07-18
26,5,2020,2020-05-26
16,7,1974,1974-07-16
29,9,2020,2020-09-29
22,2,1991,1991-02-22
16,5,2023,2023-05-16
4,2,1999,1999-02-04
16,8,2019,2019-08-16
8,1,2009,2009-01-08
28,7,2013,2013-07-28
4,2,1973,1973-02-04
27,8,1999,1999-08-27
2,4,1982,1982-04-02
23,6,1982,1982-06-23
26,8,1995,1995-08-26
6,1,1980,1980-01-06
1,9,2016,2016-09-01
17,1,2001,2001-01-17
15,2,1987,1987-02-15
3,4,2004,2004-04-03
10,3,1982,1982-03-10
30,1,2014,2014-01-30
17,1,2010,2010-01-17
12,6,1994,1994-06-12
10,4,2022,2022-04-10
8,3,1986,1986-03-08
15,2,1979,1979-02-15
6,6,2001,2001-06-06
18,1,2013,2013-01-18
21,7,1970,1970-07-21
20,4,1995,1995-04-20
29,4,2016,2016-04-29
20,1,1985,1985-01-20
21,3,2008,2008-03-21
5,12,1993,1993-12-05
2,4,1993,1993-04-02
29,9,1994,1994-09-29
8,4,2000,2000-04-08
15,1,1994,1994-01-15
23,4,2023,2023-04-23
25,2,2011,2011-02-25
6,6,1976,1976-06-06
23,12,1978,1978-12-23
7,7,1971,1971-07-07
5,1,2002,2002-01-05
15,8,1990,1990-08-15
2,7,1992,1992-07-02
12,12,1992,1992-12-12
21,7,1991,1991-07-21
1,5,2023,2023-05-01
10,9,1991,1991-09-10
22,11,2011,2011-11-22
27,4,1991,1991-04-27
30,11,2021,2021-11-30
27,10,1992,1992-10-27
26,2,1982,1982-02-26
28,7,2020,2020-07-28
23,1,2011,2011-01-23
8,8,2018,2018-08-08
22,7,2009,2009-07-22
18,9,1993,1993-09-18
27,2,2003,2003-02-27
18,6,1994,1994-06-18
11,8,2018,2018-08-11
11,3,1981,1981-03-11
5,9,2021,2021-09-05
28,12,1984,1984-12-28
10,2,2006,2006-02-10
23,7,1970,1970-07-23
21,12,1973,1973-12-21
16,8,2008,2008-08-16
5,3,1976,1976-03-05
23,2,1986,1986-02-23
1,7,1988,1988-07-01
3,3,1976,1976-03-03
27,10,1971,1971-10-27
17,1,2017,2017-01-17
15,1,2016,2016-01-15
21,6,1989,1989-06-21
18,8,1993,1993-08-18
5,4,2019,2019-04-05
30,5,2017,2017-05-30
4,2,2022,2022-02-04
2,3,1978,1978-03-02
8,8,1976,1976-08-08
3,5,2009,2009-05-03
8,2,2004,2004-02-08
1,6,2001,2001-06-01
19,2,1985,1985-02-19
7,1,1972,1972-01-07
22,9,1978,1978-09-22
2,1,2000,2000-01-02
7,12,1979,1979-12-07
30,7,2017,2017-07-30
14,5,2017,2017-05-14
5,9,2007,2007-09-05
7,2,1978,1978-02-07
27,6,1975,1975-06-27
8,1,2018,2018-01-08
28,8,1977,1977-08-28
6,1,1996,1996-01-06
9,6,2020,2020-06-09
31,10,2002,2002-10-31
5,2,1976,1976-02-05
30,5,2007,2007-05-30
9,10,1975,1975-10-09
10,4,2008,2008-04-10
4,6,1987,1987-06-04
29,8,1970,1970-08-29
13,6,1974,1974-06-13
30,12,2009,2009-12-30
3,10,1976,1976-10-03
28,2,1988,1988-02-28
3,10,1987,1987-10-03
18,12,2016,2016-12-18
18,12,1989,1989-12-18
4,5,1985,1985-05-04
9,6,1970,1970-06-09
7,5,2014,2014-05-07
30,5,1977,1977-05-30
25,3,2012,2012-03-25
24,6,1975,1975-06-24
13,11,1990,1990-11-13
3,2,1996,1996-02-03
3,1,1972,1972-01-03
12,11,1979,1979-11-12
31,5,2022,2022-05-31
10,5,2008,2008-05-10
25,6,2009,2009-06-25
31,5,1980,1980-05-31
8,2,1982,1982-02-08
13,9,1985,1985-09-13
28,7,2012,2012-07-28
19,4,2020,2020-04-19
19,3,1987,1987-03-19
2,6,1993,1993-06-02
8,5,2000,2000-05-08
24,3,2011,2011-03-24
22,6,1995,1995-06-22
11,7,1986,1986-07-11
19,12,2015,2015-12-19
25,8,2002,2002-08-25
27,9,2012,2012-09-27
29,6,1981,1981-06-29
10,1,2007,2007-01-10
30,9,1996,1996-09-30
4,8,2017,2017-08-04
31,10,1984,1984-10-31
16,2,1970,1970-02-16
20,6,2016,2016-06-20
17,8,2013,2013-08-17
24,4,2007,2007-04-24
29,6,1986,1986-06-29
3,3,1984,1984-03-03
1,9,1972,1972-09-01
29,6,2022,2022-06-29
10,12,1980,1980-12-10
30,3,2018,2018-03-30
17,7,2009,2009-07-17
14,12,1990,1990-12-14
14,3,1973,1973-03-14
29,5,2004,2004-05-29
5,11,2014,2014-11-05
6,7,1993,1993-07-06
10,6,2022,2022-06-10
8,11,2007,2007-11-08
27,9,1998,1998-09-27
15,8,1990,1990-08-15
26,7,2009,2009-07-26
23,2,2005,2005-02-23
20,8,1999,1999-08-20
10,6,2022,2022-06-10
24,9,2019,2019-09-24
24,6,2023,2023-06-24
28,5,2018,2018-05-28
22,6,2022,2022-06-22
28,7,1984,1984-07-28
6,6,1989,1989-06-06
25,2,1990,1990-02-25
12,3,2004,2004-03-12
12,2,1975,1975-02-12
13,2,1986,1986-02-13
7,7,2012,2012-07-07
25,7,1996,1996-07-25
28,6,1990,1990-06-28
25,8,1991,1991-08-25
1,6,1978,1978-06-01
8,3,1984,1984-03-08
7,10,2006,2006-10-07
29,5,2004,2004-05-29
28,12,2009,2009-12-28
7,6,2001,2001-06-07
7,9,1977,1977-09-07
22,1,1998,1998-01-22
3,4,1978,1978-04-03
15,1,2009,2009-01-15
27,11,2019,2019-11-27
13,9,1997,1997-09-13
5,2,2003,2003-02-05
31,10,2005,2005-10-31
8,2,1998,1998-02-08
1,9,2013,2013-09-01
5,5,1978,1978-05-05
28,1,1983,1983-01-28
18,3,2011,2011-03-18
21,3,1978,1978-03-21
4,6,1985,1985-06-04
30,4,2017,2017-04-30
23,10,1976,1976-10-23
28,4,2024,2024-04-28
27,11,2020,2020-11-27
22,5,2014,2014-05-22
3,9,2021,2021-09-03
4,10,1975,1975-10-04
24,5,1985,1985-05-24
17,1,1978,1978-01-17
25,3,2011,2011-03-25
25,10,1990,1990-10-25
21,12,1993,1993-12-21
7,8,2023,2023-08-07
25,3,1999,1999-03-25
26,12,1988,1988-12-26
17,1,1987,1987-01-17
8,2,1970,1970-02-08
4,8,1983,1983-08-04
21,5,2010,2010-05-21
8,2,2011,2011-02-08
6,7,1975,1975-07-06
9,8,1989,1989-08-09
15,3,2001,2001-03-15
8,5,1979,1979-05-08
11,4,1979,1979-04-11
18,5,1996,1996-05-18
17,2,1997,1997-02-17
