birth_day,birth_month,birth_year,birth_date
17,3,2002,2002-03-17
17,10,2014,2014-10-17
6,2,1929,1929-02-06
22,8,1915,1915-08-22
16,6,1970,1970-06-16
30,9,1962,1962-09-30
23,11,1937,1937-11-23
5,11,1977,1977-11-05
25,4,1987,1987-04-25
30,9,1967,1967-09-30
4,2,1998,1998-02-04
10,10,2004,2004-10-10
1,8,1964,1964-08-01
23,12,1927,1927-12-23
23,10,1990,1990-10-23
23,1,1909,1909-01-23
29,12,1971,1971-12-29
3,7,1956,1956-07-03
7,1,1988,1988-01-07
28,1,1915,1915-01-28
13,11,1981,1981-11-13
1,3,2015,2015-03-01
15,2,1959,1959-02-15
2,10,1977,1977-10-02
3,5,2024,2024-05-03
15,10,1917,1917-10-15
8,7,2013,2013-07-08
13,10,1952,1952-10-13
23,10,1954,1954-10-23
16,10,1964,1964-10-16
5,5,1941,1941-05-05
12,5,1967,1967-05-12
2,5,1971,1971-05-02
26,10,2016,2016-10-26
4,2,1936,1936-02-04
9,4,1919,1919-04-09
29,4,1943,1943-04-29
15,5,1935,1935-05-15
3,11,1957,1957-11-03
23,6,1928,1928-06-23
16,7,1955,1955-07-16
12,4,1994,1994-04-12
24,3,2014,2014-03-24
25,6,2021,2021-06-25
5,4,1912,1912-04-05
1,5,2016,2016-05-01
6,6,1958,1958-06-06
31,10,1968,1968-10-31
9,9,1929,1929-09-09
28,9,1971,1971-09-28
10,12,1970,1970-12-10
18,10,2016,2016-10-18
12,2,1950,1950-02-12
22,6,1996,1996-06-22
4,5,1996,1996-05-04
13,6,1996,1996-06-13
3,12,1915,1915-12-03
18,11,1927,1927-11-18
10,3,1962,1962-03-10
28,8,1942,1942-08-28
8,7,1985,1985-07-08
18,8,1968,1968-08-18
10,1,1973,1973-01-10
8,5,1993,1993-05-08
13,8,1948,1948-08-13
17,4,1992,1992-04-17
21,8,1977,1977-08-21
17,12,1998,1998-12-17
28,5,2022,2022-05-28
14,10,1963,1963-10-14
18,2,1999,1999-02-18
25,3,1948,1948-03-25
10,5,1995,1995-05-10
25,11,1999,1999-11-25
28,12,2008,2008-12-28
5,5,1993,1993-05-05
28,5,1940,1940-05-28
16,1,2018,2018-01-16
10,12,1966,1966-12-10
16,1,2019,2019-01-16
16,4,2020,2020-04-16
26,4,1948,1948-04-26
11,8,1916,1916-08-11
11,10,1981,1981-10-11
30,3,1969,1969-03-30
18,3,1927,1927-03-18
28,4,1919,1919-04-28
19,2,1925,1925-02-19
9,2,1913,1913-02-09
22,10,1995,1995-10-22
5,12,1947,1947-12-05
22,11,1914,1914-11-22
7,3,1948,1948-03-07
26,5,2010,2010-05-26
26,10,1940,1940-10-26
6,1,1910,1910-01-06
20,6,1935,1935-06-20
27,8,1926,1926-08-27
16,8,1968,1968-08-16
15,5,1963,1963-05-15
1,1,1939,1939-01-01
5,1,1986,1986-01-05
10,6,1912,1912-06-10
4,1,1967,1967-01-04
20,1,1959,1959-01-20
1,6,2015,2015-06-01
29,12,1966,1966-12-29
9,1,1975,1975-01-09
28,4,1959,1959-04-28
28,4,1999,1999-04-28
31,10,1994,1994-10-31
10,3,2014,2014-03-10
19,2,2006,2006-02-19
22,10,1909,1909-10-22
16,1,2018,2018-01-16
20,4,1999,1999-04-20
10,7,1927,1927-07-10
9,2,1937,1937-02-09
17,4,1990,1990-04-17
22,8,1967,1967-08-22
19,7,1939,1939-07-19
3,7,1997,1997-07-03
21,9,1949,1949-09-21
20,4,1967,1967-04-20
25,5,1925,1925-05-25
15,5,1977,1977-05-15
20,11,1958,1958-11-20
7,10,1920,1920-10-07
18,12,1958,1958-12-18
30,4,1943,1943-04-30
26,5,1996,1996-05-26
2,7,2011,2011-07-02
25,11,2019,2019-11-25
9,4,1935,1935-04-09
17,4,1945,1945-04-17
29,7,1997,1997-07-29
21,5,1988,1988-05-21
27,8,1981,1981-08-27
21,1,1981,1981-01-21
29,11,1936,1936-11-29
4,11,1964,1964-11-04
20,9,1934,1934-09-20
12,2,1966,1966-02-12
11,1,1976,1976-01-11
13,10,2013,2013-10-13
11,3,1911,1911-03-11
22,2,2017,2017-02-22
4,3,2024,2024-03-04
23,3,1976,1976-03-23
25,3,1938,1938-03-25
13,1,1923,1923-01-13
27,11,1971,1971-11-27
28,1,1983,1983-01-28
17,3,1946,1946-03-17
6,11,1997,1997-11-06
30,5,1968,1968-05-30
6,10,1946,1946-10-06
29,7,1957,1957-07-29
29,4,1973,1973-04-29
28,12,1954,1954-12-28
21,6,1913,1913-06-21
23,8,1927,1927-08-23
3,6,1923,1923-06-03
30,4,1977,1977-04-30
5,1,2010,2010-01-05
18,4,1989,1989-04-18
13,5,1990,1990-05-13
16,10,2017,2017-10-16
13,1,1929,1929-01-13
23,10,1939,1939-10-23
30,6,1918,1918-06-30
20,2,1913,1913-02-20
9,9,1915,1915-09-09
1,7,1923,1923-07-01
23,5,2009,2009-05-23
28,6,1911,1911-06-28
4,3,2012,2012-03-04
5,4,1970,1970-04-05
15,11,1933,1933-11-15
9,2,1999,1999-02-09
12,8,1971,1971-08-12
10,6,1927,1927-06-10
14,6,1964,1964-06-14
11,6,2015,2015-06-11
16,11,1919,1919-11-16
6,5,1962,1962-05-06
22,12,1967,1967-12-22
2,6,1975,1975-06-02
17,3,2024,2024-03-17
28,7,1992,1992-07-28
18,3,1929,1929-03-18
1,1,1950,1950-01-01
14,10,1977,1977-10-14
24,1,1941,1941-01-24
9,2,1940,1940-02-09
4,8,1975,1975-08-04
18,11,1972,1972-11-18
22,3,1912,1912-03-22
3,1,1957,1957-01-03
22,9,1921,1921-09-22
1,1,1956,1956-01-01
22,10,1976,1976-10-22
26,7,1930,1930-07-26
20,11,1950,1950-11-20
30,3,1936,1936-03-30
29,1,1979,1979-01-29
2,1,2015,2015-01-02
15,1,1998,1998-01-15
3,2,1985,1985-02-03
20,10,1965,1965-10-20
23,11,1974,1974-11-23
11,10,1956,1956-10-11
16,11,2016,2016-11-16
18,7,1927,1927-07-18
4,5,1992,1992-05-04
5,8,1999,1999-08-05
14,9,1929,1929-09-14
7,11,1951,1951-11-07
27,10,1994,1994-10-27
10,4,2006,2006-04-10
25,6,1952,1952-06-25
22,4,1962,1962-04-22
27,3,1952,1952-03-27
3,5,1966,1966-05-03
9,1,2006,2006-01-09
27,3,1960,1960-03-27
17,5,2005,2005-05-17
19,1,1998,1998-01-19
25,9,1976,1976-09-25
1,3,2021,2021-03-01
16,12,1950,1950-12-16
25,3,1987,1987-03-25
30,10,1919,1919-10-30
23,9,1920,1920-09-23
17,4,1963,1963-04-17
4,10,1909,1909-10-04
20,4,1912,1912-04-20
2,9,1934,1934-09-02
20,10,2023,2023-10-20
5,7,1930,1930-07-05
14,4,1963,1963-04-14
22,7,1926,1926-07-22
20,10,1970,1970-10-20
6,1,1966,1966-01-06
14,7,1992,1992-07-14
1,5,1938,1938-05-01
12,12,1922,1922-12-12
30,6,2020,2020-06-30
13,8,1911,1911-08-13
2,2,1925,1925-02-02
23,9,1919,1919-09-23
14,10,2022,2022-10-14
8,3,2008,2008-03-08
22,12,1917,1917-12-22
7,7,1945,1945-07-07
13,7,1968,1968-07-13
5,1,1910,1910-01-05
12,12,2000,2000-12-12
29,4,1988,1988-04-29
18,2,1933,1933-02-18
5,3,1992,1992-03-05
6,4,1918,1918-04-06
27,1,1921,1921-01-27
10,8,1980,1980-08-10
23,5,1956,1956-05-23
24,9,1928,1928-09-24
21,9,1953,1953-09-21
29,3,2008,2008-03-29
18,12,2006,2006-12-18
24,3,1986,1986-03-24
23,12,1965,1965-12-23
24,3,2024,2024-03-24
12,12,1988,1988-12-12
10,5,1972,1972-05-10
4,4,1998,1998-04-04
24,3,1945,1945-03-24
7,3,1914,1914-03-07
8,1,1926,1926-01-08
16,8,1968,1968-08-16
1,8,1966,1966-08-01
4,3,2001,2001-03-04
31,1,1977,1977-01-31
24,4,1959,1959-04-24
15,12,1920,1920-12-15
25,7,1985,1985-07-25
15,2,1911,1911-02-15
7,3,1922,1922-03-07
20,8,1917,1917-08-20
29,3,1928,1928-03-29
12,6,2002,2002-06-12
9,6,1921,1921-06-09
8,10,2007,2007-10-08
9,7,1978,1978-07-09
6,7,1932,1932-07-06
5,1,1983,1983-01-05
25,4,2014,2014-04-25
12,12,1974,1974-12-12
24,2,1954,1954-02-24
30,4,1923,1923-04-30
19,11,2002,2002-11-19
10,12,1994,1994-12-10
7,4,2010,2010-04-07
29,6,2016,2016-06-29
11,3,2006,2006-03-11
4,7,1943,1943-07-04
10,4,1914,1914-04-10
26,8,1934,1934-08-26
11,5,1977,1977-05-11
4,3,1976,1976-03-04
16,4,1953,1953-04-16
6,9,1988,1988-09-06
27,6,1971,1971-06-27
13,4,2011,2011-04-13
23,7,2010,2010-07-23
29,9,1915,1915-09-29
17,2,1959,1959-02-17
30,7,1991,1991-07-30
5,6,1926,1926-06-05
4,4,1938,1938-04-04
8,9,2020,2020-09-08
12,4,1977,1977-04-12
28,10,1969,1969-10-28
23,11,1914,1914-11-23
29,1,2006,2006-01-29
26,7,1914,1914-07-26
11,4,2010,2010-04-11
18,12,1921,1921-12-18
31,8,1986,1986-08-31
12,1,1927,1927-01-12
1,3,1944,1944-03-01
20,10,1920,1920-10-20
24,2,2013,2013-02-24
13,12,1909,1909-12-13
14,7,1924,1924-07-14
23,12,2017,2017-12-23
4,6,1996,1996-06-04
29,2,2020,2020-02-29
18,7,1918,1918-07-18
29,1,1979,1979-01-29
20,11,1913,1913-11-20
8,5,1979,1979-05-08
31,3,2020,2020-03-31
26,11,1948,1948-11-26
25,9,1945,1945-09-25
13,7,2010,2010-07-13
20,8,1922,1922-08-20
22,12,1923,1923-12-22
10,6,1954,1954-06-10
19,2,1930,1930-02-19
19,5,2007,2007-05-19
17,4,1947,1947-04-17
8,1,2017,2017-01-08
27,12,1919,1919-12-27
2,5,1973,1973-05-02
18,7,1953,1953-07-18
17,8,1997,1997-08-17
9,4,1940,1940-04-09
7,12,2007,2007-12-07
17,9,1993,1993-09-17
12,5,1984,1984-05-12
23,4,1968,1968-04-23
5,11,1957,1957-11-05
2,7,1954,1954-07-02
19,9,1976,1976-09-19
27,6,1945,1945-06-27
6,12,1940,1940-12-06
6,10,1932,1932-10-06
4,2,2024,2024-02-04
3,9,2020,2020-09-03
14,6,1941,1941-06-14
10,11,1978,1978-11-10
23,6,1995,1995-06-23
9,10,1999,1999-10-09
1,8,1942,1942-08-01
7,7,1942,1942-07-07
11,1,1966,1966-01-11
14,12,1953,1953-12-14
7,9,1972,1972-09-07
12,4,1937,1937-04-12
30,1,1959,1959-01-30
14,4,1978,1978-04-14
21,1,1943,1943-01-21
28,6,1995,1995-06-28
5,6,1933,1933-06-05
22,4,2013,2013-04-22
10,3,2008,2008-03-10
20,3,1938,1938-03-20
24,6,1916,1916-06-24
4,3,1918,1918-03-04
9,9,1998,1998-09-09
30,4,2011,2011-04-30
24,3,1936,1936-03-24
15,2,1955,1955-02-15
13,9,1977,1977-09-13
29,7,1970,1970-07-29
18,9,2004,2004-09-18
24,3,1909,1909-03-24
14,11,1982,1982-11-14
6,12,2003,2003-12-06
9,10,1922,1922-10-09
31,8,1947,1947-08-31
13,12,1987,1987-12-13
3,6,1918,1918-06-03
24,12,2003,2003-12-24
13,5,1996,1996-05-13
19,2,1946,1946-02-19
20,5,2012,2012-05-20
21,7,2004,2004-07-21
10,5,1924,1924-05-10
15,11,1985,1985-11-15
10,11,1976,1976-11-10
3,11,1990,1990-11-03
28,9,2005,2005-09-28
1,8,1972,1972-08-01
11,11,1925,1925-11-11
26,10,1917,1917-10-26
8,2,1951,1951-02-08
3,11,1993,1993-11-03
7,6,1997,1997-06-07
31,1,1968,1968-01-31
30,1,1955,1955-01-30
15,4,1916,1916-04-15
19,1,1944,1944-01-19
6,4,2006,2006-04-06
19,1,1964,1964-01-19
3,2,1910,1910-02-03
28,1,1948,1948-01-28
28,9,1994,1994-09-28
26,1,1923,1923-01-26
20,8,1923,1923-08-20
3,8,1953,1953-08-03
6,4,2011,2011-04-06
28,11,1911,1911-11-28
24,5,2000,2000-05-24
21,4,1937,1937-04-21
5,8,1986,1986-08-05
26,2,1980,1980-02-26
3,11,2015,2015-11-03
17,12,1948,1948-12-17
3,1,1940,1940-01-03
15,7,1948,1948-07-15
14,1,2014,2014-01-14
19,7,1925,1925-07-19
6,4,1950,1950-04-06
27,6,1980,1980-06-27
16,1,1933,1933-01-16
20,8,1985,1985-08-20
13,3,2022,2022-03-13
20,6,1988,1988-06-20
2,2,1966,1966-02-02
30,6,1914,1914-06-30
26,12,1946,1946-12-26
9,10,1991,1991-10-09
4,7,2007,2007-07-04
7,11,1979,1979-11-07
1,4,1945,1945-04-01
6,3,1970,1970-03-06
14,9,1974,1974-09-14
17,10,2000,2000-10-17
28,10,1937,1937-10-28
1,1,1938,1938-01-01
1,5,1982,1982-05-01
27,3,1948,1948-03-27
13,5,2024,2024-05-13
10,2,1991,1991-02-10
16,2,1919,1919-02-16
7,6,1960,1960-06-07
24,12,2012,2012-12-24
15,2,1953,1953-02-15
16,8,1938,1938-08-16
17,3,1910,1910-03-17
21,3,2007,2007-03-21
25,1,1947,1947-01-25
27,4,2014,2014-04-27
18,5,1982,1982-05-18
4,12,1966,1966-12-04
5,1,1943,1943-01-05
2,10,1943,1943-10-02
14,6,1949,1949-06-14
1,1,1958,1958-01-01
6,9,2024,2024-09-06
17,11,1931,1931-11-17
1,12,1956,1956-12-01
9,2,2006,2006-02-09
28,6,2004,2004-06-28
7,12,1973,1973-12-07
3,5,1997,1997-05-03
23,7,1929,1929-07-23
16,6,1998,1998-06-16
29,7,2008,2008-07-29
28,1,1980,1980-01-28
30,7,2024,2024-07-30
27,10,2011,2011-10-27
29,10,1934,1934-10-29
17,9,1930,1930-09-17
17,6,1978,1978-06-17
24,4,1917,1917-04-24
8,3,2013,2013-03-08
20,11,2003,2003-11-20
25,8,1988,1988-08-25
11,2,1910,1910-02-11
23,9,1974,1974-09-23
18,8,1936,1936-08-18
27,5,2002,2002-05-27
25,11,1991,1991-11-25
30,9,2018,2018-09-30
5,11,2004,2004-11-05
8,3,1959,1959-03-08
22,12,1977,1977-12-22
13,12,1973,1973-12-13
11,6,1961,1961-06-11
8,3,2009,2009-03-08
3,2,1956,1956-02-03
24,10,2011,2011-10-24
9,4,1953,1953-04-09
15,6,1909,1909-06-15
6,1,1922,1922-01-06
18,8,1968,1968-08-18
12,6,2019,2019-06-12
21,7,1987,1987-07-21
10,3,1994,1994-03-10
26,2,1953,1953-02-26
6,2,1983,1983-02-06
6,12,2002,2002-12-06
10,2,1996,1996-02-10
11,3,2015,2015-03-11
12,2,1984,1984-02-12
16,12,1924,1924-12-16
27,11,1921,1921-11-27
16,4,1909,1909-04-16
14,3,2004,2004-03-14
22,4,1943,1943-04-22
13,2,1958,1958-02-13
17,12,2000,2000-12-17
12,1,1972,1972-01-12
29,9,1935,1935-09-29
2,7,2018,2018-07-02
27,11,1918,1918-11-27
1,2,1942,1942-02-01
23,11,2013,2013-11-23
21,4,1981,1981-04-21
17,11,1964,1964-11-17
3,5,1923,1923-05-03
11,12,1954,1954-12-11
1,1,1958,1958-01-01
15,9,1974,1974-09-15
30,1,1965,1965-01-30
1,8,1946,1946-08-01
29,6,1917,1917-06-29
12,12,1968,1968-12-12
18,7,1939,1939-07-18
5,4,1996,1996-04-05
7,12,2019,2019-12-07
17,10,2010,2010-10-17
9,7,2016,2016-07-09
25,1,1971,1971-01-25
20,6,1917,1917-06-20
15,12,1987,1987-12-15
27,1,1993,1993-01-27
24,7,1984,1984-07-24
27,4,1972,1972-04-27
6,5,1969,1969-05-06
19,12,1949,1949-12-19
2,7,1937,1937-07-02
1,10,1969,1969-10-01
20,9,1909,1909-09-20
6,4,1993,1993-04-06
20,8,1945,1945-08-20
22,6,2013,2013-06-22
2,1,1943,1943-01-02
3,4,1989,1989-04-03
3,9,1954,1954-09-03
10,7,2008,2008-07-10
15,3,1962,1962-03-15
10,11,1988,1988-11-10
31,7,2023,2023-07-31
19,6,2008,2008-06-19
6,5,1948,1948-05-06
4,6,1996,1996-06-04
18,11,1925,1925-11-18
20,4,1996,1996-04-20
2,10,1963,1963-10-02
29,7,1912,1912-07-29
21,4,2016,2016-04-21
24,11,2009,2009-11-24
24,7,1961,1961-07-24
4,12,1969,1969-12-04
1,3,1911,1911-03-01
21,1,1918,1918-01-21
21,7,1962,1962-07-21
25,4,1936,1936-04-25
3,10,1976,1976-10-03
23,9,1955,1955-09-23
19,12,1986,1986-12-19
14,6,1967,1967-06-14
10,11,1976,1976-11-10
28,2,1985,1985-02-28
3,7,2019,2019-07-03
10,3,1915,1915-03-10
6,6,1973,1973-06-06
8,1,1943,1943-01-08
1,9,1923,1923-09-01
28,11,2004,2004-11-28
6,12,2004,2004-12-06
24,9,1991,1991-09-24
6,4,1981,1981-04-06
3,1,2015,2015-01-03
30,1,1994,1994-01-30
13,9,1908,1908-09-13
12,11,1963,1963-11-12
25,1,1981,1981-01-25
2,1,1951,1951-01-02
31,1,2012,2012-01-31
28,11,2005,2005-11-28
23,10,1987,1987-10-23
23,1,1933,1933-01-23
7,6,2010,2010-06-07
4,12,1942,1942-12-04
29,12,1961,1961-12-29
10,2,1920,1920-02-10
20,9,1993,1993-09-20
16,7,1912,1912-07-16
20,8,1958,1958-08-20
1,3,1977,1977-03-01
19,9,2018,2018-09-19
5,10,1959,1959-10-05
14,11,1986,1986-11-14
30,9,1997,1997-09-30
24,4,1934,1934-04-24
20,12,2022,2022-12-20
4,4,1911,1911-04-04
9,7,1993,1993-07-09
28,3,1983,1983-03-28
25,12,1953,1953-12-25
9,1,1964,1964-01-09
28,8,1979,1979-08-28
1,2,2007,2007-02-01
11,12,1965,1965-12-11
15,12,2013,2013-12-15
5,7,1971,1971-07-05
18,10,1990,1990-10-18
30,10,1926,1926-10-30
28,4,1952,1952-04-28
7,3,1969,1969-03-07
10,11,1908,1908-11-10
12,5,1916,1916-05-12
9,12,1928,1928-12-09
4,12,1995,1995-12-04
15,6,1951,1951-06-15
28,6,2010,2010-06-28
19,12,1940,1940-12-19
30,12,1953,1953-12-30
5,7,1965,1965-07-05
6,6,1988,1988-06-06
2,9,2009,2009-09-02
21,6,1927,1927-06-21
4,9,1985,1985-09-04
8,3,2014,2014-03-08
15,4,1988,1988-04-15
1,7,1920,1920-07-01
3,8,1969,1969-08-03
24,6,1963,1963-06-24
24,1,1966,1966-01-24
11,6,1988,1988-06-11
23,10,2011,2011-10-23
30,10,2010,2010-10-30
28,3,2008,2008-03-28
26,11,1980,1980-11-26
6,3,1923,1923-03-06
15,6,2003,2003-06-15
2,11,2006,2006-11-02
10,1,2014,2014-01-10
25,2,1977,1977-02-25
29,6,1998,1998-06-29
9,12,2023,2023-12-09
11,8,2011,2011-08-11
12,8,2014,2014-08-12
9,3,1983,1983-03-09
16,7,1966,1966-07-16
19,9,2011,2011-09-19
28,3,1911,1911-03-28
17,7,1931,1931-07-17
3,12,1958,1958-12-03
5,4,2014,2014-04-05
21,2,2000,2000-02-21
26,9,1926,1926-09-26
7,7,1922,1922-07-07
15,4,1987,1987-04-15
25,2,1981,1981-02-25
23,4,2020,2020-04-23
13,10,1950,1950-10-13
6,11,2016,2016-11-06
7,7,2012,2012-07-07
6,7,1939,1939-07-06
9,7,1959,1959-07-09
8,12,1973,1973-12-08
20,8,1960,1960-08-20
29,1,2010,2010-01-29
4,4,2020,2020-04-04
4,3,1962,1962-03-04
18,6,1910,1910-06-18
22,3,2016,2016-03-22
24,5,1989,1989-05-24
21,4,1918,1918-04-21
11,3,1993,1993-03-11
4,4,1959,1959-04-04
31,5,1911,1911-05-31
25,3,2007,2007-03-25
23,10,1939,1939-10-23
31,1,1959,1959-01-31
18,6,1944,1944-06-18
20,12,2011,2011-12-20
20,5,1938,1938-05-20
16,2,1993,1993-02-16
3,9,1975,1975-09-03
21,7,2009,2009-07-21
1,4,2001,2001-04-01
18,4,1993,1993-04-18
3,6,2006,2006-06-03
25,5,2003,2003-05-25
21,10,2017,2017-10-21
11,7,1960,1960-07-11
10,8,1911,1911-08-10
12,9,1931,1931-09-12
30,4,2006,2006-04-30
7,5,1989,1989-05-07
18,7,1932,1932-07-18
11,2,1920,1920-02-11
12,7,2023,2023-07-12
22,11,1941,1941-11-22
9,6,1953,1953-06-09
29,11,1973,1973-11-29
23,8,1914,1914-08-23
8,9,1986,1986-09-08
25,3,1931,1931-03-25
14,6,1937,1937-06-14
17,8,1921,1921-08-17
19,9,1957,1957-09-19
30,4,1929,1929-04-30
16,8,2001,2001-08-16
19,10,1978,1978-10-19
2,9,2012,2012-09-02
9,5,1997,1997-05-09
3,1,1955,1955-01-03
27,9,1939,1939-09-27
9,8,1954,1954-08-09
6,7,1955,1955-07-06
9,8,1946,1946-08-09
5,3,1991,1991-03-05
3,6,1940,1940-06-03
29,11,1976,1976-11-29
13,12,1999,1999-12-13
15,4,1998,1998-04-15
16,9,2023,2023-09-16
11,4,1943,1943-04-11
29,1,1974,1974-01-29
12,11,1977,1977-11-12
27,12,1934,1934-12-27
4,7,2023,2023-07-04
8,12,1913,1913-12-08
3,11,1910,1910-11-03
11,6,2008,2008-06-11
13,6,1942,1942-06-13
11,2,2002,2002-02-11
3,9,1984,1984-09-03
15,8,1984,1984-08-15
8,9,1932,1932-09-08
9,4,2020,2020-04-09
17,10,1930,1930-10-17
26,7,1997,1997-07-26
19,12,1918,1918-12-19
6,2,1966,1966-02-06
15,10,1936,1936-10-15
6,3,1923,1923-03-06
31,8,1994,1994-08-31
8,4,1969,1969-04-08
2,2,2023,2023-02-02
28,9,2001,2001-09-28
9,6,1963,1963-06-09
11,4,1954,1954-04-11
22,6,1912,1912-06-22
8,9,1942,1942-09-08
26,2,1945,1945-02-26
2,3,2010,2010-03-02
12,4,1945,1945-04-12
19,2,1959,1959-02-19
19,5,1940,1940-05-19
10,1,1952,1952-01-10
20,9,1958,1958-09-20
20,4,1978,1978-04-20
3,8,1933,1933-08-03
16,10,1976,1976-10-16
29,8,1990,1990-08-29
3,12,2023,2023-12-03
26,6,2018,2018-06-26
27,10,2004,2004-10-27
10,11,1947,1947-11-10
30,1,1935,1935-01-30
2,6,1941,1941-06-02
16,3,2008,2008-03-16
26,12,1978,1978-12-26
19,3,1962,1962-03-19
19,10,1922,1922-10-19
17,6,2018,2018-06-17
25,8,1983,1983-08-25
21,3,1917,1917-03-21
29,12,2009,2009-12-29
24,8,1916,1916-08-24
28,11,1908,1908-11-28
30,8,2006,2006-08-30
31,10,1937,1937-10-31
17,1,2014,2014-01-17
12,6,1995,1995-06-12
2,10,1910,1910-10-02
19,4,1936,1936-04-19
10,9,1938,1938-09-10
7,10,2022,2022-10-07
25,8,1980,1980-08-25
13,7,2019,2019-07-13
9,3,1985,1985-03-09
8,6,1991,1991-06-08
15,5,1915,1915-05-15
27,9,1949,1949-09-27
10,11,1974,1974-11-10
3,5,1909,1909-05-03
18,12,1917,1917-12-18
1,2,1941,1941-02-01
1,5,1954,1954-05-01
21,12,2007,2007-12-21
4,11,2018,2018-11-04
30,3,1945,1945-03-30
22,10,1919,1919-10-22
12,12,1979,1979-12-12
12,12,1923,1923-12-12
10,12,1932,1932-12-10
12,10,1938,1938-10-12
18,12,1974,1974-12-18
20,1,1948,1948-01-20
17,5,1929,1929-05-17
7,7,1999,1999-07-07
9,3,1919,1919-03-09
22,6,1969,1969-06-22
17,8,1962,1962-08-17
12,3,1984,1984-03-12
27,10,1983,1983-10-27
17,6,1996,1996-06-17
19,12,1920,1920-12-19
1,10,1922,1922-10-01
9,2,2023,2023-02-09
16,10,1966,1966-10-16
24,9,1987,1987-09-24
29,9,1929,1929-09-29
22,5,1973,1973-05-22
20,2,1932,1932-02-20
1,12,1936,1936-12-01
24,4,1915,1915-04-24
29,8,1959,1959-08-29
4,8,1927,1927-08-04
8,8,1931,1931-08-08
26,3,1933,1933-03-26
5,5,1989,1989-05-05
15,9,1974,1974-09-15
21,9,1976,1976-09-21
2,9,1969,1969-09-02
24,3,1966,1966-03-24
28,7,1995,1995-07-28
4,3,2020,2020-03-04
27,4,1937,1937-04-27
5,8,2008,2008-08-05
10,1,1953,1953-01-10
30,10,1910,1910-10-30
22,12,1984,1984-12-22
9,6,1941,1941-06-09
1,5,1970,1970-05-01
2,9,1950,1950-09-02
25,10,1965,1965-10-25
20,1,1946,1946-01-20
27,1,1927,1927-01-27
23,10,1995,1995-10-23
10,11,2010,2010-11-10
4,1,1993,1993-01-04
23,12,1994,1994-12-23
7,1,1950,1950-01-07
23,5,2020,2020-05-23
3,8,1992,1992-08-03
17,9,1954,1954-09-17
7,6,2021,2021-06-07
20,3,1953,1953-03-20
10,9,1922,1922-09-10
17,8,1964,1964-08-17
29,10,2017,2017-10-29
10,3,1951,1951-03-10
14,9,1992,1992-09-14
31,5,1979,1979-05-31
19,7,1985,1985-07-19
7,4,2021,2021-04-07
20,2,1939,1939-02-20
15,1,2024,2024-01-15
19,4,1942,1942-04-19
1,4,1968,1968-04-01
9,9,2008,2008-09-09
6,2,1993,1993-02-06
8,7,1944,1944-07-08
12,8,2013,2013-08-12
20,8,1944,1944-08-20
31,10,1956,1956-10-31
20,1,1981,1981-01-20
5,9,1963,1963-09-05
5,1,1924,1924-01-05
5,2,2015,2015-02-05
1,1,1948,1948-01-01
22,1,2006,2006-01-22
24,5,2020,2020-05-24
28,1,2013,2013-01-28
22,5,1965,1965-05-22
25,1,1964,1964-01-25
9,8,1918,1918-08-09
3,4,1973,1973-04-03
20,1,2018,2018-01-20
5,3,1981,1981-03-05
28,2,1965,1965-02-28
5,11,1983,1983-11-05
8,1,1979,1979-01-08
11,6,1955,1955-06-11
18,10,1985,1985-10-18
4,1,2006,2006-01-04
6,10,1980,1980-10-06
7,4,1916,1916-04-07
27,7,1929,1929-07-27
10,12,2005,2005-12-10
6,11,1933,1933-11-06
26,4,1910,1910-04-26
3,5,1998,1998-05-03
12,2,2013,2013-02-12
8,7,1950,1950-07-08
11,4,1919,1919-04-11
7,6,1967,1967-06-07
14,8,1948,1948-08-14
24,10,1970,1970-10-24
20,6,1931,1931-06-20
20,12,1954,1954-12-20
6,10,1971,1971-10-06
3,12,1926,1926-12-03
5,5,1941,1941-05-05
19,10,1909,1909-10-19
9,11,1989,1989-11-09
18,4,1948,1948-04-18
17,11,1921,1921-11-17
13,12,1938,1938-12-13
25,5,1999,1999-05-25
22,5,1942,1942-05-22
26,11,1995,1995-11-26
10,4,1981,1981-04-10
7,10,2006,2006-10-07
12,3,1940,1940-03-12
31,3,1937,1937-03-31
24,12,1928,1928-12-24
29,10,1921,1921-10-29
7,1,1997,1997-01-07
23,2,1992,1992-02-23
21,6,1998,1998-06-21
19,9,1992,1992-09-19
24,11,2007,2007-11-24
27,8,2022,2022-08-27
6,8,1984,1984-08-06
9,2,2022,2022-02-09
4,8,1996,1996-08-04
19,12,1943,1943-12-19
29,12,1991,1991-12-29
24,2,1924,1924-02-24
14,12,1915,1915-12-14
20,12,1954,1954-12-20
10,8,2014,2014-08-10
14,1,1974,1974-01-14
29,6,2008,2008-06-29
25,6,2005,2005-06-25
7,7,1924,1924-07-07
23,9,2021,2021-09-23
26,5,2018,2018-05-26
11,1,1925,1925-01-11
17,2,2010,2010-02-17
21,11,1973,1973-11-21
12,10,1916,1916-10-12
15,2,2004,2004-02-15
17,4,1952,1952-04-17
20,6,1975,1975-06-20
25,11,1926,1926-11-25
27,9,1965,1965-09-27
9,2,1945,1945-02-09
27,3,1991,1991-03-27
9,12,1923,1923-12-09
9,4,1924,1924-04-09
1,12,1983,1983-12-01
17,12,1935,1935-12-17
19,4,1991,1991-04-19
7,1,1954,1954-01-07
1,8,1940,1940-08-01
24,12,1912,1912-12-24
