exam_date,exam_time,exam_datetime
2004-05-08,17:42:13,2004-05-08 17:42:13
2016-07-02,22:39:23,2016-07-02 22:39:23
2020-10-27,02:34:46,2020-10-27 02:34:46
1998-11-07,01:49:42,1998-11-07 01:49:42
2010-10-27,23:02:08,2010-10-27 23:02:08
1978-05-02,19:21:33,1978-05-02 19:21:33
1993-02-21,08:34:34,1993-02-21 08:34:34
1990-10-10,12:47:53,1990-10-10 12:47:53
1997-01-01,23:44:13,1997-01-01 23:44:13
2006-03-14,08:28:48,2006-03-14 08:28:48
2005-04-08,17:56:42,2005-04-08 17:56:42
2011-08-03,16:01:16,2011-08-03 16:01:16
1970-05-14,20:35:12,1970-05-14 20:35:12
1999-03-21,15:21:41,1999-03-21 15:21:41
1995-09-18,02:59:02,1995-09-18 02:59:02
2006-03-19,16:35:52,2006-03-19 16:35:52
1983-07-10,19:38:34,1983-07-10 19:38:34
1988-04-16,14:17:23,1988-04-16 14:17:23
2005-05-14,10:33:57,2005-05-14 10:33:57
1980-06-26,07:45:26,1980-06-26 07:45:26
2014-07-26,00:49:19,2014-07-26 00:49:19
1986-09-04,06:13:40,1986-09-04 06:13:40
1988-01-31,18:55:47,1988-01-31 18:55:47
1987-05-19,07:09:06,1987-05-19 07:09:06
1979-03-16,04:33:57,1979-03-16 04:33:57
1975-07-31,18:03:32,1975-07-31 18:03:32
2003-06-22,09:27:48,2003-06-22 09:27:48
2015-08-17,02:14:40,2015-08-17 02:14:40
2006-04-09,14:27:05,2006-04-09 14:27:05
1997-07-25,02:42:44,1997-07-25 02:42:44
2007-02-07,15:24:13,2007-02-07 15:24:13
1987-05-16,10:05:26,1987-05-16 10:05:26
2007-11-04,04:20:57,2007-11-04 04:20:57
1987-03-13,20:25:56,1987-03-13 20:25:56
2005-05-13,03:07:18,2005-05-13 03:07:18
2018-10-23,20:37:43,2018-10-23 20:37:43
1991-06-11,21:15:01,1991-06-11 21:15:01
2020-03-09,00:13:40,2020-03-09 00:13:40
1987-08-10,16:00:28,1987-08-10 16:00:28
2022-07-15,06:27:04,2022-07-15 06:27:04
1971-09-03,22:06:11,1971-09-03 22:06:11
2016-02-19,01:41:48,2016-02-19 01:41:48
2023-10-07,08:25:43,2023-10-07 08:25:43
1978-07-07,09:51:34,1978-07-07 09:51:34
1970-10-17,09:13:15,1970-10-17 09:13:15
1973-06-24,14:07:25,1973-06-24 14:07:25
1972-06-07,16:37:39,1972-06-07 16:37:39
2009-10-25,05:59:47,2009-10-25 05:59:47
1984-01-17,06:52:08,1984-01-17 06:52:08
1994-08-21,09:20:22,1994-08-21 09:20:22
1972-04-24,15:50:28,1972-04-24 15:50:28
2003-01-07,11:23:45,2003-01-07 11:23:45
2008-08-09,00:08:20,2008-08-09 00:08:20
1974-02-13,18:03:34,1974-02-13 18:03:34
1983-08-04,02:57:43,1983-08-04 02:57:43
1973-11-18,03:25:14,1973-11-18 03:25:14
1972-07-27,11:14:19,1972-07-27 11:14:19
1972-12-13,12:50:13,1972-12-13 12:50:13
2017-01-22,21:28:18,2017-01-22 21:28:18
2004-08-27,19:04:18,2004-08-27 19:04:18
1971-08-25,11:48:28,1971-08-25 11:48:28
1981-01-18,04:34:19,1981-01-18 04:34:19
1989-06-23,13:16:51,1989-06-23 13:16:51
2010-09-24,07:38:04,2010-09-24 07:38:04
2021-02-17,13:08:23,2021-02-17 13:08:23
1977-06-10,00:36:19,1977-06-10 00:36:19
1975-10-14,02:09:02,1975-10-14 02:09:02
2012-01-06,17:09:57,2012-01-06 17:09:57
1984-09-29,16:52:36,1984-09-29 16:52:36
2000-07-04,15:53:39,2000-07-04 15:53:39
1986-02-05,08:25:11,1986-02-05 08:25:11
1984-08-05,11:27:46,1984-08-05 11:27:46
1981-03-30,19:52:32,1981-03-30 19:52:32
2018-02-08,08:25:28,2018-02-08 08:25:28
1996-04-24,21:54:46,1996-04-24 21:54:46
1991-07-08,10:24:59,1991-07-08 10:24:59
1986-03-28,11:17:26,1986-03-28 11:17:26
1978-09-21,14:06:55,1978-09-21 14:06:55
1995-11-04,19:39:02,1995-11-04 19:39:02
1971-07-20,16:34:19,1971-07-20 16:34:19
2005-08-19,17:56:00,2005-08-19 17:56:00
1986-03-03,07:10:26,1986-03-03 07:10:26
1996-07-01,08:46:12,1996-07-01 08:46:12
2018-02-04,06:45:14,2018-02-04 06:45:14
1985-06-04,17:30:04,1985-06-04 17:30:04
1997-06-17,19:06:32,1997-06-17 19:06:32
1993-08-21,20:49:51,1993-08-21 20:49:51
2007-12-08,21:38:06,2007-12-08 21:38:06
2015-12-18,18:21:54,2015-12-18 18:21:54
1994-08-30,01:24:21,1994-08-30 01:24:21
1990-09-04,08:43:23,1990-09-04 08:43:23
1993-01-08,14:57:09,1993-01-08 14:57:09
1984-12-26,20:31:03,1984-12-26 20:31:03
1994-03-14,13:53:49,1994-03-14 13:53:49
2014-05-18,19:44:10,2014-05-18 19:44:10
1973-10-13,21:08:24,1973-10-13 21:08:24
2010-01-29,01:18:00,2010-01-29 01:18:00
1994-05-22,20:22:11,1994-05-22 20:22:11
2016-05-16,20:58:01,2016-05-16 20:58:01
1992-09-06,21:29:10,1992-09-06 21:29:10
2001-03-29,18:15:44,2001-03-29 18:15:44
1970-01-23,09:40:38,1970-01-23 09:40:38
2005-06-04,19:31:45,2005-06-04 19:31:45
2007-12-28,09:26:57,2007-12-28 09:26:57
1987-06-08,02:13:01,1987-06-08 02:13:01
1971-04-13,06:40:02,1971-04-13 06:40:02
2019-04-16,13:26:00,2019-04-16 13:26:00
2014-04-07,11:08:49,2014-04-07 11:08:49
2000-10-26,15:25:34,2000-10-26 15:25:34
2015-02-28,22:51:42,2015-02-28 22:51:42
1971-01-20,05:05:21,1971-01-20 05:05:21
2018-07-16,12:49:27,2018-07-16 12:49:27
2024-07-30,04:19:25,2024-07-30 04:19:25
2023-06-01,03:40:34,2023-06-01 03:40:34
2019-09-17,21:52:52,2019-09-17 21:52:52
1972-11-30,10:10:34,1972-11-30 10:10:34
1986-07-14,15:16:01,1986-07-14 15:16:01
2017-02-21,00:08:03,2017-02-21 00:08:03
2017-07-27,15:10:16,2017-07-27 15:10:16
1977-08-22,12:06:23,1977-08-22 12:06:23
2020-11-28,01:37:35,2020-11-28 01:37:35
2003-03-10,14:59:06,2003-03-10 14:59:06
2019-12-16,21:38:41,2019-12-16 21:38:41
2018-11-17,15:13:07,2018-11-17 15:13:07
1979-11-02,03:35:57,1979-11-02 03:35:57
2020-05-03,17:56:56,2020-05-03 17:56:56
1983-11-24,17:11:22,1983-11-24 17:11:22
1988-08-02,05:26:58,1988-08-02 05:26:58
2017-02-22,04:06:56,2017-02-22 04:06:56
1978-03-18,02:01:04,1978-03-18 02:01:04
1976-01-14,20:58:50,1976-01-14 20:58:50
1994-01-18,23:45:09,1994-01-18 23:45:09
1996-03-04,10:30:15,1996-03-04 10:30:15
2006-11-19,22:49:43,2006-11-19 22:49:43
2023-05-08,00:35:21,2023-05-08 00:35:21
1993-03-03,06:14:51,1993-03-03 06:14:51
1985-03-12,20:52:36,1985-03-12 20:52:36
1976-01-14,21:13:44,1976-01-14 21:13:44
1973-10-29,06:00:23,1973-10-29 06:00:23
2013-05-17,05:09:31,2013-05-17 05:09:31
2022-08-29,16:11:16,2022-08-29 16:11:16
2017-05-27,20:52:25,2017-05-27 20:52:25
1987-05-20,12:57:34,1987-05-20 12:57:34
1979-08-30,23:26:53,1979-08-30 23:26:53
1977-01-29,07:37:40,1977-01-29 07:37:40
2007-09-10,03:35:06,2007-09-10 03:35:06
2009-11-16,04:03:02,2009-11-16 04:03:02
1988-05-12,19:23:59,1988-05-12 19:23:59
2002-12-12,06:02:39,2002-12-12 06:02:39
2006-08-28,09:10:56,2006-08-28 09:10:56
1973-03-04,09:03:44,1973-03-04 09:03:44
1990-06-19,11:02:40,1990-06-19 11:02:40
2005-04-28,00:21:07,2005-04-28 00:21:07
1976-07-02,11:08:25,1976-07-02 11:08:25
1982-01-08,03:07:41,1982-01-08 03:07:41
1995-12-28,19:17:45,1995-12-28 19:17:45
1985-05-14,20:08:19,1985-05-14 20:08:19
1996-05-15,01:34:07,1996-05-15 01:34:07
1981-08-14,03:50:43,1981-08-14 03:50:43
2022-12-11,06:11:47,2022-12-11 06:11:47
1997-10-04,06:42:47,1997-10-04 06:42:47
1987-12-24,11:15:17,1987-12-24 11:15:17
1998-10-02,17:45:44,1998-10-02 17:45:44
2002-07-25,04:58:03,2002-07-25 04:58:03
2015-11-11,10:44:39,2015-11-11 10:44:39
1976-03-14,08:17:47,1976-03-14 08:17:47
1973-04-08,00:04:30,1973-04-08 00:04:30
2011-11-27,06:08:40,2011-11-27 06:08:40
1974-08-13,12:29:07,1974-08-13 12:29:07
2004-08-02,12:57:16,2004-08-02 12:57:16
1992-01-08,00:45:59,1992-01-08 00:45:59
1970-01-14,00:49:35,1970-01-14 00:49:35
1999-03-11,02:19:53,1999-03-11 02:19:53
1988-03-08,13:29:17,1988-03-08 13:29:17
1970-08-04,23:12:22,1970-08-04 23:12:22
1983-02-17,14:16:37,1983-02-17 14:16:37
2002-06-01,12:20:58,2002-06-01 12:20:58
2005-11-02,01:21:04,2005-11-02 01:21:04
2023-06-26,02:54:05,2023-06-26 02:54:05
1976-08-05,22:19:43,1976-08-05 22:19:43
2013-08-24,12:05:41,2013-08-24 12:05:41
1987-08-15,21:37:57,1987-08-15 21:37:57
1996-02-27,10:07:20,1996-02-27 10:07:20
2003-11-07,00:04:40,2003-11-07 00:04:40
1992-05-13,01:47:34,1992-05-13 01:47:34
1983-03-29,11:47:42,1983-03-29 11:47:42
1981-04-16,15:35:23,1981-04-16 15:35:23
2000-12-01,11:14:30,2000-12-01 11:14:30
1984-04-30,13:34:07,1984-04-30 13:34:07
1972-09-28,17:19:39,1972-09-28 17:19:39
1970-11-05,03:02:36,1970-11-05 03:02:36
1987-03-06,11:22:32,1987-03-06 11:22:32
1977-06-22,12:52:00,1977-06-22 12:52:00
2016-02-14,21:32:51,2016-02-14 21:32:51
2020-07-08,17:59:46,2020-07-08 17:59:46
1977-08-08,22:09:39,1977-08-08 22:09:39
1993-11-06,23:22:46,1993-11-06 23:22:46
1989-11-25,06:04:18,1989-11-25 06:04:18
1983-10-24,17:10:36,1983-10-24 17:10:36
1991-02-18,06:30:09,1991-02-18 06:30:09
1985-12-17,13:51:37,1985-12-17 13:51:37
1998-04-15,18:18:53,1998-04-15 18:18:53
2016-05-21,14:00:25,2016-05-21 14:00:25
2003-11-02,07:43:18,2003-11-02 07:43:18
2012-01-19,15:37:17,2012-01-19 15:37:17
2012-02-22,07:08:18,2012-02-22 07:08:18
2007-08-16,09:47:38,2007-08-16 09:47:38
2021-09-09,01:42:46,2021-09-09 01:42:46
2012-11-18,20:17:49,2012-11-18 20:17:49
1983-03-30,14:44:29,1983-03-30 14:44:29
2005-07-14,23:33:46,2005-07-14 23:33:46
2001-07-08,13:47:45,2001-07-08 13:47:45
2023-06-14,15:01:25,2023-06-14 15:01:25
1987-10-30,05:10:22,1987-10-30 05:10:22
2002-10-29,13:00:12,2002-10-29 13:00:12
2021-09-08,16:29:30,2021-09-08 16:29:30
2007-06-07,01:31:07,2007-06-07 01:31:07
2022-02-04,22:18:46,2022-02-04 22:18:46
1981-02-15,15:08:11,1981-02-15 15:08:11
1970-12-17,19:48:55,1970-12-17 19:48:55
2001-10-17,13:13:59,2001-10-17 13:13:59
2014-03-17,06:00:20,2014-03-17 06:00:20
2018-10-14,14:55:43,2018-10-14 14:55:43
1974-11-19,14:47:38,1974-11-19 14:47:38
1983-07-27,21:57:08,1983-07-27 21:57:08
1991-01-06,21:07:44,1991-01-06 21:07:44
1979-05-27,15:37:23,1979-05-27 15:37:23
2024-04-03,07:46:06,2024-04-03 07:46:06
1973-11-18,22:06:11,1973-11-18 22:06:11
1999-10-10,02:25:04,1999-10-10 02:25:04
1975-07-22,20:48:17,1975-07-22 20:48:17
2002-08-04,09:32:14,2002-08-04 09:32:14
1977-02-26,08:02:07,1977-02-26 08:02:07
1995-11-22,10:32:37,1995-11-22 10:32:37
2005-07-04,22:18:14,2005-07-04 22:18:14
2017-11-19,16:37:11,2017-11-19 16:37:11
2000-02-21,11:46:14,2000-02-21 11:46:14
2010-08-31,10:18:10,2010-08-31 10:18:10
1978-01-26,07:59:54,1978-01-26 07:59:54
2010-11-23,06:08:50,2010-11-23 06:08:50
1982-08-04,19:47:58,1982-08-04 19:47:58
1977-06-07,03:40:24,1977-06-07 03:40:24
2020-05-23,01:18:18,2020-05-23 01:18:18
2005-04-05,09:49:48,2005-04-05 09:49:48
1979-11-28,03:08:53,1979-11-28 03:08:53
2024-01-01,02:41:57,2024-01-01 02:41:57
2018-02-04,21:02:50,2018-02-04 21:02:50
1993-11-22,11:22:22,1993-11-22 11:22:22
1975-12-10,02:43:56,1975-12-10 02:43:56
1996-09-12,23:18:23,1996-09-12 23:18:23
2008-01-15,05:34:56,2008-01-15 05:34:56
1977-05-20,05:52:00,1977-05-20 05:52:00
1998-02-01,03:05:19,1998-02-01 03:05:19
2015-06-28,04:56:27,2015-06-28 04:56:27
1993-08-27,10:29:50,1993-08-27 10:29:50
1988-02-23,19:17:48,1988-02-23 19:17:48
2015-06-09,21:26:35,2015-06-09 21:26:35
1986-07-18,02:25:33,1986-07-18 02:25:33
1984-04-26,22:42:07,1984-04-26 22:42:07
2002-08-27,06:20:11,2002-08-27 06:20:11
2000-09-20,18:12:22,2000-09-20 18:12:22
1987-07-11,08:40:34,1987-07-11 08:40:34
2020-04-10,05:57:37,2020-04-10 05:57:37
2011-11-18,22:30:50,2011-11-18 22:30:50
1979-07-11,03:58:11,1979-07-11 03:58:11
2002-02-27,07:54:36,2002-02-27 07:54:36
1978-04-01,03:57:14,1978-04-01 03:57:14
1990-01-19,10:01:17,1990-01-19 10:01:17
1989-04-22,04:48:21,1989-04-22 04:48:21
1986-04-05,00:13:37,1986-04-05 00:13:37
1985-02-01,10:31:25,1985-02-01 10:31:25
2014-10-10,17:40:55,2014-10-10 17:40:55
1992-07-22,08:02:48,1992-07-22 08:02:48
1971-12-21,18:10:18,1971-12-21 18:10:18
1990-01-17,07:41:09,1990-01-17 07:41:09
1974-03-15,10:19:02,1974-03-15 10:19:02
2009-12-12,22:56:58,2009-12-12 22:56:58
1979-02-09,06:17:07,1979-02-09 06:17:07
2003-11-05,10:15:42,2003-11-05 10:15:42
1994-11-15,23:44:34,1994-11-15 23:44:34
2008-09-21,14:22:29,2008-09-21 14:22:29
2011-01-29,07:43:18,2011-01-29 07:43:18
2020-04-10,07:55:28,2020-04-10 07:55:28
1978-07-12,02:04:44,1978-07-12 02:04:44
2018-02-28,15:09:19,2018-02-28 15:09:19
2003-09-05,10:31:14,2003-09-05 10:31:14
1970-06-02,21:49:28,1970-06-02 21:49:28
1990-10-12,14:23:19,1990-10-12 14:23:19
2002-05-04,19:39:26,2002-05-04 19:39:26
1985-08-09,07:31:41,1985-08-09 07:31:41
2020-12-13,21:12:18,2020-12-13 21:12:18
1984-11-02,11:02:15,1984-11-02 11:02:15
2000-05-19,04:37:27,2000-05-19 04:37:27
2016-03-02,23:27:40,2016-03-02 23:27:40
1978-06-17,21:30:11,1978-06-17 21:30:11
2020-08-25,08:22:34,2020-08-25 08:22:34
2011-02-06,07:49:13,2011-02-06 07:49:13
2009-01-22,20:21:21,2009-01-22 20:21:21
2014-02-20,12:57:50,2014-02-20 12:57:50
1975-11-05,19:29:25,1975-11-05 19:29:25
2009-06-08,20:22:55,2009-06-08 20:22:55
1995-07-08,16:48:52,1995-07-08 16:48:52
2016-04-05,10:18:28,2016-04-05 10:18:28
2013-02-23,10:35:10,2013-02-23 10:35:10
1993-01-26,00:41:41,1993-01-26 00:41:41
1972-12-28,06:25:52,1972-12-28 06:25:52
1984-02-23,05:08:22,1984-02-23 05:08:22
2001-09-16,02:45:45,2001-09-16 02:45:45
2015-09-30,07:06:46,2015-09-30 07:06:46
2019-04-16,04:28:44,2019-04-16 04:28:44
1977-10-11,03:30:26,1977-10-11 03:30:26
2023-09-05,14:47:51,2023-09-05 14:47:51
1980-05-03,17:19:44,1980-05-03 17:19:44
1974-07-16,15:05:31,1974-07-16 15:05:31
1989-05-30,14:04:54,1989-05-30 14:04:54
1998-08-06,16:14:56,1998-08-06 16:14:56
1973-10-07,19:44:25,1973-10-07 19:44:25
1974-07-08,20:55:08,1974-07-08 20:55:08
2024-08-05,02:26:16,2024-08-05 02:26:16
1981-09-30,00:44:36,1981-09-30 00:44:36
1976-01-19,11:06:27,1976-01-19 11:06:27
2005-01-31,09:00:24,2005-01-31 09:00:24
1971-10-27,02:11:53,1971-10-27 02:11:53
1984-08-25,06:41:02,1984-08-25 06:41:02
1996-08-04,16:06:14,1996-08-04 16:06:14
1991-08-08,03:23:34,1991-08-08 03:23:34
2001-04-17,14:22:19,2001-04-17 14:22:19
1991-02-10,05:38:49,1991-02-10 05:38:49
1976-08-26,00:35:53,1976-08-26 00:35:53
1987-11-15,00:52:34,1987-11-15 00:52:34
1993-11-27,05:22:23,1993-11-27 05:22:23
1970-05-12,19:49:20,1970-05-12 19:49:20
1989-11-02,18:15:35,1989-11-02 18:15:35
1985-06-22,19:16:26,1985-06-22 19:16:26
1984-12-13,14:57:28,1984-12-13 14:57:28
1981-02-20,17:32:20,1981-02-20 17:32:20
2016-02-05,10:38:45,2016-02-05 10:38:45
1980-06-26,12:01:09,1980-06-26 12:01:09
2010-06-20,15:09:40,2010-06-20 15:09:40
2015-04-11,15:14:33,2015-04-11 15:14:33
1987-07-05,11:04:51,1987-07-05 11:04:51
2012-03-31,19:26:30,2012-03-31 19:26:30
2006-03-10,07:27:29,2006-03-10 07:27:29
1996-05-10,05:52:54,1996-05-10 05:52:54
1996-07-24,23:33:58,1996-07-24 23:33:58
1972-08-07,18:53:32,1972-08-07 18:53:32
2014-04-26,21:45:40,2014-04-26 21:45:40
1979-11-20,03:06:35,1979-11-20 03:06:35
2004-10-07,08:12:26,2004-10-07 08:12:26
1987-03-01,03:02:01,1987-03-01 03:02:01
2016-05-15,15:48:12,2016-05-15 15:48:12
2010-07-24,09:48:11,2010-07-24 09:48:11
1985-07-09,05:11:33,1985-07-09 05:11:33
1974-05-05,16:21:22,1974-05-05 16:21:22
2023-09-15,04:37:04,2023-09-15 04:37:04
2001-09-02,02:00:58,2001-09-02 02:00:58
1974-02-08,17:15:46,1974-02-08 17:15:46
2005-09-09,20:36:14,2005-09-09 20:36:14
1985-05-08,07:26:07,1985-05-08 07:26:07
1985-02-14,12:19:01,1985-02-14 12:19:01
2022-08-25,04:09:57,2022-08-25 04:09:57
1997-11-08,20:07:04,1997-11-08 20:07:04
1984-12-16,15:58:06,1984-12-16 15:58:06
2014-02-18,20:19:07,2014-02-18 20:19:07
1996-09-27,00:12:58,1996-09-27 00:12:58
1987-06-18,02:43:31,1987-06-18 02:43:31
1975-08-27,21:35:26,1975-08-27 21:35:26
1998-09-06,19:21:31,1998-09-06 19:21:31
1981-08-16,06:22:39,1981-08-16 06:22:39
2016-09-28,11:13:20,2016-09-28 11:13:20
1994-10-28,02:25:38,1994-10-28 02:25:38
1994-07-21,22:39:57,1994-07-21 22:39:57
1998-07-27,19:16:25,1998-07-27 19:16:25
2002-03-02,15:22:52,2002-03-02 15:22:52
2001-06-26,18:32:53,2001-06-26 18:32:53
1979-07-14,13:09:15,1979-07-14 13:09:15
2008-11-23,15:50:26,2008-11-23 15:50:26
1975-08-14,16:14:49,1975-08-14 16:14:49
2013-09-09,07:48:50,2013-09-09 07:48:50
1996-04-05,21:18:12,1996-04-05 21:18:12
1993-03-01,13:55:43,1993-03-01 13:55:43
1970-01-12,17:15:27,1970-01-12 17:15:27
1981-03-26,22:03:37,1981-03-26 22:03:37
2015-12-03,13:57:53,2015-12-03 13:57:53
2022-03-29,07:10:40,2022-03-29 07:10:40
1999-06-19,00:56:19,1999-06-19 00:56:19
1988-05-09,03:18:59,1988-05-09 03:18:59
2007-03-22,13:02:50,2007-03-22 13:02:50
1970-09-16,04:07:25,1970-09-16 04:07:25
2004-06-11,23:28:17,2004-06-11 23:28:17
2022-06-26,00:54:08,2022-06-26 00:54:08
1975-06-12,05:22:55,1975-06-12 05:22:55
1974-02-19,11:27:18,1974-02-19 11:27:18
2004-12-30,18:26:52,2004-12-30 18:26:52
1974-03-31,10:11:39,1974-03-31 10:11:39
1984-10-23,18:52:02,1984-10-23 18:52:02
2005-04-26,05:36:44,2005-04-26 05:36:44
1991-08-27,07:37:00,1991-08-27 07:37:00
2000-02-19,14:54:00,2000-02-19 14:54:00
1983-04-22,05:48:05,1983-04-22 05:48:05
1991-08-15,12:28:55,1991-08-15 12:28:55
1979-03-29,02:32:43,1979-03-29 02:32:43
1986-08-28,00:27:48,1986-08-28 00:27:48
1977-05-13,16:37:35,1977-05-13 16:37:35
1989-03-25,06:27:13,1989-03-25 06:27:13
2008-10-17,14:19:00,2008-10-17 14:19:00
1972-08-15,15:49:13,1972-08-15 15:49:13
1980-04-09,14:36:03,1980-04-09 14:36:03
2023-07-24,22:12:58,2023-07-24 22:12:58
2022-10-29,02:25:21,2022-10-29 02:25:21
2001-08-08,23:43:23,2001-08-08 23:43:23
1979-06-26,09:14:16,1979-06-26 09:14:16
1980-10-01,14:56:51,1980-10-01 14:56:51
2019-02-04,23:35:21,2019-02-04 23:35:21
1971-06-14,00:49:26,1971-06-14 00:49:26
1986-04-23,11:51:38,1986-04-23 11:51:38
2017-07-03,20:05:52,2017-07-03 20:05:52
1999-07-19,08:14:00,1999-07-19 08:14:00
1976-12-06,11:27:15,1976-12-06 11:27:15
1990-03-03,03:32:34,1990-03-03 03:32:34
1987-03-24,13:20:22,1987-03-24 13:20:22
1987-09-02,05:30:12,1987-09-02 05:30:12
1991-04-13,22:17:11,1991-04-13 22:17:11
1973-04-28,20:14:16,1973-04-28 20:14:16
2017-06-13,17:58:58,2017-06-13 17:58:58
2023-10-20,01:36:14,2023-10-20 01:36:14
1989-12-07,04:54:49,1989-12-07 04:54:49
1984-07-01,11:05:33,1984-07-01 11:05:33
2024-01-22,21:03:44,2024-01-22 21:03:44
2023-01-08,13:41:36,2023-01-08 13:41:36
2019-10-27,13:25:48,2019-10-27 13:25:48
1998-01-26,09:48:28,1998-01-26 09:48:28
2014-07-13,14:40:52,2014-07-13 14:40:52
1997-12-22,00:51:26,1997-12-22 00:51:26
2017-07-19,02:56:18,2017-07-19 02:56:18
2023-06-24,04:50:11,2023-06-24 04:50:11
1994-01-29,21:25:05,1994-01-29 21:25:05
1988-12-04,08:25:20,1988-12-04 08:25:20
1977-02-09,16:40:59,1977-02-09 16:40:59
1986-04-17,19:06:27,1986-04-17 19:06:27
1999-09-24,22:48:33,1999-09-24 22:48:33
1983-11-25,17:16:39,1983-11-25 17:16:39
2020-09-21,12:24:39,2020-09-21 12:24:39
1991-10-27,09:52:40,1991-10-27 09:52:40
1994-07-25,14:26:53,1994-07-25 14:26:53
2018-07-12,07:36:04,2018-07-12 07:36:04
2013-05-27,05:23:15,2013-05-27 05:23:15
2024-06-30,17:07:26,2024-06-30 17:07:26
1985-06-09,21:45:12,1985-06-09 21:45:12
2016-09-26,14:40:13,2016-09-26 14:40:13
1999-04-13,14:05:45,1999-04-13 14:05:45
1988-04-12,15:14:36,1988-04-12 15:14:36
2024-01-14,23:42:56,2024-01-14 23:42:56
1975-10-17,10:31:54,1975-10-17 10:31:54
2021-04-01,12:34:38,2021-04-01 12:34:38
2007-03-26,10:31:50,2007-03-26 10:31:50
1986-12-20,06:38:26,1986-12-20 06:38:26
1983-10-25,06:58:27,1983-10-25 06:58:27
2010-07-15,14:09:47,2010-07-15 14:09:47
1983-01-30,22:07:58,1983-01-30 22:07:58
1999-04-26,12:23:50,1999-04-26 12:23:50
1981-07-18,02:50:50,1981-07-18 02:50:50
1988-03-15,19:15:12,1988-03-15 19:15:12
1993-09-23,10:46:46,1993-09-23 10:46:46
2017-04-26,00:02:10,2017-04-26 00:02:10
2012-01-07,07:09:50,2012-01-07 07:09:50
2010-12-03,01:56:22,2010-12-03 01:56:22
1999-04-07,17:17:40,1999-04-07 17:17:40
1986-07-20,20:56:54,1986-07-20 20:56:54
1977-04-22,14:36:51,1977-04-22 14:36:51
1989-12-22,02:16:16,1989-12-22 02:16:16
1981-12-23,19:07:52,1981-12-23 19:07:52
1993-01-10,07:53:35,1993-01-10 07:53:35
2016-02-18,06:43:07,2016-02-18 06:43:07
1974-12-09,10:19:06,1974-12-09 10:19:06
1983-12-17,13:24:36,1983-12-17 13:24:36
2015-12-27,08:21:33,2015-12-27 08:21:33
1991-12-20,15:18:41,1991-12-20 15:18:41
2019-07-11,11:21:37,2019-07-11 11:21:37
1997-03-18,05:49:00,1997-03-18 05:49:00
2021-02-13,03:40:47,2021-02-13 03:40:47
2010-01-06,22:46:23,2010-01-06 22:46:23
2009-11-18,18:43:32,2009-11-18 18:43:32
1982-09-04,15:07:06,1982-09-04 15:07:06
1983-02-24,21:11:07,1983-02-24 21:11:07
1977-12-08,08:21:09,1977-12-08 08:21:09
1991-01-23,08:55:32,1991-01-23 08:55:32
1970-06-29,10:12:14,1970-06-29 10:12:14
2009-12-12,12:08:21,2009-12-12 12:08:21
2013-01-13,20:11:35,2013-01-13 20:11:35
1990-02-08,00:50:12,1990-02-08 00:50:12
1979-04-10,02:07:57,1979-04-10 02:07:57
2014-05-21,10:07:47,2014-05-21 10:07:47
2018-05-07,07:07:37,2018-05-07 07:07:37
2007-01-03,15:45:29,2007-01-03 15:45:29
2023-07-20,18:04:56,2023-07-20 18:04:56
2009-06-01,14:54:52,2009-06-01 14:54:52
1979-08-05,23:32:51,1979-08-05 23:32:51
2008-04-09,17:39:49,2008-04-09 17:39:49
1970-06-24,00:59:35,1970-06-24 00:59:35
1984-10-14,18:22:54,1984-10-14 18:22:54
1979-04-23,17:08:23,1979-04-23 17:08:23
1972-07-26,20:20:53,1972-07-26 20:20:53
1973-10-04,03:43:46,1973-10-04 03:43:46
1990-10-22,00:30:56,1990-10-22 00:30:56
2017-11-29,15:08:42,2017-11-29 15:08:42
2018-06-22,00:32:32,2018-06-22 00:32:32
2004-08-30,16:17:48,2004-08-30 16:17:48
1978-05-06,14:21:03,1978-05-06 14:21:03
1991-08-20,13:14:04,1991-08-20 13:14:04
1989-12-15,21:31:09,1989-12-15 21:31:09
1979-02-16,01:09:52,1979-02-16 01:09:52
1994-08-09,01:17:38,1994-08-09 01:17:38
2015-04-19,14:30:06,2015-04-19 14:30:06
1980-07-05,02:36:39,1980-07-05 02:36:39
2006-03-08,05:44:30,2006-03-08 05:44:30
2006-06-16,08:31:01,2006-06-16 08:31:01
1995-10-25,20:21:24,1995-10-25 20:21:24
2016-05-10,15:43:16,2016-05-10 15:43:16
1974-11-27,06:13:48,1974-11-27 06:13:48
1985-01-11,13:59:42,1985-01-11 13:59:42
2019-01-19,18:35:09,2019-01-19 18:35:09
2014-03-23,12:27:41,2014-03-23 12:27:41
2004-04-26,17:54:48,2004-04-26 17:54:48
2017-10-20,18:50:41,2017-10-20 18:50:41
2012-07-24,18:58:57,2012-07-24 18:58:57
2013-01-29,09:51:42,2013-01-29 09:51:42
2012-07-03,09:13:26,2012-07-03 09:13:26
2007-02-08,02:03:17,2007-02-08 02:03:17
1985-05-27,01:12:50,1985-05-27 01:12:50
2009-02-27,06:05:08,2009-02-27 06:05:08
1985-06-03,06:16:22,1985-06-03 06:16:22
1971-08-30,21:53:48,1971-08-30 21:53:48
2017-12-10,06:44:54,2017-12-10 06:44:54
2024-07-20,00:03:58,2024-07-20 00:03:58
2020-02-01,18:10:47,2020-02-01 18:10:47
1988-06-07,01:51:20,1988-06-07 01:51:20
