latitude,longitude,coordinates
48.0600625,34.817142,"48.0600625, 34.817142"
-7.9469895,121.233914,"-7.9469895, 121.233914"
-61.067297,-9.736287,"-61.067297, -9.736287"
-54.2679255,-32.274847,"-54.2679255, -32.274847"
56.6219935,-26.304953,"56.6219935, -26.304953"
87.8837525,-119.203893,"87.8837525, -119.203893"
-33.1464895,-112.946598,"-33.1464895, -112.946598"
-76.213944,-3.519886,"-76.213944, -3.519886"
58.358002,-78.741367,"58.358002, -78.741367"
58.9525585,-137.758996,"58.9525585, -137.758996"
50.632386,47.466829,"50.632386, 47.466829"
-41.217692,75.612524,"-41.217692, 75.612524"
57.6828655,-168.718868,"57.6828655, -168.718868"
-21.4075515,-92.271203,"-21.4075515, -92.271203"
5.080867,171.883767,"5.080867, 171.883767"
28.4190025,151.648206,"28.4190025, 151.648206"
9.2010735,-59.234795,"9.2010735, -59.234795"
64.806804,-19.911478,"64.806804, -19.911478"
89.6205935,86.499309,"89.6205935, 86.499309"
-77.3546895,160.867383,"-77.3546895, 160.867383"
55.2990025,-71.773561,"55.2990025, -71.773561"
15.5246925,144.896019,"15.5246925, 144.896019"
83.582358,-86.083513,"83.582358, -86.083513"
79.674879,13.778745,"79.674879, 13.778745"
-62.216811,15.423197,"-62.216811, 15.423197"
69.099867,-42.966912,"69.099867, -42.966912"
-11.0065135,-59.507713,"-11.0065135, -59.507713"
-74.7181285,4.040411,"-74.7181285, 4.040411"
86.1486365,15.245114,"86.1486365, 15.245114"
-76.105876,-37.039532,"-76.105876, -37.039532"
-44.589078,96.795452,"-44.589078, 96.795452"
89.733217,-128.732428,"89.733217, -128.732428"
23.1048975,-60.769465,"23.1048975, -60.769465"
-15.705298,130.728508,"-15.705298, 130.728508"
58.4048095,2.788538,"58.4048095, 2.788538"
-11.4057825,-111.384095,"-11.4057825, -111.384095"
-14.1163405,75.785729,"-14.1163405, 75.785729"
-31.251817,-73.059967,"-31.251817, -73.059967"
2.5694095,142.187821,"2.5694095, 142.187821"
-88.3050865,58.369328,"-88.3050865, 58.369328"
75.5439165,-26.864387,"75.5439165, -26.864387"
21.7041585,-147.304303,"21.7041585, -147.304303"
-24.0101975,-48.310846,"-24.0101975, -48.310846"
48.450407,93.932791,"48.450407, 93.932791"
5.075900,2.036081,"5.075900, 2.036081"
36.5844195,150.917525,"36.5844195, 150.917525"
68.861482,83.299644,"68.861482, 83.299644"
26.6890385,-39.050286,"26.6890385, -39.050286"
28.2615895,-149.291654,"28.2615895, -149.291654"
-50.408699,-127.918261,"-50.408699, -127.918261"
25.900366,46.888044,"25.900366, 46.888044"
72.297114,-82.602776,"72.297114, -82.602776"
45.944100,27.599668,"45.944100, 27.599668"
-86.716574,-116.989328,"-86.716574, -116.989328"
-35.0316025,-131.050009,"-35.0316025, -131.050009"
-45.0706085,-41.290249,"-45.0706085, -41.290249"
-21.508571,-15.940984,"-21.508571, -15.940984"
-6.6434355,-146.281266,"-6.6434355, -146.281266"
26.678300,-109.529284,"26.678300, -109.529284"
19.2496555,47.236554,"19.2496555, 47.236554"
-6.906180,-139.220327,"-6.906180, -139.220327"
21.886704,-3.368481,"21.886704, -3.368481"
-67.864526,-132.490575,"-67.864526, -132.490575"
52.6117205,136.489887,"52.6117205, 136.489887"
-86.2757885,-115.057394,"-86.2757885, -115.057394"
8.2125495,-40.250064,"8.2125495, -40.250064"
30.7956685,86.114474,"30.7956685, 86.114474"
-22.5514665,-178.858007,"-22.5514665, -178.858007"
-31.089367,35.024091,"-31.089367, 35.024091"
-71.1514465,130.581598,"-71.1514465, 130.581598"
7.301727,170.350112,"7.301727, 170.350112"
25.214759,-68.552999,"25.214759, -68.552999"
87.607341,-102.031344,"87.607341, -102.031344"
14.0509505,-17.286877,"14.0509505, -17.286877"
81.481264,-169.919339,"81.481264, -169.919339"
-78.4957755,19.497938,"-78.4957755, 19.497938"
54.474646,50.045384,"54.474646, 50.045384"
82.7765425,-55.531390,"82.7765425, -55.531390"
50.603497,-63.612042,"50.603497, -63.612042"
-63.619195,41.183725,"-63.619195, 41.183725"
29.383985,167.056471,"29.383985, 167.056471"
71.587322,82.852179,"71.587322, 82.852179"
-53.5877155,-22.815507,"-53.5877155, -22.815507"
87.230810,124.225197,"87.230810, 124.225197"
61.257884,57.959553,"61.257884, 57.959553"
-69.1726325,-139.920867,"-69.1726325, -139.920867"
36.314147,-70.125646,"36.314147, -70.125646"
-20.901378,162.461942,"-20.901378, 162.461942"
74.2379585,-8.773598,"74.2379585, -8.773598"
-61.8028975,94.512196,"-61.8028975, 94.512196"
71.361184,167.353668,"71.361184, 167.353668"
11.9057045,-167.586513,"11.9057045, -167.586513"
86.108495,-139.553147,"86.108495, -139.553147"
-65.1644135,-97.621127,"-65.1644135, -97.621127"
-50.858609,136.259156,"-50.858609, 136.259156"
9.176266,-154.890810,"9.176266, -154.890810"
59.3341565,-26.225639,"59.3341565, -26.225639"
-6.2328185,173.315123,"-6.2328185, 173.315123"
44.5805535,128.036808,"44.5805535, 128.036808"
2.3309685,-41.911529,"2.3309685, -41.911529"
-46.754014,-20.531958,"-46.754014, -20.531958"
-9.4187095,-99.884606,"-9.4187095, -99.884606"
85.464274,100.630025,"85.464274, 100.630025"
-3.3044065,144.046361,"-3.3044065, 144.046361"
-76.8623715,-170.937768,"-76.8623715, -170.937768"
-88.142197,147.467316,"-88.142197, 147.467316"
-31.825924,-82.242113,"-31.825924, -82.242113"
50.2068035,31.709841,"50.2068035, 31.709841"
-80.254148,46.135263,"-80.254148, 46.135263"
14.8482675,-161.914836,"14.8482675, -161.914836"
-36.0189325,-5.040553,"-36.0189325, -5.040553"
-24.1631625,25.402481,"-24.1631625, 25.402481"
-16.0033055,101.875075,"-16.0033055, 101.875075"
-2.293887,146.426856,"-2.293887, 146.426856"
-5.1135775,-158.255533,"-5.1135775, -158.255533"
-14.6238785,-115.258443,"-14.6238785, -115.258443"
81.9464635,-168.015803,"81.9464635, -168.015803"
51.635465,104.939473,"51.635465, 104.939473"
-29.3064995,58.285090,"-29.3064995, 58.285090"
-67.2471725,-114.739934,"-67.2471725, -114.739934"
-56.552671,119.260462,"-56.552671, 119.260462"
-89.8446585,82.688389,"-89.8446585, 82.688389"
-7.2269725,112.242369,"-7.2269725, 112.242369"
22.962794,-138.945896,"22.962794, -138.945896"
87.173588,130.582561,"87.173588, 130.582561"
50.732557,-145.696239,"50.732557, -145.696239"
-5.817836,-45.569209,"-5.817836, -45.569209"
-22.995032,170.377227,"-22.995032, 170.377227"
79.4579835,115.519947,"79.4579835, 115.519947"
-59.1097835,122.014364,"-59.1097835, 122.014364"
-80.673736,161.301387,"-80.673736, 161.301387"
-87.844758,174.125422,"-87.844758, 174.125422"
29.445201,14.816078,"29.445201, 14.816078"
-54.1461535,159.006150,"-54.1461535, 159.006150"
0.7491305,7.843671,"0.7491305, 7.843671"
-25.0598985,133.871621,"-25.0598985, 133.871621"
-32.0548635,-75.224237,"-32.0548635, -75.224237"
-12.989411,106.586263,"-12.989411, 106.586263"
86.6303535,106.949189,"86.6303535, 106.949189"
-85.2008585,54.243851,"-85.2008585, 54.243851"
54.4078925,-96.573436,"54.4078925, -96.573436"
-18.5142375,81.764835,"-18.5142375, 81.764835"
-64.572960,-91.706624,"-64.572960, -91.706624"
-53.7267405,-36.422759,"-53.7267405, -36.422759"
-27.762669,-16.643721,"-27.762669, -16.643721"
33.402114,-151.165482,"33.402114, -151.165482"
-12.3909855,-94.654251,"-12.3909855, -94.654251"
16.1807065,42.876278,"16.1807065, 42.876278"
-54.396717,-13.326831,"-54.396717, -13.326831"
1.6408905,-32.481323,"1.6408905, -32.481323"
52.9690175,-132.653669,"52.9690175, -132.653669"
33.020930,-157.815640,"33.020930, -157.815640"
-61.2781935,146.217487,"-61.2781935, 146.217487"
51.165256,-153.380373,"51.165256, -153.380373"
-83.9729275,9.125754,"-83.9729275, 9.125754"
53.309162,-29.113471,"53.309162, -29.113471"
34.021543,-119.518562,"34.021543, -119.518562"
-43.2245275,69.720892,"-43.2245275, 69.720892"
42.3860975,-123.146042,"42.3860975, -123.146042"
20.165183,76.532376,"20.165183, 76.532376"
-21.819040,-67.507806,"-21.819040, -67.507806"
-26.2146705,76.682671,"-26.2146705, 76.682671"
-60.020911,-156.095077,"-60.020911, -156.095077"
-63.4785035,134.314376,"-63.4785035, 134.314376"
8.484819,127.538252,"8.484819, 127.538252"
79.8102515,-141.871119,"79.8102515, -141.871119"
-49.957544,-6.584572,"-49.957544, -6.584572"
32.6906985,125.325287,"32.6906985, 125.325287"
-44.7174725,99.207785,"-44.7174725, 99.207785"
44.236607,45.332398,"44.236607, 45.332398"
-79.0698765,-128.618436,"-79.0698765, -128.618436"
-1.858372,178.851903,"-1.858372, 178.851903"
-2.185607,-98.356423,"-2.185607, -98.356423"
-79.8582685,-118.261685,"-79.8582685, -118.261685"
-71.892442,-133.765795,"-71.892442, -133.765795"
-33.065570,-64.391423,"-33.065570, -64.391423"
-83.650449,3.684241,"-83.650449, 3.684241"
-18.4049565,-16.963725,"-18.4049565, -16.963725"
-29.4116915,35.594872,"-29.4116915, 35.594872"
-53.797881,71.872773,"-53.797881, 71.872773"
53.3237485,151.003240,"53.3237485, 151.003240"
9.594432,-136.158914,"9.594432, -136.158914"
86.252950,31.601357,"86.252950, 31.601357"
86.153589,-73.907664,"86.153589, -73.907664"
0.957715,-101.213788,"0.957715, -101.213788"
-52.8524125,2.715697,"-52.8524125, 2.715697"
84.544110,-163.118369,"84.544110, -163.118369"
-61.0197235,-46.241583,"-61.0197235, -46.241583"
-8.111718,103.620359,"-8.111718, 103.620359"
62.0892385,163.485607,"62.0892385, 163.485607"
60.6218155,-103.258246,"60.6218155, -103.258246"
6.5896305,10.310771,"6.5896305, 10.310771"
71.685897,123.230625,"71.685897, 123.230625"
-57.838850,-30.175001,"-57.838850, -30.175001"
-65.0648795,132.937751,"-65.0648795, 132.937751"
-17.1988885,-9.097323,"-17.1988885, -9.097323"
-71.114485,-119.397811,"-71.114485, -119.397811"
-23.472704,-52.716104,"-23.472704, -52.716104"
2.2649985,-121.660360,"2.2649985, -121.660360"
-87.3479575,70.360519,"-87.3479575, 70.360519"
-52.8354925,110.032025,"-52.8354925, 110.032025"
53.6687095,85.163255,"53.6687095, 85.163255"
79.7330385,29.097725,"79.7330385, 29.097725"
-83.070919,-133.575458,"-83.070919, -133.575458"
-55.4636675,-25.705018,"-55.4636675, -25.705018"
-88.3140695,-139.361769,"-88.3140695, -139.361769"
-33.7309005,-93.559515,"-33.7309005, -93.559515"
-53.388968,-98.905682,"-53.388968, -98.905682"
-38.3379835,152.889078,"-38.3379835, 152.889078"
75.5497145,-70.032131,"75.5497145, -70.032131"
21.7102115,72.809058,"21.7102115, 72.809058"
-38.350244,-30.844548,"-38.350244, -30.844548"
-14.5827205,-163.364925,"-14.5827205, -163.364925"
56.336755,51.612191,"56.336755, 51.612191"
75.9322675,157.333144,"75.9322675, 157.333144"
-1.4199645,148.751000,"-1.4199645, 148.751000"
12.439047,76.331221,"12.439047, 76.331221"
-20.877132,-3.094659,"-20.877132, -3.094659"
-82.0209495,84.445646,"-82.0209495, 84.445646"
35.751229,172.213736,"35.751229, 172.213736"
-55.1692215,-55.677641,"-55.1692215, -55.677641"
39.9143405,-0.668246,"39.9143405, -0.668246"
28.303446,164.807374,"28.303446, 164.807374"
-61.344365,-141.360654,"-61.344365, -141.360654"
38.609808,61.274136,"38.609808, 61.274136"
64.3357735,-132.412282,"64.3357735, -132.412282"
-49.4278745,-1.569349,"-49.4278745, -1.569349"
31.495646,-173.483026,"31.495646, -173.483026"
-1.4270865,150.748884,"-1.4270865, 150.748884"
-24.109536,50.934146,"-24.109536, 50.934146"
51.564438,-78.819083,"51.564438, -78.819083"
4.018918,43.415599,"4.018918, 43.415599"
40.5919225,-106.804296,"40.5919225, -106.804296"
76.250329,73.882253,"76.250329, 73.882253"
70.7402925,133.158460,"70.7402925, 133.158460"
87.148165,85.314871,"87.148165, 85.314871"
60.736428,-103.883154,"60.736428, -103.883154"
-81.349246,171.459979,"-81.349246, 171.459979"
-71.646109,151.989761,"-71.646109, 151.989761"
-49.0976045,-120.401702,"-49.0976045, -120.401702"
-54.2673605,-61.642500,"-54.2673605, -61.642500"
-50.3409435,173.814547,"-50.3409435, 173.814547"
-69.362720,142.142426,"-69.362720, 142.142426"
51.331849,14.129680,"51.331849, 14.129680"
48.3353415,57.986696,"48.3353415, 57.986696"
-0.4540435,113.254734,"-0.4540435, 113.254734"
-75.453326,82.376913,"-75.453326, 82.376913"
72.2129675,141.842081,"72.2129675, 141.842081"
-25.6078395,44.168132,"-25.6078395, 44.168132"
-55.257548,37.243287,"-55.257548, 37.243287"
-85.906521,-77.302975,"-85.906521, -77.302975"
19.0960695,-69.800861,"19.0960695, -69.800861"
66.439474,-98.041363,"66.439474, -98.041363"
-88.275285,-136.037634,"-88.275285, -136.037634"
85.1076425,-62.804522,"85.1076425, -62.804522"
-20.844859,-96.474457,"-20.844859, -96.474457"
-82.2214485,30.738029,"-82.2214485, 30.738029"
-13.383819,76.806691,"-13.383819, 76.806691"
33.3322725,175.361344,"33.3322725, 175.361344"
-0.3496695,148.644315,"-0.3496695, 148.644315"
-20.196918,122.846913,"-20.196918, 122.846913"
21.2804315,-97.710612,"21.2804315, -97.710612"
-53.011656,108.115758,"-53.011656, 108.115758"
-6.5934235,12.825469,"-6.5934235, 12.825469"
-35.345670,-178.851880,"-35.345670, -178.851880"
-58.5427375,7.385005,"-58.5427375, 7.385005"
-71.2749015,-92.759307,"-71.2749015, -92.759307"
-34.7189505,-78.591541,"-34.7189505, -78.591541"
-62.6330015,-101.027730,"-62.6330015, -101.027730"
52.1313405,-64.762551,"52.1313405, -64.762551"
-17.529966,-87.283189,"-17.529966, -87.283189"
74.993242,-47.278161,"74.993242, -47.278161"
-89.1334475,-115.680691,"-89.1334475, -115.680691"
49.227045,-0.880629,"49.227045, -0.880629"
-19.1018465,-20.067821,"-19.1018465, -20.067821"
-66.634973,-66.498300,"-66.634973, -66.498300"
-1.819900,-13.073634,"-1.819900, -13.073634"
39.506090,-21.612078,"39.506090, -21.612078"
-73.3413025,163.222711,"-73.3413025, 163.222711"
-15.7004775,-101.400337,"-15.7004775, -101.400337"
-47.054693,-79.924639,"-47.054693, -79.924639"
49.4942075,0.689727,"49.4942075, 0.689727"
17.9874455,-123.476546,"17.9874455, -123.476546"
-84.3547905,-102.589411,"-84.3547905, -102.589411"
4.118920,16.146473,"4.118920, 16.146473"
75.1413865,-119.042133,"75.1413865, -119.042133"
14.1029875,-44.931195,"14.1029875, -44.931195"
65.001477,68.471595,"65.001477, 68.471595"
53.350939,-163.203647,"53.350939, -163.203647"
-62.278843,101.479435,"-62.278843, 101.479435"
-12.253688,92.238401,"-12.253688, 92.238401"
33.481088,137.171215,"33.481088, 137.171215"
-86.218597,-146.289507,"-86.218597, -146.289507"
-85.2566445,-16.779025,"-85.2566445, -16.779025"
36.300502,-88.002490,"36.300502, -88.002490"
-27.1535155,-128.690735,"-27.1535155, -128.690735"
-60.0086385,46.121841,"-60.0086385, 46.121841"
-47.022093,-31.917692,"-47.022093, -31.917692"
80.638843,41.186504,"80.638843, 41.186504"
-24.060438,-67.078317,"-24.060438, -67.078317"
85.7192985,4.055500,"85.7192985, 4.055500"
30.3385275,-112.774901,"30.3385275, -112.774901"
28.772675,-8.833010,"28.772675, -8.833010"
-49.536300,-127.459963,"-49.536300, -127.459963"
-55.372197,93.400969,"-55.372197, 93.400969"
-57.241193,-127.662042,"-57.241193, -127.662042"
-30.652315,131.755338,"-30.652315, 131.755338"
-21.0164815,83.145793,"-21.0164815, 83.145793"
18.7154485,-32.350547,"18.7154485, -32.350547"
-65.5920325,-102.524228,"-65.5920325, -102.524228"
17.350520,16.705437,"17.350520, 16.705437"
62.7819145,133.140069,"62.7819145, 133.140069"
-63.3424725,177.567173,"-63.3424725, 177.567173"
-65.530130,104.727804,"-65.530130, 104.727804"
-14.0294985,121.656487,"-14.0294985, 121.656487"
69.3750585,-92.175624,"69.3750585, -92.175624"
55.6572225,124.453492,"55.6572225, 124.453492"
-18.3120585,71.569288,"-18.3120585, 71.569288"
77.7064185,-3.637066,"77.7064185, -3.637066"
77.571124,-109.722309,"77.571124, -109.722309"
9.003279,-96.912351,"9.003279, -96.912351"
8.808861,-139.789953,"8.808861, -139.789953"
36.1802815,3.521178,"36.1802815, 3.521178"
-30.0283515,52.413772,"-30.0283515, 52.413772"
-0.637280,138.551877,"-0.637280, 138.551877"
-50.1400555,120.400334,"-50.1400555, 120.400334"
-19.533482,-165.547850,"-19.533482, -165.547850"
-44.956098,111.236781,"-44.956098, 111.236781"
83.3625685,85.073446,"83.3625685, 85.073446"
-64.7013315,114.715822,"-64.7013315, 114.715822"
-24.707689,-95.856911,"-24.707689, -95.856911"
-66.383132,-40.054540,"-66.383132, -40.054540"
79.152847,-9.620252,"79.152847, -9.620252"
49.8668715,139.150397,"49.8668715, 139.150397"
-45.1480925,-32.462234,"-45.1480925, -32.462234"
62.6293775,17.804333,"62.6293775, 17.804333"
16.929109,142.963500,"16.929109, 142.963500"
78.676830,-133.758588,"78.676830, -133.758588"
-69.237287,45.032054,"-69.237287, 45.032054"
60.157978,112.662408,"60.157978, 112.662408"
64.082089,-34.306572,"64.082089, -34.306572"
68.433291,-110.802083,"68.433291, -110.802083"
-11.468180,4.770090,"-11.468180, 4.770090"
78.9374765,-133.052236,"78.9374765, -133.052236"
47.3368705,-172.792189,"47.3368705, -172.792189"
49.3720575,138.559709,"49.3720575, 138.559709"
58.676245,22.479747,"58.676245, 22.479747"
-17.2363145,26.550508,"-17.2363145, 26.550508"
67.0277395,-104.424979,"67.0277395, -104.424979"
21.306604,52.500358,"21.306604, 52.500358"
64.5352125,-0.135641,"64.5352125, -0.135641"
33.490901,-103.318140,"33.490901, -103.318140"
-48.948454,40.498534,"-48.948454, 40.498534"
6.5003525,-132.458987,"6.5003525, -132.458987"
-75.873788,89.666524,"-75.873788, 89.666524"
-12.718778,4.419182,"-12.718778, 4.419182"
-74.5884655,-135.236815,"-74.5884655, -135.236815"
25.9524895,135.637476,"25.9524895, 135.637476"
12.923060,-70.560855,"12.923060, -70.560855"
81.053948,135.863437,"81.053948, 135.863437"
54.1737155,30.817438,"54.1737155, 30.817438"
82.568148,73.994941,"82.568148, 73.994941"
-33.2584415,89.693531,"-33.2584415, 89.693531"
26.970860,-160.034789,"26.970860, -160.034789"
26.0762565,-154.389300,"26.0762565, -154.389300"
-69.6543725,-46.971186,"-69.6543725, -46.971186"
40.594201,148.263435,"40.594201, 148.263435"
-34.8140815,96.180809,"-34.8140815, 96.180809"
-0.8902725,-171.172780,"-0.8902725, -171.172780"
58.011053,-17.006926,"58.011053, -17.006926"
-82.351327,-2.105838,"-82.351327, -2.105838"
-42.283986,-140.807734,"-42.283986, -140.807734"
-67.9357145,-85.291321,"-67.9357145, -85.291321"
70.235498,-171.625251,"70.235498, -171.625251"
-20.1177285,-126.695334,"-20.1177285, -126.695334"
70.6747255,49.739399,"70.6747255, 49.739399"
-6.6696985,116.554283,"-6.6696985, 116.554283"
-69.2258805,79.507885,"-69.2258805, 79.507885"
42.5108665,147.459239,"42.5108665, 147.459239"
86.0631005,51.149198,"86.0631005, 51.149198"
27.364933,88.904887,"27.364933, 88.904887"
8.9658025,-29.172745,"8.9658025, -29.172745"
-31.4127585,60.137407,"-31.4127585, 60.137407"
-10.3807885,165.468264,"-10.3807885, 165.468264"
-46.894240,-153.832353,"-46.894240, -153.832353"
-85.830843,13.759870,"-85.830843, 13.759870"
68.518223,-128.653406,"68.518223, -128.653406"
-37.549904,174.875756,"-37.549904, 174.875756"
-64.429486,-98.105090,"-64.429486, -98.105090"
-50.6474485,-79.102329,"-50.6474485, -79.102329"
13.017293,99.451267,"13.017293, 99.451267"
13.921438,31.343102,"13.921438, 31.343102"
83.034078,41.223885,"83.034078, 41.223885"
-44.536799,-20.151143,"-44.536799, -20.151143"
89.819587,-130.066839,"89.819587, -130.066839"
-52.932434,-177.412931,"-52.932434, -177.412931"
-82.759854,145.075229,"-82.759854, 145.075229"
23.094793,38.391120,"23.094793, 38.391120"
2.412614,153.556294,"2.412614, 153.556294"
84.0955795,104.195523,"84.0955795, 104.195523"
-80.217710,-108.144986,"-80.217710, -108.144986"
29.384005,-98.898432,"29.384005, -98.898432"
-28.5857555,65.239631,"-28.5857555, 65.239631"
-69.771734,172.703843,"-69.771734, 172.703843"
40.2478285,-63.845467,"40.2478285, -63.845467"
-79.6790215,80.536212,"-79.6790215, 80.536212"
-7.039752,84.050123,"-7.039752, 84.050123"
18.4968825,36.334254,"18.4968825, 36.334254"
24.713696,-75.409967,"24.713696, -75.409967"
79.126570,-120.898275,"79.126570, -120.898275"
-47.2545985,-86.109094,"-47.2545985, -86.109094"
12.131134,-44.338411,"12.131134, -44.338411"
74.347565,162.737215,"74.347565, 162.737215"
66.1936355,-72.876079,"66.1936355, -72.876079"
23.067878,41.276611,"23.067878, 41.276611"
-21.651074,-26.416243,"-21.651074, -26.416243"
68.1267605,-4.976291,"68.1267605, -4.976291"
-71.150204,-29.610382,"-71.150204, -29.610382"
8.199071,-75.928815,"8.199071, -75.928815"
88.7790025,12.883096,"88.7790025, 12.883096"
-41.397288,-11.317822,"-41.397288, -11.317822"
-30.523549,46.496884,"-30.523549, 46.496884"
-79.809140,-138.843813,"-79.809140, -138.843813"
55.463506,142.345291,"55.463506, 142.345291"
-4.4359545,78.604147,"-4.4359545, 78.604147"
-81.437788,-95.169913,"-81.437788, -95.169913"
-10.595423,84.289108,"-10.595423, 84.289108"
42.6229935,79.595961,"42.6229935, 79.595961"
-82.049998,7.866211,"-82.049998, 7.866211"
1.5870805,89.359946,"1.5870805, 89.359946"
6.2021795,40.715673,"6.2021795, 40.715673"
-18.9947605,44.036274,"-18.9947605, 44.036274"
71.5621735,144.782360,"71.5621735, 144.782360"
-41.809489,67.912088,"-41.809489, 67.912088"
59.1197525,-147.122539,"59.1197525, -147.122539"
-68.0426295,107.257149,"-68.0426295, 107.257149"
-29.587977,90.524245,"-29.587977, 90.524245"
49.709605,93.240905,"49.709605, 93.240905"
-46.0502415,127.589635,"-46.0502415, 127.589635"
-75.085022,-119.514537,"-75.085022, -119.514537"
28.4743365,66.373460,"28.4743365, 66.373460"
-14.102890,-100.553051,"-14.102890, -100.553051"
-27.7188185,68.773435,"-27.7188185, 68.773435"
-20.879923,99.030934,"-20.879923, 99.030934"
6.3123745,-102.944137,"6.3123745, -102.944137"
-13.721721,-40.588245,"-13.721721, -40.588245"
-50.730869,-100.040745,"-50.730869, -100.040745"
34.0057765,7.981710,"34.0057765, 7.981710"
-46.3748995,98.344297,"-46.3748995, 98.344297"
12.6371805,40.986660,"12.6371805, 40.986660"
-84.638980,113.112122,"-84.638980, 113.112122"
-13.735622,-130.502798,"-13.735622, -130.502798"
-8.9546285,-116.747686,"-8.9546285, -116.747686"
40.4003125,-141.632040,"40.4003125, -141.632040"
-20.121189,38.489425,"-20.121189, 38.489425"
-8.259788,-67.362137,"-8.259788, -67.362137"
73.149388,-109.134684,"73.149388, -109.134684"
-9.8757045,-112.417016,"-9.8757045, -112.417016"
-56.3393165,-170.170577,"-56.3393165, -170.170577"
-66.4710855,173.416572,"-66.4710855, 173.416572"
41.8163505,-79.441034,"41.8163505, -79.441034"
75.7624315,110.167786,"75.7624315, 110.167786"
62.9471285,77.824652,"62.9471285, 77.824652"
-50.7616625,37.984725,"-50.7616625, 37.984725"
21.165804,145.831116,"21.165804, 145.831116"
72.933196,44.802389,"72.933196, 44.802389"
67.9490765,-17.065270,"67.9490765, -17.065270"
-35.258750,103.554890,"-35.258750, 103.554890"
14.501166,48.927498,"14.501166, 48.927498"
-73.877924,70.685507,"-73.877924, 70.685507"
66.9840455,-164.234081,"66.9840455, -164.234081"
68.778375,-24.435807,"68.778375, -24.435807"
57.7330545,-13.286618,"57.7330545, -13.286618"
42.3573855,-124.313454,"42.3573855, -124.313454"
77.907939,41.452682,"77.907939, 41.452682"
-1.2484105,-73.599764,"-1.2484105, -73.599764"
38.7161205,81.980548,"38.7161205, 81.980548"
71.160771,-46.390063,"71.160771, -46.390063"
-64.224724,35.457921,"-64.224724, 35.457921"
-36.410568,26.442113,"-36.410568, 26.442113"
29.059850,-156.309138,"29.059850, -156.309138"
58.7195385,33.980655,"58.7195385, 33.980655"
-38.125413,-117.265928,"-38.125413, -117.265928"
14.8484035,-17.652345,"14.8484035, -17.652345"
4.8896345,30.913638,"4.8896345, 30.913638"
70.112292,-102.012279,"70.112292, -102.012279"
63.481542,49.870752,"63.481542, 49.870752"
22.3212675,-80.341775,"22.3212675, -80.341775"
-44.1310875,114.832292,"-44.1310875, 114.832292"
61.8838835,-96.450165,"61.8838835, -96.450165"
-75.0760495,81.730168,"-75.0760495, 81.730168"
24.777320,-119.863945,"24.777320, -119.863945"
-7.235563,14.670582,"-7.235563, 14.670582"
-51.707028,10.070731,"-51.707028, 10.070731"
79.597476,28.012806,"79.597476, 28.012806"
-65.7411375,-67.358617,"-65.7411375, -67.358617"
-47.5341595,-65.495193,"-47.5341595, -65.495193"
82.6525515,161.922483,"82.6525515, 161.922483"
-17.431233,132.427559,"-17.431233, 132.427559"
-13.9984985,107.423057,"-13.9984985, 107.423057"
4.987755,-27.677004,"4.987755, -27.677004"
-86.128441,32.475926,"-86.128441, 32.475926"
-8.0841375,125.128803,"-8.0841375, 125.128803"
-36.914692,-65.800165,"-36.914692, -65.800165"
55.7408045,-51.270043,"55.7408045, -51.270043"
39.1922825,-7.075020,"39.1922825, -7.075020"
19.3871865,-115.820880,"19.3871865, -115.820880"
-38.2123375,-39.019702,"-38.2123375, -39.019702"
19.0267315,178.426049,"19.0267315, 178.426049"
71.7192375,-156.576578,"71.7192375, -156.576578"
53.2843475,-113.287881,"53.2843475, -113.287881"
24.556725,173.862053,"24.556725, 173.862053"
42.558165,-86.395351,"42.558165, -86.395351"
-72.8980025,-75.082445,"-72.8980025, -75.082445"
1.2909675,-111.137444,"1.2909675, -111.137444"
50.4533965,140.378370,"50.4533965, 140.378370"
38.629831,15.985482,"38.629831, 15.985482"
75.011540,-48.810146,"75.011540, -48.810146"
36.560836,140.129914,"36.560836, 140.129914"
-35.3301535,-110.663766,"-35.3301535, -110.663766"
-1.266857,-151.134152,"-1.266857, -151.134152"
63.8273015,-76.731197,"63.8273015, -76.731197"
35.993944,-126.821474,"35.993944, -126.821474"
-2.667564,103.477264,"-2.667564, 103.477264"
-68.3988005,-163.146880,"-68.3988005, -163.146880"
88.7774035,-120.159622,"88.7774035, -120.159622"
-0.0461265,-52.535462,"-0.0461265, -52.535462"
30.8722975,-73.411628,"30.8722975, -73.411628"
12.109541,-172.683921,"12.109541, -172.683921"
32.9337115,-92.912572,"32.9337115, -92.912572"
-42.569575,132.512670,"-42.569575, 132.512670"
64.6776675,155.202508,"64.6776675, 155.202508"
-55.933557,43.394464,"-55.933557, 43.394464"
-83.2002025,-163.535996,"-83.2002025, -163.535996"
-1.324357,-78.504342,"-1.324357, -78.504342"
-16.100639,46.450580,"-16.100639, 46.450580"
44.833800,-3.921799,"44.833800, -3.921799"
-33.327582,-86.375923,"-33.327582, -86.375923"
-77.6983415,-179.051462,"-77.6983415, -179.051462"
-77.6781135,-54.355016,"-77.6781135, -54.355016"
-51.759515,125.796613,"-51.759515, 125.796613"
67.782861,-73.498335,"67.782861, -73.498335"
49.499389,151.084525,"49.499389, 151.084525"
-36.684382,-134.756267,"-36.684382, -134.756267"
38.4737185,-149.218804,"38.4737185, -149.218804"
88.352230,5.059150,"88.352230, 5.059150"
15.714642,60.299068,"15.714642, 60.299068"
