primary_color,secondary_color,tertiary_color,rgb_color
104,159,232,"104, 159, 232"
37,79,203,"37, 79, 203"
56,234,203,"56, 234, 203"
201,143,108,"201, 143, 108"
255,90,152,"255, 90, 152"
11,159,59,"11, 159, 59"
240,113,238,"240, 113, 238"
230,156,29,"230, 156, 29"
128,32,97,"128, 32, 97"
15,164,119,"15, 164, 119"
97,45,201,"97, 45, 201"
87,63,217,"87, 63, 217"
127,147,167,"127, 147, 167"
165,218,248,"165, 218, 248"
43,84,226,"43, 84, 226"
25,181,242,"25, 181, 242"
20,56,9,"20, 56, 9"
252,31,62,"252, 31, 62"
147,53,228,"147, 53, 228"
49,37,26,"49, 37, 26"
255,210,229,"255, 210, 229"
182,68,208,"182, 68, 208"
236,37,174,"236, 37, 174"
210,139,86,"210, 139, 86"
65,145,39,"65, 145, 39"
216,146,173,"216, 146, 173"
134,2,55,"134, 2, 55"
29,130,122,"29, 130, 122"
111,243,26,"111, 243, 26"
248,138,122,"248, 138, 122"
86,205,188,"86, 205, 188"
81,96,163,"81, 96, 163"
224,185,153,"224, 185, 153"
121,31,90,"121, 31, 90"
212,116,188,"212, 116, 188"
213,98,52,"213, 98, 52"
60,15,122,"60, 15, 122"
100,39,78,"100, 39, 78"
234,158,78,"234, 158, 78"
183,220,43,"183, 220, 43"
195,173,57,"195, 173, 57"
177,172,95,"177, 172, 95"
121,157,42,"121, 157, 42"
35,198,221,"35, 198, 221"
131,121,241,"131, 121, 241"
227,162,140,"227, 162, 140"
223,178,171,"223, 178, 171"
93,71,135,"93, 71, 135"
179,38,238,"179, 38, 238"
204,148,39,"204, 148, 39"
90,238,194,"90, 238, 194"
128,12,115,"128, 12, 115"
34,87,204,"34, 87, 204"
78,73,19,"78, 73, 19"
136,74,70,"136, 74, 70"
169,254,198,"169, 254, 198"
237,154,197,"237, 154, 197"
97,110,15,"97, 110, 15"
88,68,62,"88, 68, 62"
154,114,117,"154, 114, 117"
67,97,90,"67, 97, 90"
194,124,164,"194, 124, 164"
142,209,68,"142, 209, 68"
79,172,175,"79, 172, 175"
67,75,4,"67, 75, 4"
181,36,208,"181, 36, 208"
222,15,126,"222, 15, 126"
126,202,239,"126, 202, 239"
247,135,228,"247, 135, 228"
155,253,229,"155, 253, 229"
217,135,30,"217, 135, 30"
12,194,19,"12, 194, 19"
187,124,225,"187, 124, 225"
104,31,22,"104, 31, 22"
191,200,198,"191, 200, 198"
111,161,33,"111, 161, 33"
197,251,53,"197, 251, 53"
95,205,195,"95, 205, 195"
2,213,57,"2, 213, 57"
215,234,142,"215, 234, 142"
16,26,102,"16, 26, 102"
84,195,185,"84, 195, 185"
141,159,21,"141, 159, 21"
178,50,26,"178, 50, 26"
44,210,106,"44, 210, 106"
249,171,195,"249, 171, 195"
84,41,131,"84, 41, 131"
193,94,38,"193, 94, 38"
157,22,170,"157, 22, 170"
217,19,73,"217, 19, 73"
216,116,46,"216, 116, 46"
83,138,14,"83, 138, 14"
40,113,227,"40, 113, 227"
120,66,5,"120, 66, 5"
31,60,157,"31, 60, 157"
131,124,186,"131, 124, 186"
43,249,227,"43, 249, 227"
67,185,54,"67, 185, 54"
77,79,156,"77, 79, 156"
20,4,76,"20, 4, 76"
16,72,249,"16, 72, 249"
46,15,65,"46, 15, 65"
146,254,116,"146, 254, 116"
177,39,21,"177, 39, 21"
19,184,164,"19, 184, 164"
62,162,227,"62, 162, 227"
210,237,131,"210, 237, 131"
68,15,240,"68, 15, 240"
119,188,184,"119, 188, 184"
86,90,183,"86, 90, 183"
115,156,31,"115, 156, 31"
75,50,72,"75, 50, 72"
188,125,100,"188, 125, 100"
198,90,81,"198, 90, 81"
61,76,33,"61, 76, 33"
58,159,157,"58, 159, 157"
105,87,32,"105, 87, 32"
14,208,83,"14, 208, 83"
31,230,116,"31, 230, 116"
23,45,243,"23, 45, 243"
29,73,236,"29, 73, 236"
137,40,158,"137, 40, 158"
96,33,200,"96, 33, 200"
146,22,225,"146, 22, 225"
48,60,118,"48, 60, 118"
15,61,150,"15, 61, 150"
180,177,66,"180, 177, 66"
107,205,152,"107, 205, 152"
77,125,102,"77, 125, 102"
204,60,200,"204, 60, 200"
115,114,234,"115, 114, 234"
186,16,3,"186, 16, 3"
78,99,239,"78, 99, 239"
178,53,72,"178, 53, 72"
54,220,193,"54, 220, 193"
147,5,31,"147, 5, 31"
68,181,250,"68, 181, 250"
6,238,86,"6, 238, 86"
139,187,249,"139, 187, 249"
11,117,126,"11, 117, 126"
92,132,145,"92, 132, 145"
29,153,146,"29, 153, 146"
148,54,14,"148, 54, 14"
156,31,25,"156, 31, 25"
12,63,153,"12, 63, 153"
213,60,109,"213, 60, 109"
39,237,162,"39, 237, 162"
20,164,100,"20, 164, 100"
94,188,144,"94, 188, 144"
38,181,30,"38, 181, 30"
167,136,73,"167, 136, 73"
81,152,145,"81, 152, 145"
35,39,197,"35, 39, 197"
232,177,119,"232, 177, 119"
74,26,83,"74, 26, 83"
192,165,49,"192, 165, 49"
58,127,146,"58, 127, 146"
134,182,57,"134, 182, 57"
36,36,9,"36, 36, 9"
99,82,87,"99, 82, 87"
24,84,124,"24, 84, 124"
173,244,225,"173, 244, 225"
224,64,165,"224, 64, 165"
246,235,169,"246, 235, 169"
82,237,208,"82, 237, 208"
189,201,50,"189, 201, 50"
52,199,82,"52, 199, 82"
89,102,110,"89, 102, 110"
126,46,149,"126, 46, 149"
222,17,60,"222, 17, 60"
254,22,47,"254, 22, 47"
247,160,59,"247, 160, 59"
54,107,75,"54, 107, 75"
187,56,184,"187, 56, 184"
29,161,96,"29, 161, 96"
239,92,82,"239, 92, 82"
255,21,15,"255, 21, 15"
151,33,52,"151, 33, 52"
252,42,86,"252, 42, 86"
8,50,214,"8, 50, 214"
75,2,67,"75, 2, 67"
131,247,166,"131, 247, 166"
39,197,174,"39, 197, 174"
106,156,96,"106, 156, 96"
97,131,197,"97, 131, 197"
4,27,180,"4, 27, 180"
152,43,90,"152, 43, 90"
77,234,228,"77, 234, 228"
16,202,123,"16, 202, 123"
189,52,147,"189, 52, 147"
222,212,67,"222, 212, 67"
4,77,133,"4, 77, 133"
90,129,206,"90, 129, 206"
103,209,183,"103, 209, 183"
61,137,240,"61, 137, 240"
221,221,159,"221, 221, 159"
120,232,63,"120, 232, 63"
164,164,241,"164, 164, 241"
158,150,19,"158, 150, 19"
106,209,33,"106, 209, 33"
5,159,65,"5, 159, 65"
182,117,184,"182, 117, 184"
181,160,47,"181, 160, 47"
128,147,90,"128, 147, 90"
66,94,161,"66, 94, 161"
6,203,70,"6, 203, 70"
249,160,116,"249, 160, 116"
21,120,203,"21, 120, 203"
66,32,236,"66, 32, 236"
126,75,14,"126, 75, 14"
52,255,20,"52, 255, 20"
48,147,156,"48, 147, 156"
206,151,33,"206, 151, 33"
199,249,254,"199, 249, 254"
116,249,19,"116, 249, 19"
192,170,29,"192, 170, 29"
51,163,126,"51, 163, 126"
110,147,77,"110, 147, 77"
111,38,157,"111, 38, 157"
36,67,210,"36, 67, 210"
186,41,74,"186, 41, 74"
211,197,103,"211, 197, 103"
29,12,197,"29, 12, 197"
27,4,9,"27, 4, 9"
140,15,16,"140, 15, 16"
182,237,73,"182, 237, 73"
215,129,64,"215, 129, 64"
89,100,74,"89, 100, 74"
97,239,150,"97, 239, 150"
131,100,217,"131, 100, 217"
15,41,128,"15, 41, 128"
185,68,251,"185, 68, 251"
69,246,235,"69, 246, 235"
27,41,14,"27, 41, 14"
195,44,219,"195, 44, 219"
234,234,137,"234, 234, 137"
8,77,227,"8, 77, 227"
100,22,74,"100, 22, 74"
163,81,36,"163, 81, 36"
169,103,115,"169, 103, 115"
139,184,168,"139, 184, 168"
131,234,82,"131, 234, 82"
82,223,188,"82, 223, 188"
171,13,214,"171, 13, 214"
22,223,18,"22, 223, 18"
158,144,213,"158, 144, 213"
54,133,99,"54, 133, 99"
205,183,190,"205, 183, 190"
83,78,180,"83, 78, 180"
165,161,1,"165, 161, 1"
57,47,222,"57, 47, 222"
45,171,79,"45, 171, 79"
26,101,238,"26, 101, 238"
12,120,75,"12, 120, 75"
87,105,10,"87, 105, 10"
57,72,228,"57, 72, 228"
25,248,98,"25, 248, 98"
29,96,132,"29, 96, 132"
147,220,208,"147, 220, 208"
45,172,150,"45, 172, 150"
212,11,74,"212, 11, 74"
231,34,61,"231, 34, 61"
196,188,214,"196, 188, 214"
237,156,128,"237, 156, 128"
53,150,104,"53, 150, 104"
90,54,40,"90, 54, 40"
128,7,225,"128, 7, 225"
45,166,26,"45, 166, 26"
4,133,80,"4, 133, 80"
233,23,74,"233, 23, 74"
40,17,179,"40, 17, 179"
53,53,218,"53, 53, 218"
160,40,146,"160, 40, 146"
239,140,13,"239, 140, 13"
108,110,106,"108, 110, 106"
183,182,74,"183, 182, 74"
164,143,139,"164, 143, 139"
59,154,92,"59, 154, 92"
124,7,63,"124, 7, 63"
65,249,238,"65, 249, 238"
173,252,2,"173, 252, 2"
107,210,20,"107, 210, 20"
64,8,207,"64, 8, 207"
206,241,97,"206, 241, 97"
32,215,11,"32, 215, 11"
153,192,129,"153, 192, 129"
116,238,131,"116, 238, 131"
100,146,21,"100, 146, 21"
15,232,143,"15, 232, 143"
96,167,11,"96, 167, 11"
220,147,160,"220, 147, 160"
190,152,254,"190, 152, 254"
101,200,235,"101, 200, 235"
217,220,182,"217, 220, 182"
240,77,53,"240, 77, 53"
70,196,169,"70, 196, 169"
132,173,169,"132, 173, 169"
177,167,16,"177, 167, 16"
58,235,165,"58, 235, 165"
189,137,193,"189, 137, 193"
56,12,23,"56, 12, 23"
23,71,111,"23, 71, 111"
169,32,212,"169, 32, 212"
222,73,166,"222, 73, 166"
61,13,137,"61, 13, 137"
86,82,88,"86, 82, 88"
7,244,19,"7, 244, 19"
89,200,73,"89, 200, 73"
2,34,78,"2, 34, 78"
218,45,45,"218, 45, 45"
47,80,188,"47, 80, 188"
49,26,187,"49, 26, 187"
81,24,194,"81, 24, 194"
219,44,209,"219, 44, 209"
45,152,183,"45, 152, 183"
141,176,202,"141, 176, 202"
70,161,45,"70, 161, 45"
173,49,188,"173, 49, 188"
62,7,5,"62, 7, 5"
144,93,125,"144, 93, 125"
133,49,232,"133, 49, 232"
140,206,17,"140, 206, 17"
90,11,60,"90, 11, 60"
88,67,105,"88, 67, 105"
124,59,110,"124, 59, 110"
203,95,85,"203, 95, 85"
75,142,184,"75, 142, 184"
43,44,84,"43, 44, 84"
58,115,29,"58, 115, 29"
145,3,97,"145, 3, 97"
230,56,32,"230, 56, 32"
30,110,205,"30, 110, 205"
196,17,60,"196, 17, 60"
139,177,144,"139, 177, 144"
125,10,161,"125, 10, 161"
242,202,199,"242, 202, 199"
177,120,240,"177, 120, 240"
163,219,67,"163, 219, 67"
226,103,104,"226, 103, 104"
229,98,218,"229, 98, 218"
26,17,8,"26, 17, 8"
107,241,82,"107, 241, 82"
155,214,160,"155, 214, 160"
53,58,79,"53, 58, 79"
80,68,105,"80, 68, 105"
104,111,143,"104, 111, 143"
226,249,254,"226, 249, 254"
141,6,191,"141, 6, 191"
241,127,25,"241, 127, 25"
127,186,33,"127, 186, 33"
185,150,240,"185, 150, 240"
22,26,140,"22, 26, 140"
37,70,32,"37, 70, 32"
21,36,187,"21, 36, 187"
97,247,238,"97, 247, 238"
6,15,225,"6, 15, 225"
150,202,23,"150, 202, 23"
215,105,99,"215, 105, 99"
31,239,34,"31, 239, 34"
105,216,133,"105, 216, 133"
132,46,45,"132, 46, 45"
68,236,219,"68, 236, 219"
250,165,55,"250, 165, 55"
245,154,83,"245, 154, 83"
243,184,37,"243, 184, 37"
222,11,242,"222, 11, 242"
174,72,130,"174, 72, 130"
125,167,41,"125, 167, 41"
77,85,13,"77, 85, 13"
245,21,46,"245, 21, 46"
128,10,89,"128, 10, 89"
135,140,198,"135, 140, 198"
89,255,38,"89, 255, 38"
40,29,218,"40, 29, 218"
150,10,39,"150, 10, 39"
96,33,225,"96, 33, 225"
120,219,82,"120, 219, 82"
147,243,46,"147, 243, 46"
218,216,159,"218, 216, 159"
211,153,204,"211, 153, 204"
126,63,91,"126, 63, 91"
230,15,44,"230, 15, 44"
134,151,202,"134, 151, 202"
7,144,125,"7, 144, 125"
246,150,206,"246, 150, 206"
19,34,177,"19, 34, 177"
141,250,31,"141, 250, 31"
237,118,27,"237, 118, 27"
160,153,171,"160, 153, 171"
202,140,210,"202, 140, 210"
245,125,112,"245, 125, 112"
190,122,75,"190, 122, 75"
11,176,105,"11, 176, 105"
160,188,127,"160, 188, 127"
3,38,225,"3, 38, 225"
199,22,84,"199, 22, 84"
131,45,30,"131, 45, 30"
201,109,27,"201, 109, 27"
96,21,52,"96, 21, 52"
122,79,216,"122, 79, 216"
166,91,226,"166, 91, 226"
186,121,215,"186, 121, 215"
136,134,152,"136, 134, 152"
225,240,216,"225, 240, 216"
239,89,100,"239, 89, 100"
56,66,110,"56, 66, 110"
137,11,128,"137, 11, 128"
10,116,119,"10, 116, 119"
155,105,84,"155, 105, 84"
49,110,89,"49, 110, 89"
167,19,24,"167, 19, 24"
226,75,20,"226, 75, 20"
94,156,20,"94, 156, 20"
93,52,90,"93, 52, 90"
68,228,147,"68, 228, 147"
91,68,194,"91, 68, 194"
214,143,131,"214, 143, 131"
101,63,214,"101, 63, 214"
162,199,230,"162, 199, 230"
216,157,141,"216, 157, 141"
11,22,162,"11, 22, 162"
153,15,3,"153, 15, 3"
148,104,78,"148, 104, 78"
54,39,229,"54, 39, 229"
112,174,36,"112, 174, 36"
15,1,205,"15, 1, 205"
99,217,141,"99, 217, 141"
245,67,190,"245, 67, 190"
112,48,154,"112, 48, 154"
246,214,91,"246, 214, 91"
209,109,238,"209, 109, 238"
238,231,184,"238, 231, 184"
238,222,231,"238, 222, 231"
202,160,57,"202, 160, 57"
81,78,255,"81, 78, 255"
19,189,175,"19, 189, 175"
59,59,76,"59, 59, 76"
159,15,171,"159, 15, 171"
169,253,169,"169, 253, 169"
134,124,246,"134, 124, 246"
172,70,68,"172, 70, 68"
112,80,55,"112, 80, 55"
66,107,233,"66, 107, 233"
202,190,78,"202, 190, 78"
104,48,158,"104, 48, 158"
8,6,22,"8, 6, 22"
1,131,139,"1, 131, 139"
82,188,201,"82, 188, 201"
179,24,94,"179, 24, 94"
28,130,83,"28, 130, 83"
66,252,102,"66, 252, 102"
108,215,91,"108, 215, 91"
117,105,65,"117, 105, 65"
232,35,60,"232, 35, 60"
120,204,11,"120, 204, 11"
143,254,63,"143, 254, 63"
9,117,127,"9, 117, 127"
60,83,180,"60, 83, 180"
9,33,210,"9, 33, 210"
253,166,62,"253, 166, 62"
36,116,169,"36, 116, 169"
104,229,129,"104, 229, 129"
79,242,132,"79, 242, 132"
195,229,182,"195, 229, 182"
79,4,222,"79, 4, 222"
253,250,251,"253, 250, 251"
152,145,55,"152, 145, 55"
146,19,172,"146, 19, 172"
210,85,196,"210, 85, 196"
196,254,95,"196, 254, 95"
155,112,87,"155, 112, 87"
196,250,193,"196, 250, 193"
16,151,196,"16, 151, 196"
247,117,240,"247, 117, 240"
155,162,253,"155, 162, 253"
55,180,229,"55, 180, 229"
140,184,113,"140, 184, 113"
183,123,223,"183, 123, 223"
172,215,68,"172, 215, 68"
247,145,166,"247, 145, 166"
230,17,171,"230, 17, 171"
196,98,152,"196, 98, 152"
209,25,203,"209, 25, 203"
155,112,40,"155, 112, 40"
224,61,102,"224, 61, 102"
32,125,97,"32, 125, 97"
158,46,57,"158, 46, 57"
186,66,214,"186, 66, 214"
173,197,123,"173, 197, 123"
223,207,3,"223, 207, 3"
66,214,198,"66, 214, 198"
156,82,135,"156, 82, 135"
203,183,127,"203, 183, 127"
43,7,78,"43, 7, 78"
6,82,27,"6, 82, 27"
116,207,17,"116, 207, 17"
35,243,247,"35, 243, 247"
100,150,18,"100, 150, 18"
13,76,96,"13, 76, 96"
114,54,231,"114, 54, 231"
180,179,117,"180, 179, 117"
146,146,100,"146, 146, 100"
92,233,130,"92, 233, 130"
85,34,4,"85, 34, 4"
44,192,8,"44, 192, 8"
193,19,245,"193, 19, 245"
111,8,47,"111, 8, 47"
193,104,33,"193, 104, 33"
38,133,63,"38, 133, 63"
184,72,96,"184, 72, 96"
215,192,224,"215, 192, 224"
105,2,61,"105, 2, 61"
94,193,104,"94, 193, 104"
225,206,55,"225, 206, 55"
233,25,177,"233, 25, 177"
181,1,132,"181, 1, 132"
93,71,134,"93, 71, 134"
105,53,115,"105, 53, 115"
69,226,251,"69, 226, 251"
153,190,170,"153, 190, 170"
235,171,28,"235, 171, 28"
47,18,123,"47, 18, 123"
32,118,65,"32, 118, 65"
145,221,86,"145, 221, 86"
202,180,169,"202, 180, 169"
95,1,81,"95, 1, 81"
118,196,225,"118, 196, 225"
16,236,164,"16, 236, 164"
82,15,27,"82, 15, 27"
172,122,148,"172, 122, 148"
208,34,154,"208, 34, 154"
66,183,182,"66, 183, 182"
19,115,46,"19, 115, 46"
195,206,78,"195, 206, 78"
220,123,205,"220, 123, 205"
178,155,16,"178, 155, 16"
193,62,171,"193, 62, 171"
157,250,183,"157, 250, 183"
44,49,222,"44, 49, 222"
141,254,207,"141, 254, 207"
177,79,125,"177, 79, 125"
185,29,156,"185, 29, 156"
78,24,104,"78, 24, 104"
93,50,158,"93, 50, 158"
143,61,246,"143, 61, 246"
196,202,23,"196, 202, 23"
113,108,231,"113, 108, 231"
94,143,69,"94, 143, 69"
144,86,195,"144, 86, 195"
95,62,234,"95, 62, 234"
20,167,209,"20, 167, 209"
61,214,225,"61, 214, 225"
236,155,7,"236, 155, 7"
118,62,13,"118, 62, 13"
100,208,71,"100, 208, 71"
4,163,226,"4, 163, 226"
177,240,2,"177, 240, 2"
12,229,101,"12, 229, 101"
154,237,39,"154, 237, 39"
229,189,105,"229, 189, 105"
122,110,249,"122, 110, 249"
237,33,134,"237, 33, 134"
94,103,124,"94, 103, 124"
83,38,160,"83, 38, 160"
26,70,245,"26, 70, 245"
12,166,182,"12, 166, 182"
255,36,160,"255, 36, 160"
82,146,115,"82, 146, 115"
36,98,249,"36, 98, 249"
72,109,249,"72, 109, 249"
77,18,67,"77, 18, 67"
200,85,156,"200, 85, 156"
149,8,133,"149, 8, 133"
120,64,238,"120, 64, 238"
135,116,120,"135, 116, 120"
254,84,137,"254, 84, 137"
250,26,223,"250, 26, 223"
253,203,242,"253, 203, 242"
225,20,21,"225, 20, 21"
68,229,146,"68, 229, 146"
250,138,235,"250, 138, 235"
213,122,153,"213, 122, 153"
205,74,160,"205, 74, 160"
82,13,105,"82, 13, 105"
187,128,38,"187, 128, 38"
218,90,121,"218, 90, 121"
82,114,248,"82, 114, 248"
209,106,38,"209, 106, 38"
108,12,232,"108, 12, 232"
22,76,232,"22, 76, 232"
152,194,215,"152, 194, 215"
147,103,98,"147, 103, 98"
155,154,92,"155, 154, 92"
33,150,238,"33, 150, 238"
45,84,163,"45, 84, 163"
125,228,209,"125, 228, 209"
24,184,5,"24, 184, 5"
113,62,31,"113, 62, 31"
133,47,40,"133, 47, 40"
23,199,30,"23, 199, 30"
111,127,17,"111, 127, 17"
208,175,155,"208, 175, 155"
85,207,124,"85, 207, 124"
123,162,213,"123, 162, 213"
239,180,216,"239, 180, 216"
144,48,208,"144, 48, 208"
207,93,121,"207, 93, 121"
218,238,81,"218, 238, 81"
242,91,86,"242, 91, 86"
221,183,94,"221, 183, 94"
73,9,25,"73, 9, 25"
91,237,21,"91, 237, 21"
134,167,132,"134, 167, 132"
116,82,124,"116, 82, 124"
99,110,175,"99, 110, 175"
66,26,167,"66, 26, 167"
168,193,231,"168, 193, 231"
169,86,179,"169, 86, 179"
195,220,197,"195, 220, 197"
18,220,8,"18, 220, 8"
209,151,13,"209, 151, 13"
59,8,31,"59, 8, 31"
144,192,196,"144, 192, 196"
31,207,39,"31, 207, 39"
31,50,81,"31, 50, 81"
2,52,8,"2, 52, 8"
211,76,249,"211, 76, 249"
2,235,154,"2, 235, 154"
26,144,89,"26, 144, 89"
123,218,197,"123, 218, 197"
55,72,116,"55, 72, 116"
185,50,66,"185, 50, 66"
94,193,116,"94, 193, 116"
153,12,42,"153, 12, 42"
4,238,148,"4, 238, 148"
227,89,18,"227, 89, 18"
229,50,9,"229, 50, 9"
24,90,83,"24, 90, 83"
69,189,245,"69, 189, 245"
221,204,145,"221, 204, 145"
47,169,77,"47, 169, 77"
224,154,110,"224, 154, 110"
170,153,134,"170, 153, 134"
63,104,234,"63, 104, 234"
215,115,216,"215, 115, 216"
71,56,97,"71, 56, 97"
80,218,229,"80, 218, 229"
225,62,107,"225, 62, 107"
22,27,131,"22, 27, 131"
24,117,45,"24, 117, 45"
34,109,157,"34, 109, 157"
248,140,50,"248, 140, 50"
144,128,58,"144, 128, 58"
211,211,131,"211, 211, 131"
170,231,195,"170, 231, 195"
67,71,250,"67, 71, 250"
85,105,253,"85, 105, 253"
185,149,127,"185, 149, 127"
177,182,91,"177, 182, 91"
210,238,133,"210, 238, 133"
1,248,18,"1, 248, 18"
110,229,245,"110, 229, 245"
130,141,189,"130, 141, 189"
199,250,245,"199, 250, 245"
79,220,22,"79, 220, 22"
233,129,176,"233, 129, 176"
208,149,11,"208, 149, 11"
116,152,185,"116, 152, 185"
167,56,51,"167, 56, 51"
100,110,104,"100, 110, 104"
56,33,142,"56, 33, 142"
48,163,135,"48, 163, 135"
2,209,193,"2, 209, 193"
198,199,32,"198, 199, 32"
15,254,134,"15, 254, 134"
43,154,177,"43, 154, 177"
85,48,38,"85, 48, 38"
220,156,11,"220, 156, 11"
17,29,27,"17, 29, 27"
14,34,160,"14, 34, 160"
90,112,191,"90, 112, 191"
44,148,253,"44, 148, 253"
215,30,209,"215, 30, 209"
64,226,152,"64, 226, 152"
31,165,78,"31, 165, 78"
218,143,141,"218, 143, 141"
246,59,115,"246, 59, 115"
63,45,127,"63, 45, 127"
159,88,124,"159, 88, 124"
99,63,148,"99, 63, 148"
140,204,238,"140, 204, 238"
129,12,167,"129, 12, 167"
54,148,203,"54, 148, 203"
61,22,45,"61, 22, 45"
93,158,85,"93, 158, 85"
34,29,196,"34, 29, 196"
37,140,221,"37, 140, 221"
9,47,209,"9, 47, 209"
88,159,38,"88, 159, 38"
158,67,209,"158, 67, 209"
195,204,197,"195, 204, 197"
2,140,9,"2, 140, 9"
81,232,194,"81, 232, 194"
222,94,129,"222, 94, 129"
215,61,57,"215, 61, 57"
48,105,16,"48, 105, 16"
96,187,231,"96, 187, 231"
239,206,12,"239, 206, 12"
26,55,59,"26, 55, 59"
30,130,217,"30, 130, 217"
214,246,97,"214, 246, 97"
74,253,32,"74, 253, 32"
121,42,148,"121, 42, 148"
55,251,231,"55, 251, 231"
56,139,13,"56, 139, 13"
172,140,189,"172, 140, 189"
242,104,172,"242, 104, 172"
16,197,98,"16, 197, 98"
189,251,255,"189, 251, 255"
215,165,138,"215, 165, 138"
170,215,112,"170, 215, 112"
152,80,250,"152, 80, 250"
250,72,134,"250, 72, 134"
102,111,103,"102, 111, 103"
156,194,184,"156, 194, 184"
7,137,12,"7, 137, 12"
238,132,4,"238, 132, 4"
179,117,18,"179, 117, 18"
206,193,201,"206, 193, 201"
218,25,49,"218, 25, 49"
185,229,249,"185, 229, 249"
162,193,36,"162, 193, 36"
138,104,239,"138, 104, 239"
192,106,25,"192, 106, 25"
89,56,86,"89, 56, 86"
119,113,33,"119, 113, 33"
138,35,130,"138, 35, 130"
181,12,220,"181, 12, 220"
45,62,2,"45, 62, 2"
106,163,133,"106, 163, 133"
136,159,42,"136, 159, 42"
197,240,225,"197, 240, 225"
230,8,41,"230, 8, 41"
251,97,113,"251, 97, 113"
194,125,44,"194, 125, 44"
115,29,219,"115, 29, 219"
196,231,240,"196, 231, 240"
234,177,86,"234, 177, 86"
122,187,83,"122, 187, 83"
132,45,15,"132, 45, 15"
178,85,169,"178, 85, 169"
83,36,106,"83, 36, 106"
62,222,67,"62, 222, 67"
96,113,77,"96, 113, 77"
174,213,240,"174, 213, 240"
36,100,47,"36, 100, 47"
198,84,69,"198, 84, 69"
192,46,15,"192, 46, 15"
185,46,129,"185, 46, 129"
137,36,148,"137, 36, 148"
191,232,188,"191, 232, 188"
238,197,223,"238, 197, 223"
93,20,80,"93, 20, 80"
155,127,114,"155, 127, 114"
37,49,180,"37, 49, 180"
126,55,159,"126, 55, 159"
118,20,166,"118, 20, 166"
42,169,182,"42, 169, 182"
91,116,149,"91, 116, 149"
11,110,128,"11, 110, 128"
137,25,55,"137, 25, 55"
202,179,169,"202, 179, 169"
251,215,174,"251, 215, 174"
72,66,176,"72, 66, 176"
159,1,129,"159, 1, 129"
88,242,8,"88, 242, 8"
228,14,2,"228, 14, 2"
143,121,125,"143, 121, 125"
220,254,180,"220, 254, 180"
6,99,62,"6, 99, 62"
78,57,144,"78, 57, 144"
74,181,106,"74, 181, 106"
250,149,245,"250, 149, 245"
86,241,182,"86, 241, 182"
101,148,42,"101, 148, 42"
100,37,240,"100, 37, 240"
79,170,12,"79, 170, 12"
172,112,19,"172, 112, 19"
122,35,151,"122, 35, 151"
212,66,218,"212, 66, 218"
223,232,245,"223, 232, 245"
37,183,208,"37, 183, 208"
174,168,98,"174, 168, 98"
43,122,151,"43, 122, 151"
105,64,217,"105, 64, 217"
222,111,15,"222, 111, 15"
117,220,83,"117, 220, 83"
203,155,76,"203, 155, 76"
8,15,180,"8, 15, 180"
9,15,117,"9, 15, 117"
171,235,57,"171, 235, 57"
164,27,35,"164, 27, 35"
240,113,92,"240, 113, 92"
35,12,91,"35, 12, 91"
255,138,187,"255, 138, 187"
59,25,152,"59, 25, 152"
34,31,117,"34, 31, 117"
230,232,249,"230, 232, 249"
22,159,135,"22, 159, 135"
115,208,122,"115, 208, 122"
45,207,21,"45, 207, 21"
190,7,151,"190, 7, 151"
247,98,176,"247, 98, 176"
136,51,179,"136, 51, 179"
250,70,69,"250, 70, 69"
223,213,158,"223, 213, 158"
138,61,68,"138, 61, 68"
136,81,100,"136, 81, 100"
25,164,172,"25, 164, 172"
153,223,63,"153, 223, 63"
158,214,119,"158, 214, 119"
240,14,60,"240, 14, 60"
247,140,242,"247, 140, 242"
30,253,237,"30, 253, 237"
80,213,236,"80, 213, 236"
105,137,99,"105, 137, 99"
13,242,42,"13, 242, 42"
124,35,233,"124, 35, 233"
237,197,229,"237, 197, 229"
185,10,51,"185, 10, 51"
171,2,135,"171, 2, 135"
72,79,11,"72, 79, 11"
122,231,68,"122, 231, 68"
193,223,151,"193, 223, 151"
75,133,153,"75, 133, 153"
187,82,23,"187, 82, 23"
155,93,40,"155, 93, 40"
149,31,119,"149, 31, 119"
230,198,142,"230, 198, 142"
65,37,49,"65, 37, 49"
24,229,95,"24, 229, 95"
141,48,112,"141, 48, 112"
80,238,207,"80, 238, 207"
201,6,91,"201, 6, 91"
208,203,195,"208, 203, 195"
215,113,72,"215, 113, 72"
155,32,86,"155, 32, 86"
237,195,53,"237, 195, 53"
142,18,238,"142, 18, 238"
169,163,214,"169, 163, 214"
118,29,235,"118, 29, 235"
66,124,80,"66, 124, 80"
15,219,164,"15, 219, 164"
153,9,201,"153, 9, 201"
91,81,34,"91, 81, 34"
52,24,115,"52, 24, 115"
86,114,24,"86, 114, 24"
186,112,8,"186, 112, 8"
18,197,170,"18, 197, 170"
254,11,171,"254, 11, 171"
127,25,75,"127, 25, 75"
208,35,182,"208, 35, 182"
254,157,207,"254, 157, 207"
129,68,176,"129, 68, 176"
241,72,248,"241, 72, 248"
86,130,246,"86, 130, 246"
242,73,191,"242, 73, 191"
51,232,2,"51, 232, 2"
123,47,87,"123, 47, 87"
38,1,182,"38, 1, 182"
199,122,109,"199, 122, 109"
74,2,100,"74, 2, 100"
71,218,87,"71, 218, 87"
