temperature,humidity,pressure,weather
64,52,8117,"64,52,8117"
73,88,4482,"73,88,4482"
41,27,6756,"41,27,6756"
9,53,6271,"9,53,6271"
1,85,4193,"1,85,4193"
94,29,1621,"94,29,1621"
0,27,8305,"0,27,8305"
37,65,8791,"37,65,8791"
92,8,1964,"92,8,1964"
12,87,2524,"12,87,2524"
29,18,814,"29,18,814"
76,91,5394,"76,91,5394"
15,95,6100,"15,95,6100"
92,5,1462,"92,5,1462"
69,35,3057,"69,35,3057"
26,69,1515,"26,69,1515"
68,50,7923,"68,50,7923"
69,65,6843,"69,65,6843"
26,64,4977,"26,64,4977"
59,18,235,"59,18,235"
57,0,3383,"57,0,3383"
59,57,7453,"59,57,7453"
92,30,5562,"92,30,5562"
76,38,4985,"76,38,4985"
69,44,9892,"69,44,9892"
16,44,6392,"16,44,6392"
34,62,3874,"34,62,3874"
61,25,9394,"61,25,9394"
98,80,5537,"98,80,5537"
86,57,964,"86,57,964"
24,18,9351,"24,18,9351"
87,27,5479,"87,27,5479"
24,31,8916,"24,31,8916"
14,12,7214,"14,12,7214"
82,11,3820,"82,11,3820"
53,15,1747,"53,15,1747"
22,35,5352,"22,35,5352"
46,49,963,"46,49,963"
75,46,9417,"75,46,9417"
42,26,3567,"42,26,3567"
49,23,7193,"49,23,7193"
59,71,8179,"59,71,8179"
84,1,4052,"84,1,4052"
72,46,119,"72,46,119"
69,98,9906,"69,98,9906"
5,90,9504,"5,90,9504"
22,6,8492,"22,6,8492"
80,56,6794,"80,56,6794"
86,10,4932,"86,10,4932"
21,8,4030,"21,8,4030"
36,71,3344,"36,71,3344"
52,73,4398,"52,73,4398"
2,65,8280,"2,65,8280"
1,89,6980,"1,89,6980"
1,46,7144,"1,46,7144"
77,60,767,"77,60,767"
65,93,6813,"65,93,6813"
14,36,3517,"14,36,3517"
94,8,3076,"94,8,3076"
37,21,4355,"37,21,4355"
38,34,4480,"38,34,4480"
97,24,4013,"97,24,4013"
40,65,3486,"40,65,3486"
95,76,6604,"95,76,6604"
36,57,666,"36,57,666"
80,73,2809,"80,73,2809"
90,43,2268,"90,43,2268"
32,33,1353,"32,33,1353"
15,24,460,"15,24,460"
55,8,1245,"55,8,1245"
86,15,2970,"86,15,2970"
58,50,8971,"58,50,8971"
3,86,2776,"3,86,2776"
1,93,7866,"1,93,7866"
75,84,2172,"75,84,2172"
75,81,5908,"75,81,5908"
50,43,7189,"50,43,7189"
10,93,5800,"10,93,5800"
22,9,3261,"22,9,3261"
65,23,8582,"65,23,8582"
19,88,8400,"19,88,8400"
88,37,2036,"88,37,2036"
30,94,7722,"30,94,7722"
6,27,7644,"6,27,7644"
62,93,4337,"62,93,4337"
14,38,8716,"14,38,8716"
30,42,7365,"30,42,7365"
75,93,4293,"75,93,4293"
28,54,866,"28,54,866"
50,27,9467,"50,27,9467"
38,38,3571,"38,38,3571"
40,49,6464,"40,49,6464"
56,53,3079,"56,53,3079"
51,50,8533,"51,50,8533"
92,66,4279,"92,66,4279"
40,15,3733,"40,15,3733"
17,22,1058,"17,22,1058"
71,38,6591,"71,38,6591"
36,19,2660,"36,19,2660"
22,44,7815,"22,44,7815"
5,47,4163,"5,47,4163"
53,37,1221,"53,37,1221"
26,73,4616,"26,73,4616"
19,15,8928,"19,15,8928"
90,59,9663,"90,59,9663"
76,24,554,"76,24,554"
56,42,8813,"56,42,8813"
4,5,832,"4,5,832"
90,50,5373,"90,50,5373"
11,20,6903,"11,20,6903"
39,93,9903,"39,93,9903"
70,28,2710,"70,28,2710"
57,72,7478,"57,72,7478"
32,7,6470,"32,7,6470"
28,79,7455,"28,79,7455"
42,55,101,"42,55,101"
15,74,5897,"15,74,5897"
21,52,3550,"21,52,3550"
78,59,9823,"78,59,9823"
79,64,3530,"79,64,3530"
46,69,1596,"46,69,1596"
21,41,4844,"21,41,4844"
85,16,863,"85,16,863"
63,7,6855,"63,7,6855"
49,79,7966,"49,79,7966"
86,30,1396,"86,30,1396"
4,32,4210,"4,32,4210"
10,34,2533,"10,34,2533"
5,71,8803,"5,71,8803"
9,61,6432,"9,61,6432"
5,91,9327,"5,91,9327"
13,55,9815,"13,55,9815"
22,77,9941,"22,77,9941"
51,95,37,"51,95,37"
79,93,6882,"79,93,6882"
21,61,4467,"21,61,4467"
17,77,5222,"17,77,5222"
25,3,7921,"25,3,7921"
2,80,8541,"2,80,8541"
88,1,1940,"88,1,1940"
47,74,7289,"47,74,7289"
14,79,4539,"14,79,4539"
60,59,7651,"60,59,7651"
84,6,4660,"84,6,4660"
91,16,7935,"91,16,7935"
48,56,805,"48,56,805"
26,30,5994,"26,30,5994"
20,96,9072,"20,96,9072"
42,37,2737,"42,37,2737"
49,36,976,"49,36,976"
63,36,9166,"63,36,9166"
5,16,8181,"5,16,8181"
83,7,2759,"83,7,2759"
93,20,4364,"93,20,4364"
79,97,5446,"79,97,5446"
56,96,7592,"56,96,7592"
84,86,6587,"84,86,6587"
43,0,1590,"43,0,1590"
48,55,9783,"48,55,9783"
71,56,9457,"71,56,9457"
55,93,3117,"55,93,3117"
57,91,9612,"57,91,9612"
95,65,4543,"95,65,4543"
72,63,1603,"72,63,1603"
71,13,8486,"71,13,8486"
71,56,7916,"71,56,7916"
11,70,8857,"11,70,8857"
60,31,3980,"60,31,3980"
57,73,1074,"57,73,1074"
79,43,7659,"79,43,7659"
41,81,3668,"41,81,3668"
1,2,5704,"1,2,5704"
0,75,3449,"0,75,3449"
9,91,4467,"9,91,4467"
3,24,1412,"3,24,1412"
68,4,5705,"68,4,5705"
16,36,1284,"16,36,1284"
3,71,6123,"3,71,6123"
35,81,8902,"35,81,8902"
54,28,5953,"54,28,5953"
97,75,7407,"97,75,7407"
86,65,6916,"86,65,6916"
2,5,3364,"2,5,3364"
15,22,9137,"15,22,9137"
43,2,6575,"43,2,6575"
49,54,524,"49,54,524"
92,40,8102,"92,40,8102"
68,45,300,"68,45,300"
37,57,9341,"37,57,9341"
18,52,8371,"18,52,8371"
97,52,7058,"97,52,7058"
43,30,2679,"43,30,2679"
23,67,8851,"23,67,8851"
95,96,3632,"95,96,3632"
26,91,8748,"26,91,8748"
48,2,2155,"48,2,2155"
59,32,3774,"59,32,3774"
4,27,1912,"4,27,1912"
20,93,7458,"20,93,7458"
61,82,5513,"61,82,5513"
75,42,5471,"75,42,5471"
31,27,7363,"31,27,7363"
42,53,6701,"42,53,6701"
4,88,8296,"4,88,8296"
95,12,9779,"95,12,9779"
69,57,8431,"69,57,8431"
14,62,7015,"14,62,7015"
12,10,9842,"12,10,9842"
28,39,2807,"28,39,2807"
54,11,7451,"54,11,7451"
77,23,79,"77,23,79"
81,75,8678,"81,75,8678"
99,76,5979,"99,76,5979"
7,18,8180,"7,18,8180"
64,96,1864,"64,96,1864"
94,18,5184,"94,18,5184"
43,16,53,"43,16,53"
61,5,6840,"61,5,6840"
49,42,8168,"49,42,8168"
49,20,5830,"49,20,5830"
88,60,541,"88,60,541"
99,32,8190,"99,32,8190"
7,72,3914,"7,72,3914"
89,37,6501,"89,37,6501"
46,44,2028,"46,44,2028"
38,29,613,"38,29,613"
41,38,7659,"41,38,7659"
96,59,3718,"96,59,3718"
70,97,1756,"70,97,1756"
51,77,4465,"51,77,4465"
47,77,2592,"47,77,2592"
1,6,943,"1,6,943"
66,67,2374,"66,67,2374"
12,81,2929,"12,81,2929"
31,85,4875,"31,85,4875"
18,0,9143,"18,0,9143"
93,56,6804,"93,56,6804"
16,66,9028,"16,66,9028"
22,93,5711,"22,93,5711"
96,59,1658,"96,59,1658"
51,24,5982,"51,24,5982"
59,49,4903,"59,49,4903"
48,30,8341,"48,30,8341"
59,77,5365,"59,77,5365"
96,5,3399,"96,5,3399"
25,35,2674,"25,35,2674"
11,32,3112,"11,32,3112"
90,86,7173,"90,86,7173"
2,94,513,"2,94,513"
96,84,5552,"96,84,5552"
21,73,9514,"21,73,9514"
72,55,9374,"72,55,9374"
76,7,9904,"76,7,9904"
58,98,881,"58,98,881"
96,94,810,"96,94,810"
43,9,376,"43,9,376"
17,67,7554,"17,67,7554"
37,44,9039,"37,44,9039"
8,81,5458,"8,81,5458"
47,0,7223,"47,0,7223"
87,36,8261,"87,36,8261"
68,97,1920,"68,97,1920"
72,32,65,"72,32,65"
25,16,4725,"25,16,4725"
99,13,6841,"99,13,6841"
76,22,9657,"76,22,9657"
23,84,1890,"23,84,1890"
67,60,1098,"67,60,1098"
9,20,2213,"9,20,2213"
36,88,2,"36,88,2"
98,18,5281,"98,18,5281"
12,99,6384,"12,99,6384"
90,15,8953,"90,15,8953"
19,1,4947,"19,1,4947"
98,17,6228,"98,17,6228"
45,25,5057,"45,25,5057"
84,47,586,"84,47,586"
87,80,5626,"87,80,5626"
39,66,4598,"39,66,4598"
45,91,3010,"45,91,3010"
48,17,5362,"48,17,5362"
71,95,6783,"71,95,6783"
13,19,864,"13,19,864"
66,66,2625,"66,66,2625"
20,95,1133,"20,95,1133"
86,11,3629,"86,11,3629"
20,94,7235,"20,94,7235"
71,30,8321,"71,30,8321"
76,89,8587,"76,89,8587"
16,22,1004,"16,22,1004"
87,99,2534,"87,99,2534"
72,63,7998,"72,63,7998"
20,68,2251,"20,68,2251"
70,15,7105,"70,15,7105"
14,42,6133,"14,42,6133"
9,14,2877,"9,14,2877"
80,69,5758,"80,69,5758"
3,70,3726,"3,70,3726"
69,35,6308,"69,35,6308"
89,91,6056,"89,91,6056"
65,26,5885,"65,26,5885"
74,88,2653,"74,88,2653"
28,43,1357,"28,43,1357"
80,27,8210,"80,27,8210"
62,92,3322,"62,92,3322"
22,80,7737,"22,80,7737"
10,25,3952,"10,25,3952"
91,77,7001,"91,77,7001"
75,91,9639,"75,91,9639"
53,70,6479,"53,70,6479"
48,8,3136,"48,8,3136"
73,48,6929,"73,48,6929"
95,33,8533,"95,33,8533"
37,76,5179,"37,76,5179"
83,20,8385,"83,20,8385"
12,20,9988,"12,20,9988"
87,66,5349,"87,66,5349"
51,98,5613,"51,98,5613"
14,3,4734,"14,3,4734"
7,76,9838,"7,76,9838"
10,93,9645,"10,93,9645"
26,58,4316,"26,58,4316"
38,42,3301,"38,42,3301"
21,28,4206,"21,28,4206"
10,31,7697,"10,31,7697"
94,95,2163,"94,95,2163"
42,72,4526,"42,72,4526"
55,73,8646,"55,73,8646"
67,86,9500,"67,86,9500"
38,57,2210,"38,57,2210"
44,35,8298,"44,35,8298"
76,66,1290,"76,66,1290"
13,54,4180,"13,54,4180"
82,88,6626,"82,88,6626"
61,84,3568,"61,84,3568"
39,95,1301,"39,95,1301"
8,41,5588,"8,41,5588"
29,3,4802,"29,3,4802"
8,83,2222,"8,83,2222"
28,73,7314,"28,73,7314"
80,74,1658,"80,74,1658"
6,36,6714,"6,36,6714"
24,26,7603,"24,26,7603"
54,8,7077,"54,8,7077"
58,55,4769,"58,55,4769"
55,34,9190,"55,34,9190"
46,30,158,"46,30,158"
74,73,9494,"74,73,9494"
0,77,5459,"0,77,5459"
79,71,7333,"79,71,7333"
21,63,7996,"21,63,7996"
89,59,2090,"89,59,2090"
11,90,5818,"11,90,5818"
6,80,1095,"6,80,1095"
44,37,1823,"44,37,1823"
91,61,2584,"91,61,2584"
90,79,7591,"90,79,7591"
87,30,5110,"87,30,5110"
70,26,914,"70,26,914"
56,64,5310,"56,64,5310"
39,65,2261,"39,65,2261"
79,48,483,"79,48,483"
17,86,6564,"17,86,6564"
19,84,6100,"19,84,6100"
26,14,7076,"26,14,7076"
37,45,8262,"37,45,8262"
71,78,3107,"71,78,3107"
1,1,1285,"1,1,1285"
48,21,9533,"48,21,9533"
79,34,6722,"79,34,6722"
46,52,6813,"46,52,6813"
30,76,1642,"30,76,1642"
69,68,583,"69,68,583"
0,61,9521,"0,61,9521"
51,26,7091,"51,26,7091"
35,55,1348,"35,55,1348"
32,26,7923,"32,26,7923"
16,43,3211,"16,43,3211"
6,16,5139,"6,16,5139"
63,66,6266,"63,66,6266"
42,2,5076,"42,2,5076"
77,14,7421,"77,14,7421"
22,32,339,"22,32,339"
87,64,9055,"87,64,9055"
14,76,1847,"14,76,1847"
7,18,3196,"7,18,3196"
54,9,2566,"54,9,2566"
69,5,3650,"69,5,3650"
77,22,2044,"77,22,2044"
97,28,8902,"97,28,8902"
63,96,6467,"63,96,6467"
60,20,6126,"60,20,6126"
57,99,2271,"57,99,2271"
81,30,9697,"81,30,9697"
72,21,8428,"72,21,8428"
69,46,4702,"69,46,4702"
50,60,378,"50,60,378"
35,11,7152,"35,11,7152"
71,94,986,"71,94,986"
64,66,3279,"64,66,3279"
30,93,6194,"30,93,6194"
61,81,1105,"61,81,1105"
15,38,9376,"15,38,9376"
44,56,476,"44,56,476"
13,93,1722,"13,93,1722"
25,67,8844,"25,67,8844"
91,94,4115,"91,94,4115"
53,42,6366,"53,42,6366"
31,1,173,"31,1,173"
99,32,134,"99,32,134"
5,83,7774,"5,83,7774"
25,37,1390,"25,37,1390"
49,53,9729,"49,53,9729"
93,20,1572,"93,20,1572"
27,81,3036,"27,81,3036"
16,52,8771,"16,52,8771"
47,72,9438,"47,72,9438"
16,28,4567,"16,28,4567"
94,31,7092,"94,31,7092"
86,73,8477,"86,73,8477"
71,24,8740,"71,24,8740"
44,94,3767,"44,94,3767"
73,0,9666,"73,0,9666"
84,51,4537,"84,51,4537"
45,47,6945,"45,47,6945"
66,80,3313,"66,80,3313"
12,77,3529,"12,77,3529"
88,84,2232,"88,84,2232"
65,73,1057,"65,73,1057"
76,75,3911,"76,75,3911"
25,42,2380,"25,42,2380"
61,44,679,"61,44,679"
41,72,6068,"41,72,6068"
78,27,842,"78,27,842"
54,18,6489,"54,18,6489"
89,90,9002,"89,90,9002"
66,0,7307,"66,0,7307"
55,83,4931,"55,83,4931"
61,88,7069,"61,88,7069"
58,41,709,"58,41,709"
13,8,2021,"13,8,2021"
44,59,8098,"44,59,8098"
8,32,1056,"8,32,1056"
42,80,265,"42,80,265"
45,10,664,"45,10,664"
9,71,6429,"9,71,6429"
81,77,9589,"81,77,9589"
72,56,2118,"72,56,2118"
17,52,2547,"17,52,2547"
43,4,1403,"43,4,1403"
44,12,5882,"44,12,5882"
34,2,5971,"34,2,5971"
91,23,1199,"91,23,1199"
93,82,5614,"93,82,5614"
72,69,5673,"72,69,5673"
41,38,2131,"41,38,2131"
36,15,3706,"36,15,3706"
66,94,5164,"66,94,5164"
69,2,1287,"69,2,1287"
55,76,5524,"55,76,5524"
76,5,5295,"76,5,5295"
22,1,9862,"22,1,9862"
33,69,3839,"33,69,3839"
43,8,6823,"43,8,6823"
85,41,6376,"85,41,6376"
9,55,392,"9,55,392"
32,38,6135,"32,38,6135"
1,63,665,"1,63,665"
87,37,47,"87,37,47"
35,29,1982,"35,29,1982"
98,2,7648,"98,2,7648"
59,37,6797,"59,37,6797"
80,36,4459,"80,36,4459"
76,4,3545,"76,4,3545"
35,82,6633,"35,82,6633"
35,14,2082,"35,14,2082"
51,38,5593,"51,38,5593"
1,9,1649,"1,9,1649"
19,73,1065,"19,73,1065"
15,83,9697,"15,83,9697"
3,35,7741,"3,35,7741"
66,60,3919,"66,60,3919"
1,19,5565,"1,19,5565"
87,67,818,"87,67,818"
60,50,6967,"60,50,6967"
79,96,5941,"79,96,5941"
5,11,2439,"5,11,2439"
8,79,5075,"8,79,5075"
95,16,7417,"95,16,7417"
50,15,8582,"50,15,8582"
92,15,942,"92,15,942"
81,5,1690,"81,5,1690"
52,56,9240,"52,56,9240"
32,13,8137,"32,13,8137"
85,71,1229,"85,71,1229"
19,48,6526,"19,48,6526"
83,78,8280,"83,78,8280"
40,46,2211,"40,46,2211"
16,13,9614,"16,13,9614"
75,53,810,"75,53,810"
82,66,9317,"82,66,9317"
90,28,412,"90,28,412"
10,9,9662,"10,9,9662"
26,38,5770,"26,38,5770"
11,70,3821,"11,70,3821"
40,87,6065,"40,87,6065"
95,96,4687,"95,96,4687"
22,14,1935,"22,14,1935"
75,82,4119,"75,82,4119"
10,22,8294,"10,22,8294"
39,98,8715,"39,98,8715"
18,57,933,"18,57,933"
52,48,6395,"52,48,6395"
36,36,8276,"36,36,8276"
22,11,104,"22,11,104"
8,58,7805,"8,58,7805"
56,54,8414,"56,54,8414"
86,0,9348,"86,0,9348"
37,66,552,"37,66,552"
67,29,8278,"67,29,8278"
17,96,3990,"17,96,3990"
80,68,6193,"80,68,6193"
76,56,6849,"76,56,6849"
21,21,7542,"21,21,7542"
46,66,3068,"46,66,3068"
13,16,1612,"13,16,1612"
95,85,8349,"95,85,8349"
50,5,8979,"50,5,8979"
32,84,3951,"32,84,3951"
90,83,297,"90,83,297"
6,42,1617,"6,42,1617"
48,61,8553,"48,61,8553"
31,53,5626,"31,53,5626"
20,63,6097,"20,63,6097"
4,85,5415,"4,85,5415"
63,83,2165,"63,83,2165"
87,80,4560,"87,80,4560"
27,25,8443,"27,25,8443"
35,72,8540,"35,72,8540"
9,97,1231,"9,97,1231"
33,3,8608,"33,3,8608"
9,60,6701,"9,60,6701"
93,93,2082,"93,93,2082"
55,56,4289,"55,56,4289"
75,33,5361,"75,33,5361"
26,95,593,"26,95,593"
3,94,6330,"3,94,6330"
75,60,7878,"75,60,7878"
2,83,1040,"2,83,1040"
69,30,9638,"69,30,9638"
84,91,5116,"84,91,5116"
2,21,2713,"2,21,2713"
22,85,4548,"22,85,4548"
21,10,5122,"21,10,5122"
32,81,6045,"32,81,6045"
37,71,6370,"37,71,6370"
94,85,6741,"94,85,6741"
68,22,6842,"68,22,6842"
15,91,7500,"15,91,7500"
3,28,23,"3,28,23"
96,15,4794,"96,15,4794"
21,36,8178,"21,36,8178"
90,13,8708,"90,13,8708"
90,95,8278,"90,95,8278"
9,39,1293,"9,39,1293"
45,53,8466,"45,53,8466"
27,3,7601,"27,3,7601"
25,36,8360,"25,36,8360"
69,73,6066,"69,73,6066"
10,6,9370,"10,6,9370"
36,14,1967,"36,14,1967"
28,2,2014,"28,2,2014"
76,98,3623,"76,98,3623"
77,74,9234,"77,74,9234"
44,41,1339,"44,41,1339"
9,29,5125,"9,29,5125"
44,47,4189,"44,47,4189"
80,62,7040,"80,62,7040"
62,90,199,"62,90,199"
95,37,7175,"95,37,7175"
48,87,407,"48,87,407"
70,45,2772,"70,45,2772"
30,88,6091,"30,88,6091"
39,14,7548,"39,14,7548"
39,75,2116,"39,75,2116"
45,88,8637,"45,88,8637"
49,68,9754,"49,68,9754"
46,32,6494,"46,32,6494"
71,36,6051,"71,36,6051"
19,54,6317,"19,54,6317"
37,11,2596,"37,11,2596"
43,4,7955,"43,4,7955"
74,65,9043,"74,65,9043"
27,54,8807,"27,54,8807"
61,1,7068,"61,1,7068"
43,24,1968,"43,24,1968"
93,81,3347,"93,81,3347"
93,44,5529,"93,44,5529"
64,56,1278,"64,56,1278"
98,49,4341,"98,49,4341"
58,52,381,"58,52,381"
38,82,3390,"38,82,3390"
60,71,7223,"60,71,7223"
53,95,9410,"53,95,9410"
24,27,4330,"24,27,4330"
25,92,6369,"25,92,6369"
57,89,9767,"57,89,9767"
30,64,7195,"30,64,7195"
89,84,8573,"89,84,8573"
74,32,6624,"74,32,6624"
87,80,1101,"87,80,1101"
71,6,1833,"71,6,1833"
52,46,8337,"52,46,8337"
75,38,7300,"75,38,7300"
96,90,3708,"96,90,3708"
63,19,5576,"63,19,5576"
72,96,3420,"72,96,3420"
92,45,9147,"92,45,9147"
48,98,8689,"48,98,8689"
24,34,2190,"24,34,2190"
59,36,3081,"59,36,3081"
44,59,1234,"44,59,1234"
24,87,1677,"24,87,1677"
64,18,7042,"64,18,7042"
34,31,375,"34,31,375"
75,51,6365,"75,51,6365"
19,96,2673,"19,96,2673"
1,68,3901,"1,68,3901"
11,43,3658,"11,43,3658"
17,35,5596,"17,35,5596"
9,95,2280,"9,95,2280"
21,28,2592,"21,28,2592"
92,56,4125,"92,56,4125"
73,20,6492,"73,20,6492"
5,16,5955,"5,16,5955"
52,96,2518,"52,96,2518"
51,5,2681,"51,5,2681"
48,56,1999,"48,56,1999"
59,77,2227,"59,77,2227"
89,49,2693,"89,49,2693"
4,35,1536,"4,35,1536"
72,52,4837,"72,52,4837"
3,14,3237,"3,14,3237"
9,99,4740,"9,99,4740"
40,29,3361,"40,29,3361"
47,54,6059,"47,54,6059"
91,12,1834,"91,12,1834"
92,48,3475,"92,48,3475"
90,32,2078,"90,32,2078"
7,63,4417,"7,63,4417"
91,54,4318,"91,54,4318"
60,25,634,"60,25,634"
23,45,9039,"23,45,9039"
63,53,3502,"63,53,3502"
67,9,7745,"67,9,7745"
73,71,8241,"73,71,8241"
4,8,7496,"4,8,7496"
72,2,6761,"72,2,6761"
11,54,5388,"11,54,5388"
55,48,7448,"55,48,7448"
53,61,7244,"53,61,7244"
81,86,2357,"81,86,2357"
73,55,6778,"73,55,6778"
5,39,9403,"5,39,9403"
66,81,2101,"66,81,2101"
38,98,421,"38,98,421"
81,98,2999,"81,98,2999"
88,31,3654,"88,31,3654"
60,77,728,"60,77,728"
41,95,2613,"41,95,2613"
77,90,3771,"77,90,3771"
28,33,6871,"28,33,6871"
5,1,4405,"5,1,4405"
88,53,3241,"88,53,3241"
32,39,7597,"32,39,7597"
97,13,8673,"97,13,8673"
8,22,6820,"8,22,6820"
53,97,6812,"53,97,6812"
59,48,4127,"59,48,4127"
74,34,5625,"74,34,5625"
40,21,9765,"40,21,9765"
42,95,1868,"42,95,1868"
58,14,4318,"58,14,4318"
79,46,1625,"79,46,1625"
86,53,6704,"86,53,6704"
38,12,5133,"38,12,5133"
48,91,6027,"48,91,6027"
45,47,6435,"45,47,6435"
15,83,5843,"15,83,5843"
2,78,3255,"2,78,3255"
45,77,3278,"45,77,3278"
49,19,580,"49,19,580"
65,61,882,"65,61,882"
27,27,7667,"27,27,7667"
50,83,5756,"50,83,5756"
41,87,6259,"41,87,6259"
48,85,9637,"48,85,9637"
89,31,4610,"89,31,4610"
53,31,3435,"53,31,3435"
14,40,6313,"14,40,6313"
83,78,8170,"83,78,8170"
11,53,7083,"11,53,7083"
31,95,8752,"31,95,8752"
32,8,608,"32,8,608"
65,23,3363,"65,23,3363"
66,7,5969,"66,7,5969"
26,61,9111,"26,61,9111"
64,35,9089,"64,35,9089"
39,77,1769,"39,77,1769"
88,73,6980,"88,73,6980"
18,32,5264,"18,32,5264"
70,48,4480,"70,48,4480"
54,40,5958,"54,40,5958"
26,83,4445,"26,83,4445"
47,28,3250,"47,28,3250"
42,95,3291,"42,95,3291"
10,76,7814,"10,76,7814"
36,57,3737,"36,57,3737"
18,2,5664,"18,2,5664"
31,89,1163,"31,89,1163"
56,91,7149,"56,91,7149"
39,18,1985,"39,18,1985"
33,99,8806,"33,99,8806"
54,40,7743,"54,40,7743"
37,44,9045,"37,44,9045"
61,96,2440,"61,96,2440"
27,95,7726,"27,95,7726"
81,81,7725,"81,81,7725"
98,47,792,"98,47,792"
29,69,121,"29,69,121"
4,30,5164,"4,30,5164"
51,78,3163,"51,78,3163"
95,48,1841,"95,48,1841"
87,31,7518,"87,31,7518"
62,97,3919,"62,97,3919"
31,14,7928,"31,14,7928"
89,91,8644,"89,91,8644"
81,7,2902,"81,7,2902"
83,97,5470,"83,97,5470"
52,0,3927,"52,0,3927"
27,68,514,"27,68,514"
74,29,9006,"74,29,9006"
40,32,9607,"40,32,9607"
54,95,1383,"54,95,1383"
87,3,8502,"87,3,8502"
77,15,8232,"77,15,8232"
72,32,488,"72,32,488"
64,83,5147,"64,83,5147"
78,73,3899,"78,73,3899"
50,2,1854,"50,2,1854"
21,86,9591,"21,86,9591"
23,10,2501,"23,10,2501"
94,47,7418,"94,47,7418"
85,84,3133,"85,84,3133"
22,16,5104,"22,16,5104"
9,2,5414,"9,2,5414"
32,98,3961,"32,98,3961"
0,68,8504,"0,68,8504"
70,96,2985,"70,96,2985"
38,43,4954,"38,43,4954"
19,96,8559,"19,96,8559"
74,33,2003,"74,33,2003"
69,26,3276,"69,26,3276"
75,40,9519,"75,40,9519"
61,59,4559,"61,59,4559"
67,69,4284,"67,69,4284"
71,97,7340,"71,97,7340"
16,84,6919,"16,84,6919"
7,85,396,"7,85,396"
61,16,7755,"61,16,7755"
1,80,6706,"1,80,6706"
33,29,1322,"33,29,1322"
30,57,8418,"30,57,8418"
16,66,2942,"16,66,2942"
62,19,1288,"62,19,1288"
99,73,7239,"99,73,7239"
86,99,451,"86,99,451"
62,95,5975,"62,95,5975"
78,73,7171,"78,73,7171"
71,63,2966,"71,63,2966"
17,63,4591,"17,63,4591"
77,75,4064,"77,75,4064"
62,69,6743,"62,69,6743"
7,36,864,"7,36,864"
88,16,8555,"88,16,8555"
49,93,5767,"49,93,5767"
48,74,332,"48,74,332"
90,77,4741,"90,77,4741"
37,72,5330,"37,72,5330"
97,35,1925,"97,35,1925"
45,50,668,"45,50,668"
70,90,6272,"70,90,6272"
59,79,1113,"59,79,1113"
25,95,5860,"25,95,5860"
51,18,5835,"51,18,5835"
74,97,2925,"74,97,2925"
62,23,6031,"62,23,6031"
6,81,2811,"6,81,2811"
76,72,9475,"76,72,9475"
88,76,4965,"88,76,4965"
26,72,463,"26,72,463"
71,2,1495,"71,2,1495"
63,62,8182,"63,62,8182"
42,10,4272,"42,10,4272"
10,57,1801,"10,57,1801"
38,30,5890,"38,30,5890"
79,34,1193,"79,34,1193"
10,10,1511,"10,10,1511"
8,29,2903,"8,29,2903"
70,19,4541,"70,19,4541"
0,64,856,"0,64,856"
88,99,1020,"88,99,1020"
37,55,7697,"37,55,7697"
78,1,3701,"78,1,3701"
4,9,2151,"4,9,2151"
42,90,6695,"42,90,6695"
99,4,1310,"99,4,1310"
24,34,1700,"24,34,1700"
83,63,7336,"83,63,7336"
56,3,8741,"56,3,8741"
96,57,1102,"96,57,1102"
96,62,4047,"96,62,4047"
24,9,6774,"24,9,6774"
84,29,2983,"84,29,2983"
31,25,4119,"31,25,4119"
14,13,5437,"14,13,5437"
17,53,8994,"17,53,8994"
67,69,3301,"67,69,3301"
74,59,8213,"74,59,8213"
52,64,8273,"52,64,8273"
52,61,3252,"52,61,3252"
68,93,1391,"68,93,1391"
78,11,6326,"78,11,6326"
50,34,6836,"50,34,6836"
37,58,1053,"37,58,1053"
71,14,6226,"71,14,6226"
76,92,1703,"76,92,1703"
58,46,6536,"58,46,6536"
15,67,7658,"15,67,7658"
96,69,4323,"96,69,4323"
88,80,6316,"88,80,6316"
73,57,383,"73,57,383"
23,25,4068,"23,25,4068"
58,9,221,"58,9,221"
20,94,6887,"20,94,6887"
0,22,2174,"0,22,2174"
37,39,7808,"37,39,7808"
14,58,4560,"14,58,4560"
64,75,1750,"64,75,1750"
43,57,6961,"43,57,6961"
45,32,6405,"45,32,6405"
16,93,2129,"16,93,2129"
70,16,4433,"70,16,4433"
54,65,5096,"54,65,5096"
64,22,3176,"64,22,3176"
22,95,93,"22,95,93"
67,76,6964,"67,76,6964"
51,13,2401,"51,13,2401"
96,69,6033,"96,69,6033"
50,33,318,"50,33,318"
93,21,1075,"93,21,1075"
94,5,3250,"94,5,3250"
8,7,5935,"8,7,5935"
51,9,5312,"51,9,5312"
93,35,4223,"93,35,4223"
75,95,7232,"75,95,7232"
2,85,797,"2,85,797"
82,41,1354,"82,41,1354"
99,61,8530,"99,61,8530"
51,86,3990,"51,86,3990"
89,25,1642,"89,25,1642"
18,63,1593,"18,63,1593"
74,67,9995,"74,67,9995"
16,41,5794,"16,41,5794"
50,55,5670,"50,55,5670"
11,4,3764,"11,4,3764"
47,40,1212,"47,40,1212"
54,59,2631,"54,59,2631"
47,4,7335,"47,4,7335"
3,40,7800,"3,40,7800"
33,11,1029,"33,11,1029"
81,13,923,"81,13,923"
11,69,7686,"11,69,7686"
12,66,9413,"12,66,9413"
