brand_name,model_name,os,phone_info
Apple,Y5 2019 2/16GB Black (51093SHA),Android,"Apple,Y5 2019 2/16GB Black (51093SHA),Android"
Meizu,6.1 4/32GB Black,Android,"Meizu,6.1 4/32GB Black,Android"
ZTE,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android,"ZTE,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android"
Xiaomi,Redmi Note 6 Pro 4/64GB Blue,Android,"Xiaomi,Redmi Note 6 Pro 4/64GB Blue,Android"
ZTE,8S 2/32GB Black (51093ULM),Android,"ZTE,8S 2/32GB Black (51093ULM),Android"
Apple,Velvet 5G LM-G900EM 6/128GB Aurora Gray,Android,"Apple,Velvet 5G LM-G900EM 6/128GB Aurora Gray,Android"
Apple,X Cover 4s G398F (SM-G398FZKD),Android,"Apple,X Cover 4s G398F (SM-G398FZKD),Android"
Sony,iPhone 6 64GB Space Gray (MG4F2),Android,"Sony,iPhone 6 64GB Space Gray (MG4F2),Android"
Xiaomi,Galaxy S20 5G SM-G9810 12/128GB Cloud Pink,Android,"Xiaomi,Galaxy S20 5G SM-G9810 12/128GB Cloud Pink,Android"
ZTE,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android,"ZTE,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android"
LG,Pixel 4a 6/128GB Just Black,Android,"LG,Pixel 4a 6/128GB Just Black,Android"
Honor,A80 Pro 4/64GB Black,Android,"Honor,A80 Pro 4/64GB Black,Android"
ZTE,Poco M3 4/128GB Black,Android,"ZTE,Poco M3 4/128GB Black,Android"
Motorola,P40 8/128GB Black (51095EHY),Android,"Motorola,P40 8/128GB Black (51095EHY),Android"
DOOGEE,Find X2 12/256GB Ocean Black,Android,"DOOGEE,Find X2 12/256GB Ocean Black,Android"
ZTE,C30 8/128GB Black,Android,"ZTE,C30 8/128GB Black,Android"
Xiaomi,BV5900 3/32GB Black,Android,"Xiaomi,BV5900 3/32GB Black,Android"
S-TELL,Galaxy S9+ SM-G965 DS 64GB Black (SM-G965FZKD),Android,"S-TELL,Galaxy S9+ SM-G965 DS 64GB Black (SM-G965FZKD),Android"
DOOGEE,S68 Pro 6/128GB Black,iOS,"DOOGEE,S68 Pro 6/128GB Black,iOS"
Google,Galaxy S10+ SM-G975 DS 512GB Black (SM-G975FCKG),Android,"Google,Galaxy S10+ SM-G975 DS 512GB Black (SM-G975FCKG),Android"
Blackview,Galaxy S21 Ultra 12/256GB Phantom Black (SM-G998BZKGSEK),OxygenOS,"Blackview,Galaxy S21 Ultra 12/256GB Phantom Black (SM-G998BZKGSEK),OxygenOS"
Lenovo,Redmi 6 4/64GB Black,Android,"Lenovo,Redmi 6 4/64GB Black,Android"
HUAWEI,iPhone SE 16GB Space Gray (MLLN2),Android,"HUAWEI,iPhone SE 16GB Space Gray (MLLN2),Android"
CAT,Redmi 6 Pro 4/64GB Black,iOS,"CAT,Redmi 6 Pro 4/64GB Black,iOS"
OPPO,16Xs 6/128GB Pearl White,Android,"OPPO,16Xs 6/128GB Pearl White,Android"
Oukitel,Nova 4 8/128GB Black,Android,"Oukitel,Nova 4 8/128GB Black,Android"
Samsung,Xperia 5 II 8/128GB Black,iOS,"Samsung,Xperia 5 II 8/128GB Black,iOS"
Lenovo,Galaxy Note 9 N960 8/512GB Midnight Black,Android,"Lenovo,Galaxy Note 9 N960 8/512GB Midnight Black,Android"
LG,Redmi 5 Plus 4/64GB Black,Android,"LG,Redmi 5 Plus 4/64GB Black,Android"
Nokia,1 1/8GB Bluish Black (5033D-2JALUAA),Android,"Nokia,1 1/8GB Bluish Black (5033D-2JALUAA),Android"
Samsung,Galaxy A01 2/16GB Black (SM-A015FZKD),Android,"Samsung,Galaxy A01 2/16GB Black (SM-A015FZKD),Android"
Motorola,Galaxy S10 Lite SM-G770 8/128GB Black,Android,"Motorola,Galaxy S10 Lite SM-G770 8/128GB Black,Android"
LG,Moto G8 4/64GB White (PAHL0010RS),Android,"LG,Moto G8 4/64GB White (PAHL0010RS),Android"
Apple,iPhone 11 256GB Black (MWLL2),Android,"Apple,iPhone 11 256GB Black (MWLL2),Android"
LG,P30 8/128GB Black,Android,"LG,P30 8/128GB Black,Android"
Apple,nubia Red Magic 5G 8/128GB Black,OxygenOS,"Apple,nubia Red Magic 5G 8/128GB Black,OxygenOS"
Apple,iPhone 12 mini 64GB Black (MGDX3),Android,"Apple,iPhone 12 mini 64GB Black (MGDX3),Android"
DOOGEE,Redmi Note 4x 3/32GB Black,Android,"DOOGEE,Redmi Note 4x 3/32GB Black,Android"
UMIDIGI,8 Dual SIM Silver,Android,"UMIDIGI,8 Dual SIM Silver,Android"
Xiaomi,Redmi 5 Plus 4/64GB Gold,Android,"Xiaomi,Redmi 5 Plus 4/64GB Gold,Android"
Motorola,Note 8P 2/16GB Midnight Green,Android,"Motorola,Note 8P 2/16GB Midnight Green,Android"
Sony,iPhone XS Max 512GB Space Gray (MT622),Android,"Sony,iPhone XS Max 512GB Space Gray (MT622),Android"
Samsung,Galaxy Note10 Lite SM-N770F Dual 8/128GB Black (SM-N770FZKU),Android,"Samsung,Galaxy Note10 Lite SM-N770F Dual 8/128GB Black (SM-N770FZKU),Android"
Tecno,BV5100 4/128GB Green,Android,"Tecno,BV5100 4/128GB Green,Android"
Apple,nova 5T 6/128GB Black (51094MEU),Android,"Apple,nova 5T 6/128GB Black (51094MEU),Android"
Samsung,iPhone 11 128GB Slim Box Black (MHDH3),Android,"Samsung,iPhone 11 128GB Slim Box Black (MHDH3),Android"
Apple,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android,"Apple,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android"
AGM,A9 4/64GB Black,Android,"AGM,A9 4/64GB Black,Android"
Samsung,Y9 Plus 4/64GB Blue,Android,"Samsung,Y9 Plus 4/64GB Blue,Android"
Tecno,5 4/128GB Violet,Android,"Tecno,5 4/128GB Violet,Android"
DOOGEE,Poco F2 Pro 6/128GB Electric Purple,Android,"DOOGEE,Poco F2 Pro 6/128GB Electric Purple,Android"
Apple,iPhone 11 Pro Max 512GB Dual Sim Silver (MWF62),iOS,"Apple,iPhone 11 Pro Max 512GB Dual Sim Silver (MWF62),iOS"
ERGO,Galaxy A01 Core 1/16GB Black (SM-A013FZKD),Android,"ERGO,Galaxy A01 Core 1/16GB Black (SM-A013FZKD),Android"
Samsung,Y30 4/64GB Blue,Android,"Samsung,Y30 4/64GB Blue,Android"
Apple,iPhone XR 256GB Black (MRYJ2),iOS,"Apple,iPhone XR 256GB Black (MRYJ2),iOS"
Samsung,Redmi Note 8 3/32GB Blue,Android,"Samsung,Redmi Note 8 3/32GB Blue,Android"
Motorola,Redmi 6 3/64GB Gold,Android,"Motorola,Redmi 6 3/64GB Gold,Android"
Apple,Pixel 4 6/64GB Just Black,iOS,"Apple,Pixel 4 6/64GB Just Black,iOS"
LG,3 Pro 6/128GB Nitro Blue,Android,"LG,3 Pro 6/128GB Nitro Blue,Android"
Samsung,Galaxy S9+ SM-G965 DS 128GB Black,Android,"Samsung,Galaxy S9+ SM-G965 DS 128GB Black,Android"
Xiaomi,Black Shark 8/128GB Black,Android,"Xiaomi,Black Shark 8/128GB Black,Android"
Blackview,Droid Turbo 2 32GB (Ballistic Nylon Black),Android,"Blackview,Droid Turbo 2 32GB (Ballistic Nylon Black),Android"
Samsung,Galaxy Note 9 N960 8/512GB Lavender Purple,Android,"Samsung,Galaxy Note 9 N960 8/512GB Lavender Purple,Android"
Apple,iPhone 11 Pro Max 256GB Dual Sim Gold (MWF32),Android,"Apple,iPhone 11 Pro Max 256GB Dual Sim Gold (MWF32),Android"
Bluboo,Redmi 8A 3/32GB Black,iOS,"Bluboo,Redmi 8A 3/32GB Black,iOS"
Apple,iPhone SE 2020 64GB Slim Box Black (MHGP3),iOS,"Apple,iPhone SE 2020 64GB Slim Box Black (MHGP3),iOS"
DOOGEE,C19 2/16GB Black,Android,"DOOGEE,C19 2/16GB Black,Android"
HUAWEI,S96 Pro 8/128GB Orange,Android,"HUAWEI,S96 Pro 8/128GB Orange,Android"
Google,S40 3/32GB Black,Android,"Google,S40 3/32GB Black,Android"
Motorola,One Zoom 4/128GB Purple,Android,"Motorola,One Zoom 4/128GB Purple,Android"
Xiaomi,10i 4/128GB Black (51093VQV),Android,"Xiaomi,10i 4/128GB Black (51093VQV),Android"
Apple,iPhone 6 64GB Space Gray (MG4F2),Android,"Apple,iPhone 6 64GB Space Gray (MG4F2),Android"
Apple,S60,iOS,"Apple,S60,iOS"
Apple,P smart 2021 4/128GB Midnight Black (51096ABV),iOS,"Apple,P smart 2021 4/128GB Midnight Black (51096ABV),iOS"
Motorola,Moto Z 32GB Black (SM4389AE7U1),Android,"Motorola,Moto Z 32GB Black (SM4389AE7U1),Android"
ALCATEL,3 Pro 6/128GB Nitro Blue,Android,"ALCATEL,3 Pro 6/128GB Nitro Blue,Android"
Xiaomi,P40 lite E 4/64GB Midnight Black (51095DCE),Android,"Xiaomi,P40 lite E 4/64GB Midnight Black (51095DCE),Android"
Meizu,3T 64GB (Gunmetal),Android,"Meizu,3T 64GB (Gunmetal),Android"
Xiaomi,M10 3/32GB Black,Android,"Xiaomi,M10 3/32GB Black,Android"
Xiaomi,C552 Red,iOS,"Xiaomi,C552 Red,iOS"
Xiaomi,iPhone 11 128GB Dual Sim Black (MWN72),Android,"Xiaomi,iPhone 11 128GB Dual Sim Black (MWN72),Android"
Xiaomi,S60 Lite 4/32GB Black,iOS,"Xiaomi,S60 Lite 4/32GB Black,iOS"
Apple,WP2 4/64GB Gold,Android,"Apple,WP2 4/64GB Gold,Android"
OPPO,Armor 8 4/64GB Black (6937748733744),Android,"OPPO,Armor 8 4/64GB Black (6937748733744),Android"
Motorola,X3 6/64GB Black,Android,"Motorola,X3 6/64GB Black,Android"
Cubot,7 Plus 4/64GB Black,Android,"Cubot,7 Plus 4/64GB Black,Android"
Motorola,Moto M Grey (PA5D0075UA),Android,"Motorola,Moto M Grey (PA5D0075UA),Android"
ZTE,Armor X3 2/32GB Black,Android,"ZTE,Armor X3 2/32GB Black,Android"
realme,6S 6/128GB Lunar White,Android,"realme,6S 6/128GB Lunar White,Android"
Oukitel,G7 4/64GB Ceramic Black (XT1962-6),Android,"Oukitel,G7 4/64GB Ceramic Black (XT1962-6),Android"
Motorola,S5 Pro 6/64Gb Blue,Android,"Motorola,S5 Pro 6/64Gb Blue,Android"
Samsung,Galaxy A8+ 2018 4/64GB Orchid Gray,Android,"Samsung,Galaxy A8+ 2018 4/64GB Orchid Gray,Android"
OnePlus,BV6800 Pro 4/64GB Black,Android,"OnePlus,BV6800 Pro 4/64GB Black,Android"
Apple,iPhone XS 256GB Gold (MT9K2),Android,"Apple,iPhone XS 256GB Gold (MT9K2),Android"
Google,Y6 Pro (Gold),Android,"Google,Y6 Pro (Gold),Android"
Xiaomi,Galaxy S10+ SM-G975 SS 512GB White,Android,"Xiaomi,Galaxy S10+ SM-G975 SS 512GB White,Android"
Apple,WP2 4/64GB Black,Android,"Apple,WP2 4/64GB Black,Android"
Samsung,Y11 3/32GB Agate Red,Android,"Samsung,Y11 3/32GB Agate Red,Android"
Motorola,Galaxy Note 9 N960 8/512GB Ocean Blue (SM-N960FZBH),Android,"Motorola,Galaxy Note 9 N960 8/512GB Ocean Blue (SM-N960FZBH),Android"
Motorola,8S 2/32GB Black (51093ULM),Android,"Motorola,8S 2/32GB Black (51093ULM),Android"
Motorola,Galaxy Note 8 64GB Gold,Android,"Motorola,Galaxy Note 8 64GB Gold,Android"
DOOGEE,N920C Galaxy Note 5 32GB (Gold Platinum),Android,"DOOGEE,N920C Galaxy Note 5 32GB (Gold Platinum),Android"
Apple,iPhone XR 256GB Black (MRYJ2),iOS,"Apple,iPhone XR 256GB Black (MRYJ2),iOS"
Samsung,One Vision 4/128GB Sapphire Blue,Android,"Samsung,One Vision 4/128GB Sapphire Blue,Android"
Apple,Spark 6 KE7 4/64GB Ocean Blue (4895180762024),Android,"Apple,Spark 6 KE7 4/64GB Ocean Blue (4895180762024),Android"
Samsung,Poco X3 NFC 6/64GB Cobalt Blue,Android,"Samsung,Poco X3 NFC 6/64GB Cobalt Blue,Android"
DOOGEE,K10 Note 4/64GB Black,Android,"DOOGEE,K10 Note 4/64GB Black,Android"
DOOGEE,Nord N10 5G 6/128GB Midnight Ice,Android,"DOOGEE,Nord N10 5G 6/128GB Midnight Ice,Android"
Blackview,A9 2020 4/128GB Space Purple,Android,"Blackview,A9 2020 4/128GB Space Purple,Android"
Samsung,X-style S3500 sKai Black,Android,"Samsung,X-style S3500 sKai Black,Android"
OnePlus,Nexus 6 32GB (Cloud White),iOS,"OnePlus,Nexus 6 32GB (Cloud White),iOS"
Samsung,Redmi Note 8 Pro 6/128GB Green,iOS,"Samsung,Redmi Note 8 Pro 6/128GB Green,iOS"
Cubot,Galaxy S8+ SM-G955U 64GB Black,Android,"Cubot,Galaxy S8+ SM-G955U 64GB Black,Android"
Xiaomi,P40 lite 6/128GB Crush Green (51095CJX),Android,"Xiaomi,P40 lite 6/128GB Crush Green (51095CJX),Android"
Apple,iPhone 8 Plus 256GB Space Gray (MQ8G2),Android,"Apple,iPhone 8 Plus 256GB Space Gray (MQ8G2),Android"
DOOGEE,Galaxy S20+ 5G SM-G9860 8/128GB Gray,Android,"DOOGEE,Galaxy S20+ 5G SM-G9860 8/128GB Gray,Android"
Motorola,Galaxy Z Flip 5G SM-F707 8/256GB Mystic Bronze,Android,"Motorola,Galaxy Z Flip 5G SM-F707 8/256GB Mystic Bronze,Android"
DOOGEE,iPhone SE 2020 64GB Black (MX9R2/MX9N2),iOS,"DOOGEE,iPhone SE 2020 64GB Black (MX9R2/MX9N2),iOS"
Meizu,2.3 2/32GB Green,Android,"Meizu,2.3 2/32GB Green,Android"
Xiaomi,G8 Power 4/64GB Dual Sim Black (PAHF0007RS),Android,"Xiaomi,G8 Power 4/64GB Dual Sim Black (PAHF0007RS),Android"
Samsung,iPhone 12 Pro 512GB Pacific Blue (MGMX3/MGM43),Android,"Samsung,iPhone 12 Pro 512GB Pacific Blue (MGMX3/MGM43),Android"
Samsung,nubia Red Magic 5G 8/128GB Black,Android,"Samsung,nubia Red Magic 5G 8/128GB Black,Android"
Xiaomi,Galaxy S10 Lite SM-G770 6/128GB Black (SM-G770FZKG),Android,"Xiaomi,Galaxy S10 Lite SM-G770 6/128GB Black (SM-G770FZKG),Android"
Xiaomi,A7 Pro 4/128GB Black,Android,"Xiaomi,A7 Pro 4/128GB Black,Android"
Sigma mobile,iPhone 12 mini 128GB Black (MGE33),Android,"Sigma mobile,iPhone 12 mini 128GB Black (MGE33),Android"
Apple,Y9 Plus 4/64GB Black,Android,"Apple,Y9 Plus 4/64GB Black,Android"
Motorola,Moto Z3 Play 4/64GB Deep Indgo,Android,"Motorola,Moto Z3 Play 4/64GB Deep Indgo,Android"
DOOGEE,Galaxy S20 FE SM-G780F 8/128GB Cloud Navy,Android,"DOOGEE,Galaxy S20 FE SM-G780F 8/128GB Cloud Navy,Android"
Oukitel,iPhone 11 128GB Black (MWLE2),Android,"Oukitel,iPhone 11 128GB Black (MWLE2),Android"
realme,6 Pro 8/128GB Blue,Android,"realme,6 Pro 8/128GB Blue,Android"
realme,Galaxy S20 FE 5G SM-G7810 Dual 8/256GB Cloud Navy,Android,"realme,Galaxy S20 FE 5G SM-G7810 Dual 8/256GB Cloud Navy,Android"
ZTE,K5 Pro 4/64GB Black,Android,"ZTE,K5 Pro 4/64GB Black,Android"
vivo,Redmi Note 9 Pro 6/64GB Green,Android,"vivo,Redmi Note 9 Pro 6/64GB Green,Android"
realme,Galaxy A70 2019 SM-A7050 6/128GB Black,Android,"realme,Galaxy A70 2019 SM-A7050 6/128GB Black,Android"
Apple,iPhone XS 256GB Gold (MT9K2),iOS,"Apple,iPhone XS 256GB Gold (MT9K2),iOS"
LG,Blade L8 1/16GB Blue,Android,"LG,Blade L8 1/16GB Blue,Android"
Google,Galaxy S9+ SM-G965 DS 128GB Blue,Android,"Google,Galaxy S9+ SM-G965 DS 128GB Blue,Android"
Tecno,Blade A5 2020 2/32GB Black,Android,"Tecno,Blade A5 2020 2/32GB Black,Android"
Sony,iPhone 11 Pro Max 64GB Space Gray (MWGY2; MWHD2),iOS,"Sony,iPhone 11 Pro Max 64GB Space Gray (MWGY2; MWHD2),iOS"
DOOGEE,Pixel 5 8/128GB Just Black,Android,"DOOGEE,Pixel 5 8/128GB Just Black,Android"
Samsung,Galaxy S20+ 5G SM-G9860 12/128GB Cosmic Black,Android,"Samsung,Galaxy S20+ 5G SM-G9860 12/128GB Cosmic Black,Android"
Sharp,Redmi Note 8T 3/32GB Grey,Android,"Sharp,Redmi Note 8T 3/32GB Grey,Android"
Apple,Moto Z2 Play Lunar Grey (SM4482AC3K7),iOS,"Apple,Moto Z2 Play Lunar Grey (SM4482AC3K7),iOS"
ZTE,Galaxy M10 SM-M105F 3/32GB Blue,Android,"ZTE,Galaxy M10 SM-M105F 3/32GB Blue,Android"
ZTE,Xperia Z5 Dual E6683 (White),Android,"ZTE,Xperia Z5 Dual E6683 (White),Android"
S-TELL,Redmi 4x 4/64GB Black,Android,"S-TELL,Redmi 4x 4/64GB Black,Android"
Blackview,A80 2/16GB Red,Android,"Blackview,A80 2/16GB Red,Android"
OnePlus,F534L 2018 DualSim Black,Android,"OnePlus,F534L 2018 DualSim Black,Android"
Xiaomi,Galaxy A51 SM-A515F 2020 8/128GB Blue,Android,"Xiaomi,Galaxy A51 SM-A515F 2020 8/128GB Blue,Android"
Xiaomi,Mi 10T Lite 6/128GB Pearl Gray,Android,"Xiaomi,Mi 10T Lite 6/128GB Pearl Gray,Android"
BlackBerry,S60,Android,"BlackBerry,S60,Android"
realme,Galaxy S8 64GB Blue,Android,"realme,Galaxy S8 64GB Blue,Android"
Ulefone,8 Pro 12/256GB Glacial Green,Android,"Ulefone,8 Pro 12/256GB Glacial Green,Android"
Samsung,Redmi 9C NFC 2/32GB Midnight Gray,Android,"Samsung,Redmi 9C NFC 2/32GB Midnight Gray,Android"
Honor,8 3/32GB Blue,Android,"Honor,8 3/32GB Blue,Android"
OnePlus,Galaxy A80 2019 A8050 8/128GB Black,Android,"OnePlus,Galaxy A80 2019 A8050 8/128GB Black,Android"
Xiaomi,G925F Galaxy S6 Edge 32GB (White Pearl),Android,"Xiaomi,G925F Galaxy S6 Edge 32GB (White Pearl),Android"
Apple,iPhone 12 256GB Dual Sim Black (MGH13),iOS,"Apple,iPhone 12 256GB Dual Sim Black (MGH13),iOS"
Vodafone,Redmi Note 4 3/32GB (Gray),iOS,"Vodafone,Redmi Note 4 3/32GB (Gray),iOS"
Samsung,K13 4/64GB Black,Android,"Samsung,K13 4/64GB Black,Android"
LG,Moto G7 Play XT1952-2 Dual Sim 2/32GB Deep Indigo,Android,"LG,Moto G7 Play XT1952-2 Dual Sim 2/32GB Deep Indigo,Android"
Apple,M10 3/32GB Blue,Android,"Apple,M10 3/32GB Blue,Android"
Honor,3 Pro 6/128GB Nitro Blue,Android,"Honor,3 Pro 6/128GB Nitro Blue,Android"
Apple,P Smart Pro 6/128GB Midnight Black (51094UVB),Android,"Apple,P Smart Pro 6/128GB Midnight Black (51094UVB),Android"
HUAWEI,Y11 3/32GB Agate Red,iOS,"HUAWEI,Y11 3/32GB Agate Red,iOS"
AGM,6 4/128GB Blue,iOS,"AGM,6 4/128GB Blue,iOS"
realme,POP 4 BC2 2/32GB DS Ice Lake Green (4895180759420),Android,"realme,POP 4 BC2 2/32GB DS Ice Lake Green (4895180759420),Android"
Apple,X-treme PQ24 Black,iOS,"Apple,X-treme PQ24 Black,iOS"
Apple,iPhone SE 2020 64GB Black (MX9R2/MX9N2),Android,"Apple,iPhone SE 2020 64GB Black (MX9R2/MX9N2),Android"
Nokia,5.4 4/128GB Polar Night,Android,"Nokia,5.4 4/128GB Polar Night,Android"
Bravis,CORE-X3 2/16GB Dark Blue,Android,"Bravis,CORE-X3 2/16GB Dark Blue,Android"
HUAWEI,Moto Z2 Play Fine Gold (SM4482AJ1K7),Android,"HUAWEI,Moto Z2 Play Fine Gold (SM4482AJ1K7),Android"
ZTE,BV5500 Plus 3/32GB Black,Android,"ZTE,BV5500 Plus 3/32GB Black,Android"
Vodafone,V50S ThinQ 5G 8/256GB Aurora Black,Android,"Vodafone,V50S ThinQ 5G 8/256GB Aurora Black,Android"
Samsung,Spark 6 Go KE5 2/32GB Aqua Blue (4895180762383),Android,"Samsung,Spark 6 Go KE5 2/32GB Aqua Blue (4895180762383),Android"
Blackview,C3 3/32GB Red,Android,"Blackview,C3 3/32GB Red,Android"
Samsung,S55 4/64GB Black,Android,"Samsung,S55 4/64GB Black,Android"
vivo,iPhone 12 Pro Max 128GB Graphite (MGD73),Android,"vivo,iPhone 12 Pro Max 128GB Graphite (MGD73),Android"
DOOGEE,X90 1/16GB Gold,Android,"DOOGEE,X90 1/16GB Gold,Android"
Samsung,iPhone 12 256GB Black (MGJG3/MGHH3),Android,"Samsung,iPhone 12 256GB Black (MGJG3/MGHH3),Android"
Samsung,Redmi Note 8T 3/32GB Grey,Android,"Samsung,Redmi Note 8T 3/32GB Grey,Android"
HUAWEI,Redmi 7a 3/32GB Black,iOS,"HUAWEI,Redmi 7a 3/32GB Black,iOS"
realme,6 Pro 8/128GB Blue,Android,"realme,6 Pro 8/128GB Blue,Android"
Assistant,iPhone 12 mini 64GB Black (MGDX3),Android,"Assistant,iPhone 12 mini 64GB Black (MGDX3),Android"
Samsung,Y30 4/64GB Blue,Android,"Samsung,Y30 4/64GB Blue,Android"
Oukitel,G7 ThinQ 4/64GB Aurora Black (LMG710EMW.ACISBK),Android,"Oukitel,G7 ThinQ 4/64GB Aurora Black (LMG710EMW.ACISBK),Android"
HTC,Pixel 2 64GB Just Black,Android,"HTC,Pixel 2 64GB Just Black,Android"
Motorola,X-treme PQ29 Black,iOS,"Motorola,X-treme PQ29 Black,iOS"
OnePlus,A50 GRANITE 2/16GB Black,Android,"OnePlus,A50 GRANITE 2/16GB Black,Android"
Cubot,Moto X4 3/32GB Black (PA8X0004UA),Android,"Cubot,Moto X4 3/32GB Black (PA8X0004UA),Android"
Crosscall,M5 Black,Android,"Crosscall,M5 Black,Android"
Honor,3.4 3/64GB Charcoal,Android,"Honor,3.4 3/64GB Charcoal,Android"
OPPO,8 8/128GB Onyx Black,Android,"OPPO,8 8/128GB Onyx Black,Android"
Blackview,Mi 10T 6/128GB Cosmic Black,Android,"Blackview,Mi 10T 6/128GB Cosmic Black,Android"
Xiaomi,BL5000 Black (6924351609900),Android,"Xiaomi,BL5000 Black (6924351609900),Android"
Nokia,10 Lite 3/32GB Blue,Android,"Nokia,10 Lite 3/32GB Blue,Android"
Blackview,V40 ThinQ 4/64GB Aurora Black,Android,"Blackview,V40 ThinQ 4/64GB Aurora Black,Android"
Apple,X50 Pro 5G 8/128GB Green,Android,"Apple,X50 Pro 5G 8/128GB Green,Android"
Blackview,Redmi 10x 4G 6/128GB Blue,Android,"Blackview,Redmi 10x 4G 6/128GB Blue,Android"
Honor,6S 4/64GB Eclipse Black,Android,"Honor,6S 4/64GB Eclipse Black,Android"
HUAWEI,iPhone 6s Plus 32GB Space Gray (MN2V2),Android,"HUAWEI,iPhone 6s Plus 32GB Space Gray (MN2V2),Android"
Nokia,16Xs 6/128GB Pearl White,Android,"Nokia,16Xs 6/128GB Pearl White,Android"
Samsung,Y1S 2/32GB Blue,Android,"Samsung,Y1S 2/32GB Blue,Android"
Honor,Camon 12 CC7 Dark Jade,Android,"Honor,Camon 12 CC7 Dark Jade,Android"
Samsung,Pixel 3a XL 4/64GB Just Black,Android,"Samsung,Pixel 3a XL 4/64GB Just Black,Android"
Nokia,8x Max 4/64GB Black,Android,"Nokia,8x Max 4/64GB Black,Android"
ASUS,Redmi 6 3/32GB Gold,Android,"ASUS,Redmi 6 3/32GB Gold,Android"
Samsung,X-treme PQ20 Black,Android,"Samsung,X-treme PQ20 Black,Android"
HUAWEI,P30 Pro NEW EDITION 8/256GB Silver Frost,iOS,"HUAWEI,P30 Pro NEW EDITION 8/256GB Silver Frost,iOS"
realme,BV9900E 6/128GB Black,Android,"realme,BV9900E 6/128GB Black,Android"
Oukitel,Pixel 4 XL 6/64GB Oh So Orange,Android,"Oukitel,Pixel 4 XL 6/64GB Oh So Orange,Android"
Nokia,9i 3/32GB Black,Android,"Nokia,9i 3/32GB Black,Android"
Apple,iPhone 12 128GB Dual Sim Black (MGGU3),Android,"Apple,iPhone 12 128GB Dual Sim Black (MGGU3),Android"
Samsung,X7 Dual Sim 6/128GB Black,Android,"Samsung,X7 Dual Sim 6/128GB Black,Android"
CAT,N10 3/32GB Purple,Android,"CAT,N10 3/32GB Purple,Android"
Samsung,ROG Phone 3 ZS661KS 12/128GB Black (90AI0032-M00180),iOS,"Samsung,ROG Phone 3 ZS661KS 12/128GB Black (90AI0032-M00180),iOS"
Google,Galaxy S20 Ultra 5G SM-G988B 12/128GB Black,Android,"Google,Galaxy S20 Ultra 5G SM-G988B 12/128GB Black,Android"
DOOGEE,Galaxy Note 10+ SM-N975F 12/256GB Black (SM-N975FZKD),Android,"DOOGEE,Galaxy Note 10+ SM-N975F 12/256GB Black (SM-N975FZKD),Android"
Samsung,Galaxy S20+ LTE SM-G985 Dual 8/128GB Black (SM-G985FZKD),Android,"Samsung,Galaxy S20+ LTE SM-G985 Dual 8/128GB Black (SM-G985FZKD),Android"
Xiaomi,Moto M Grey (PA5D0075UA),iOS,"Xiaomi,Moto M Grey (PA5D0075UA),iOS"
Apple,Pixel 4a 5G 6/128GB Just Black,iOS,"Apple,Pixel 4a 5G 6/128GB Just Black,iOS"
Vodafone,iPhone 12 256GB Black (MGJG3/MGHH3),iOS,"Vodafone,iPhone 12 256GB Black (MGJG3/MGHH3),iOS"
Xiaomi,Redmi 9T 4/64GB Sunrise Orange,Android,"Xiaomi,Redmi 9T 4/64GB Sunrise Orange,Android"
Samsung,Mate 10 6/128GB Gold,Android,"Samsung,Mate 10 6/128GB Gold,Android"
2E,X90 1/16GB Blue,iOS,"2E,X90 1/16GB Blue,iOS"
HUAWEI,P smart 2021 4/128GB Midnight Black (51096ABV),Android,"HUAWEI,P smart 2021 4/128GB Midnight Black (51096ABV),Android"
Samsung,K13 4/64GB Black,iOS,"Samsung,K13 4/64GB Black,iOS"
ZTE,Galaxy A71 2020 6/128GB Black (SM-A715FZKU),Android,"ZTE,Galaxy A71 2020 6/128GB Black (SM-A715FZKU),Android"
Xiaomi,V20 8/128GB Midnight Jazz,Android,"Xiaomi,V20 8/128GB Midnight Jazz,Android"
Sony,Y20 4/64GB Obsidian Black,Android,"Sony,Y20 4/64GB Obsidian Black,Android"
Xiaomi,E6 Plus XT2025-2 4/64GB Blue,Android,"Xiaomi,E6 Plus XT2025-2 4/64GB Blue,Android"
Honor,A5s 3/32Gb Blue,Android,"Honor,A5s 3/32Gb Blue,Android"
Samsung,iPhone 11 Pro 256GB Midnight Green (MWCQ2),Android,"Samsung,iPhone 11 Pro 256GB Midnight Green (MWCQ2),Android"
Xiaomi,Galaxy S20 FE SM-G780F 8/256GB Blue (SM-G780FZBH),Android,"Xiaomi,Galaxy S20 FE SM-G780F 8/256GB Blue (SM-G780FZBH),Android"
Samsung,WP7 8/128GB Black,Android,"Samsung,WP7 8/128GB Black,Android"
Blackview,6 Pro 8/128GB Blue,iOS,"Blackview,6 Pro 8/128GB Blue,iOS"
Apple,X50 5G 6/128GB Jungle Green,Android,"Apple,X50 5G 6/128GB Jungle Green,Android"
OnePlus,Galaxy A30s 4/64GB Green (SM-A307FZGV),Android,"OnePlus,Galaxy A30s 4/64GB Green (SM-A307FZGV),Android"
